,Rank,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,year,month
1767,8258,EyePet,PSP,SCEE London Studio,Sony Computer Entertainment,4.9,,0.28,0.02,0.17,,0.09,2010,11
1768,8259,The Walking Dead - The Telltale Series: A New Frontier,PC,Telltale Games,Unknown,,,,,,,,,
1769,8260,Mister Mosquito,PS2,Zoom Inc.,Eidos Interactive,6.6,,0.28,0.05,0.04,0.17,0.01,2002,03
1770,8261,Kakyuusei,SAT,Elf,Elf,,,0.28,,,0.28,0.0,1997,04
1771,8262,Rugby World Cup 2011,X360,HB Studios Multimedia,505 Games,4.8,,0.28,0.03,0.21,,0.04,2011,09
1772,8263,Virtua Fighter 5 Online    Read the review,X360,Sega-AM2,Sega,9.2,,0.28,0.2,0.02,0.03,0.02,2007,10
1773,8264,Wappy Dog,DS,Activision,Activision,,,0.28,0.26,0.0,,0.02,2011,11
1774,8265,Civilization II,PS,LTI Grey Matter,Activision,8.2,,0.28,0.15,0.11,,0.02,1998,01
1775,8266,Secret of Mana,PS4,Square,Square Enix,,,0.28,0.06,0.12,0.05,0.04,2018,02
1776,8267,Rory McIlroy PGA Tour,XOne,EA Tiburon,Electronic Arts,,,0.28,0.16,0.09,,0.02,2015,07
1777,8268,Gundam Musou Special,PS2,Koei,Namco Bandai,,,0.28,,,0.28,,2008,02
1778,8269,The Warriors,PSP,Rockstar Toronto / Leeds,Rockstar Games,8.1,,0.28,0.23,0.02,,0.03,2007,02
1779,8270,Madagascar,XB,Toys for Bob,Activision,6.8,,0.28,0.21,0.06,,0.01,2005,05
1780,8271,Indiana Jones and the Staff of Kings,PS2,Artificial Mind and Movement,LucasArts,,,0.28,0.11,0.01,,0.16,2009,06
1781,8272,F-1 Grand Prix,SNES,Video System,Video System,,,0.28,,,0.28,,1992,04
1782,8273,ExciteBots: Trick Racing    Read the review,Wii,Monster Games,Nintendo,7.7,,0.28,0.26,,,0.02,2009,04
1783,8274,Atonement 2: Ruptured by Despair,PC,Astronomic Games,Unknown,,,,,,,,,
1784,8275,The Binding of Isaac: Afterbirth+,NS,Nicalis,Nicalis,9.0,,0.28,0.17,0.08,,0.03,2017,03
1785,8276,SimCity 2000,SAT,Maxis,Maxis,,,0.28,,,0.28,0.0,1995,01
1786,8277,Deer Hunter,PS2,Coresoft,Atari,,,0.28,0.14,0.11,,0.04,2003,12
1787,8278,Avatar: The Last Airbender,Wii,AWE Games,THQ,,,0.28,0.23,0.02,,0.02,2006,11
1788,8279,Pokémon Box: Ruby and Sapphire,GC,The Pokémon Company,Nintendo,,,0.28,,,0.27,0.01,2004,09
1789,8280,Puyo Puyo! 15th Anniversary,DS,Sega,Sega,,,0.28,,,0.28,,2006,12
1790,8281,Yu-Gi-Oh! Monster Capsule Breed & Battle,PS,Konami Computer Entertainment Shinjuku,Konami,,,0.28,,,0.26,0.02,1998,07
1791,8282,Dave Mirra Freestyle BMX 2,GC,"Z-Axis, Ltd.",Acclaim Entertainment,,,0.28,0.21,0.06,,0.01,2001,11
1792,8283,Gundam Versus,PS4,Namco Bandai Games,Namco Bandai Games,7.3,,0.28,0.08,,0.18,0.02,2017,09
1793,8284,Warpath: Jurassic Park,PS,Black Ops Entertainment,Electronic Arts,,,0.28,0.15,0.1,,0.02,1999,10
1794,8285,Tak and the Guardians of Gross,PS2,Blitz Games,THQ,,,0.28,0.14,0.11,,0.04,2008,10
1795,8286,Domina,PC,DolphinBarn,Unknown,,,,,,,,,
1796,8287,SD Gundam G Generation: Cross Drive,DS,Vanguard,Namco Bandai,,,0.26,,,0.26,,2007,08
1797,8288,True Crime: New York City,XB,EXAKT Entertainment,Activision,,,0.28,0.21,0.06,,0.01,2005,11
1798,8289,Ice Age: Dawn of the Dinosaurs    Read the review,Wii,Eurocom Entertainment Software,Activision,7.2,,0.28,0.11,0.14,,0.03,2009,06
1799,8290,Summer Heat Beach Volleyball,PS2,Acclaim Studios Cheltenham,Acclaim Entertainment,,,0.28,0.14,0.11,,0.04,2003,07
1800,8291,NCAA Basketball 09,PS2,EA Canada,EA Sports,,,0.28,0.14,0.11,,0.04,2008,11
1801,8292,Etrian Mystery Dungeon,3DS,Spike Chunsoft,Atlus,7.6,,0.28,0.11,0.01,0.14,0.01,2015,04
1802,8293,Power Pro Kun Pocket 3,GBA,Diamond Head,Konami,,,0.28,,,0.27,0.01,2001,03
1803,8294,Castlevania: Aria of Sorrow,GBA,KCET,Konami,8.8,,0.28,0.2,0.07,,0.0,2003,05
1804,8295,Myst III: Exile,PS2,Presto Studios,Ubisoft,,,0.28,0.14,0.11,,0.04,2002,09
1805,8296,Omerta - City of Gangsters,PC,Haemimont Games,Unknown,,,,,,,,,
1806,8297,Need for Speed: The Run,Wii,Firebrand Games,Electronic Arts,,,0.28,0.11,0.13,0.01,0.03,2011,11
1807,8298,Mass Effect 3,WiiU,BioWare,Electronic Arts,9.2,,0.28,0.14,0.12,,0.02,2012,11
1808,8299,Mobile Suit Gundam Side Story I: Senritsu no Blue,SAT,Bec,Bandai,,,0.28,,,0.28,,1996,09
1809,8300,Dragon Ball: Xenoverse,X360,Dimps Corporation,Namco Bandai Games,,,0.28,0.21,0.04,,0.03,2015,02
1810,8301,Armored Core: Project Phantasma,PS,From Software,ASCII Entertainment,7.2,,0.28,0.06,0.04,0.15,0.02,1998,09
1811,8302,Donkey Kong GB: Dinky Kong & Dixie Kong,GB,Rare Ltd.,Nintendo,,,0.28,,,0.28,0.0,2000,01
1812,8303,FIFA 07 Soccer,X360,EA Canada,EA Sports,7.1,,0.28,0.24,0.01,,0.02,2006,11
1813,8304,Kobitodzukan: Kobito Kansatsu Set,3DS,Nippon Columbia,Nippon Columbia,,,0.28,,,0.28,,2012,07
1814,8305,Over the Hedge,DS,Vicarious Visions,Activision,7.1,,0.28,0.24,0.01,,0.02,2006,05
1815,8306,Rhythm Thief & the Emperor's Treasure,3DS,Sega,Sega,7.5,,0.28,0.07,0.07,0.12,0.01,2012,07
1816,8307,Siren: Blood Curse,PS3,SCE Japan Studio,Sony Computer Entertainment,8.3,,0.28,,0.17,0.09,0.01,2008,07
1817,8308,Nichibutsu Arcade Classics,SNES,Nihon Bussan,Nichibutsu,,,0.28,,,0.28,,1995,05
1818,8309,Castle Story,PC,Unknown,Zono Incorporated,,,,,,,,2020,12
1819,8310,Trouble In The Manor,PC,Charyb Games,Unknown,,,,,,,,,
1820,8311,Hot Wheels: Track Attack,DS,THQ,THQ,,,0.27,0.17,0.08,,0.02,2010,11
1821,8312,Cabela's Trophy Bucks,PS2,Sand Grain Studios,Activision,,,0.27,0.13,0.11,,0.04,2007,09
1822,8313,Pro Evolution Soccer 2017,PS3,PES Productions,Konami Digital Entertainment,,,0.27,0.04,0.12,0.08,0.03,2016,09
1823,8314,Pinkalicious,DS,GameMill Entertainment,GameMill,,,0.27,0.25,,,0.02,2011,03
1824,8315,Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2,DS,iNiS,Nintendo,,,0.27,,,0.27,,2007,05
1825,8316,Q-Ball: Billiards Master,PS2,"ASK Co. Ltd., Ornith",Take-Two Interactive,,,0.27,0.13,0.1,,0.04,2000,02
1826,8317,Mr. Do!,2600,Coleco,Coleco,,,0.27,0.26,0.02,,0.0,1983,01
1827,8318,Tao Feng: Fist of the Lotus,XB,Studio Gigante,Microsoft Game Studios,,,0.27,0.21,0.06,,0.01,2003,03
1828,8319,Assassin's Creed The Ezio Collection,XOne,Ubisoft,Ubisoft,,,0.27,0.13,0.12,,0.02,2016,11
1829,8320,Tomb Raider: Legend (Weekly American and JP sales),X360,Crystal Dynamics,Eidos Interactive,,,0.27,0.24,0.0,0.01,0.02,2006,04
1830,8321,Shin Nippon Pro Wrestling: Toukon Retsuden 2,PS,Yuke's Media Creations,Tomy Corporation,,,0.27,,,0.26,0.02,1996,12
1831,8322,Dragon Ball Z: Budokai 2,GC,Pyramid,Atari,,,0.27,0.21,0.06,,0.01,2004,12
1832,8323,LEGO The Hobbit,XOne,Traveller's Tales,Warner Bros. Interactive Entertainment,,,0.27,0.13,0.13,,0.02,2014,04
1833,8324,Sengoku Basara 4,PS3,Capcom,Capcom,,,0.27,,,0.27,,2014,01
1834,8325,NBA Live 14,PS4,EA Tiburon,EA Sports,,,0.27,0.17,0.05,,0.05,2013,11
1835,8326,iCarly 2: iJoin The Click!,DS,"Human Soft, Inc.",Activision,,,0.27,0.25,0.0,,0.02,2010,11
1836,8327,Motocross Maniacs Advance,GBA,"Konami Computer Entertainment America, Inc. Honolulu Studio",Konami,,,0.27,0.2,0.07,,0.0,2002,03
1837,8328,Metal Gear Solid V: Ground Zeroes,XOne,Kojima Productions,Konami Digital Entertainment,7.7,,0.27,0.13,0.13,,0.02,2014,03
1838,8329,Pro Evolution Soccer 2013,PSP,Konami,Konami Digital Entertainment,,,0.27,,0.08,0.18,0.02,2012,11
1839,8330,Dynasty Warriors,PS,Omega Force,KOEI,,,0.27,0.09,0.06,0.11,0.02,1997,06
1840,8331,M&M's Blast!,GBA,Pipe Dream Interactive,Majesco,,,0.27,0.2,0.07,,0.0,2001,12
1841,8332,Remington Super Slam Hunting: Africa,Wii,Mastiff,Mastiff,,,0.27,0.25,,,0.02,2010,11
1842,8333,Final Fantasy X International,PS2,Square Enix,Square Enix,,,0.27,,,0.27,,2004,02
1843,8334,Tiny Toon Adventures: Plucky's Big Adventure,PS,Warthog,Conspiracy Entertainment,,,0.27,0.15,0.1,,0.02,2001,10
1844,8335,NHL Hitz 20-02,XB,EA Black Box,Midway Games,,,0.27,0.2,0.06,,0.01,2001,11
1845,8336,Indy 500,2600,Atari,Atari,,,0.27,0.26,0.01,,0.0,1977,10
1846,8337,Dead Rising 2: Off the Record,X360,Blue Castle Games,Capcom,7.6,,0.27,0.17,0.08,,0.02,2011,10
1847,8338,Sly Cooper: Thieves in Time,PSV,Sanzaru Games,Sony Computer Entertainment America,,,0.27,0.13,0.07,,0.07,2013,02
1848,8339,Trivial Pursuit,PS2,Adrenalin Interactive,Electronic Arts,,,0.27,0.09,0.01,,0.17,2009,03
1849,8340,Evil Dead: Hail to the King,PS,Heavy Iron Studios,THQ,,,0.27,0.15,0.1,,0.02,2000,12
1850,8341,Dragon Ball GT: Final Bout,PS,Bandai,Bandai,,,0.27,0.02,0.02,0.22,0.02,1997,07
1851,8342,Burstrick: Wake Boarding!!,PS,Metro Corporation,Natsume,,,0.27,0.15,0.1,,0.02,2001,02
1852,8343,Dave Mirra Freestyle BMX: Maximum Remix,PS,"Z-Axis, Ltd.",Acclaim Entertainment,,,0.27,0.15,0.1,,0.02,2001,05
1853,8344,GRID 2    Read the review,X360,Unknown,Codemasters,,,0.27,0.08,0.17,0.0,0.02,2013,05
1854,8345,Family Guy: Back to the Multiverse,PS3,Heavy Iron Studios,Activision,,,0.27,0.12,0.11,,0.05,2012,11
1855,8346,Batman - The Telltale Series,PC,Telltale Games,Unknown,,,,,,,,,
1856,8347,Cat Goes Platform,PC,VOiD Games,Unknown,,,,,,,,,
1857,8348,Game of Thrones,PC,Cyanide Studios,Atlus,,,0.08,0.0,0.07,,0.01,2012,05
1858,8349,Create,Wii,EA Bright Light,Electronic Arts,,,0.27,0.23,0.03,,0.02,2010,11
1859,8350,Bravo Team,PS4,Supermassive Games Ltd.,Sony Interactive Entertainment,,,0.27,0.12,0.09,0.02,0.04,2018,03
1860,8351,Batman: Arkham Origins Blackgate,3DS,Armature Studio,Warner Bros. Interactive Entertainment,7.0,,0.27,0.16,0.09,,0.02,2013,10
1861,8352,Lightning Returns: Final Fantasy XIII,X360,Unknown,Square Enix,,,0.27,0.15,0.08,0.01,0.02,2014,02
1862,8353,Iron Man 2,X360,"Sega Studios, San Francisco",Sega,5.1,,0.27,0.15,0.1,,0.03,2010,05
1863,8354,Beamrider,2600,Activision,Activision,,,0.27,0.26,0.01,,0.0,1984,01
1864,8355,Etrian Odyssey V: Beyond the Myth,3DS,Atlus,Atlus,7.9,,0.27,0.11,0.01,0.14,0.01,2017,10
1865,8356,Athens 2004,PS2,Eurocom Entertainment Software,Sony Computer Entertainment,,,0.27,0.13,0.1,,0.03,2004,07
1866,8357,Gunship,PS,MicroProse,Microprose,,,0.27,0.15,0.1,,0.02,1996,07
1867,8358,Jikkyou Powerful Pro Yakyuu Portable 4,PSP,PawaPuro Productions,Konami,,,0.27,,,0.27,,2009,09
1868,8359,Pro Race Driver,PS2,Codemasters,Codemasters,,,0.27,0.13,0.1,,0.03,2002,12
1869,8360,Sydney 2000,PS,Attention To Detail,Eidos Interactive,,,0.27,0.15,0.1,,0.02,2000,07
1870,8361,Transformers: Cybertron Adventures,Wii,High Moon Studios,Activision,3.7,,0.27,0.14,0.1,,0.02,2010,06
1871,8362,Baten Kaitos: Eternal Wings and the Lost Ocean,GC,tri-Crescendo / Monolith Soft,Namco,8.2,,0.27,0.21,0.05,,0.01,2004,11
1872,8363,Shadows of the Damned,PS3,Grasshopper Manufacture,Electronic Arts,7.9,,0.27,0.11,0.09,0.04,0.03,2011,06
1873,8364,Rapala Pro Bass Fishing 2010,PS3,FUN Labs,Activision,,,0.27,0.18,0.06,,0.03,2010,09
1874,8365,Bishoujo Senshi Sailormoon R,SNES,Angel Studios,Bandai,,,0.27,,,0.27,,1993,12
1875,8366,Angry Birds: Star Wars,Wii,Exient Entertainment,Activision,,,0.27,0.15,0.1,,0.02,2013,10
1876,8367,Slam Dunk: Yonkyo Taiketsu!!,SNES,Bandai,Bandai,,,0.27,,,0.27,,1994,03
1877,8368,The Cave,PC,Unknown,Sega,,,,,,,,2013,01
1878,8369,Pac-Pix,DS,Namco,Namco,6.8,,0.27,0.16,0.0,0.1,0.01,2005,04
1879,8370,Rocky: Legends,PS2,Unknown,Ubisoft,,,0.27,0.13,0.1,,0.03,2004,09
1880,8371,NickToons Racing,GBA,Crawfish Interactive,Infogrames,,,0.27,0.19,0.07,,0.0,2002,06
1881,8372,NASCAR 2011: The Game,PS3,Eutechnyx,Activision,6.0,,0.27,0.25,,,0.02,2011,03
1882,8373,Resident Evil: Revelations Collection,NS,Capcom,Capcom,,,0.27,0.18,,0.07,0.02,2017,11
1883,8374,Bridge,2600,Activision,Activision,,,0.27,0.25,0.02,,0.0,1980,12
1884,8375,Flag Capture,2600,Atari,Atari,,,0.27,0.25,0.02,,0.0,1978,01
1885,8376,Monopoly,DS,Electronic Arts,Electronic Arts,,,0.27,0.15,0.09,,0.02,2010,10
1886,8377,Final Fantasy XI: Ultimate Collection,X360,Square Enix,Square Enix,,,0.27,0.25,,,0.02,2009,11
1887,8378,Wipeout 2,X360,Endemol,Activision,,,0.27,0.25,,,0.02,2011,10
1888,8379,G-Force,PS2,Eurocom Entertainment Software,Disney Interactive Studios,,,0.27,0.12,0.01,,0.14,2009,07
1889,8380,The Club,X360,Bizarre Creations,Sega,7.5,,0.27,0.15,0.1,,0.02,2008,02
1890,8381,One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,Wii,Ganbarion,Namco Bandai,,,0.27,,0.07,0.19,0.01,2009,06
1891,8382,Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,GB,Aquamarine,ChunSoft,,,0.27,,,0.27,,1996,11
1892,8383,NHL 07,X360,EA Canada,EA Sports,8.0,,0.27,0.25,0.0,,0.02,2006,09
1893,8384,NHL 2K11,Wii,Visual Concepts,2K Sports,6.3,,0.27,0.23,0.02,,0.02,2010,08
1894,8385,Over the Hedge,GBA,Vicarious Visions,Activision,,,0.27,0.19,0.07,,0.0,2006,05
1895,8386,Wave Rally,PS2,Opus Studio,Eidos Interactive,,,0.27,0.13,0.1,,0.03,2001,11
1896,8387,Disney's Chicken Little,GC,Avalanche Software,Buena Vista,7.0,,0.27,0.21,0.05,,0.01,2005,10
1897,8388,Brain Age: Concentration Training,3DS,Nintendo,Nintendo,7.5,,0.27,,,0.27,,2013,02
1898,8389,Ty the Tasmanian Tiger,GC,Krome Studios,Electronic Arts,7.1,,0.27,0.21,0.05,,0.01,2002,09
1899,8390,WWE Road to WrestleMania X8,GBA,Natsume,THQ,,,0.27,0.19,0.07,,0.0,2002,10
1900,8391,Yu-Gi-Oh! The Sacred Cards (JP weekly sales),GBA,Konami,Konami,,,0.27,,,0.26,0.01,2003,11
1901,8392,Medarot 3: Kabuto / Kuwagata Version,GB,Natsume,Imagineer,,,0.27,,,0.27,0.0,2000,07
1902,8393,Tiger Woods PGA Tour 07,PSP,Team Fusion,EA Sports,7.6,,0.27,0.2,0.04,,0.03,2006,10
1903,8394,NASCAR 06: Total Team Control,XB,EA Tiburon,EA Sports,,,0.27,0.2,0.06,,0.01,2005,08
1904,8395,BloodRayne 2,PS2,Terminal Reality,Majesco,,,0.27,0.13,0.1,,0.03,2004,10
1905,8396,Punch-Out!!,VC,Nintendo IRD,Nintendo,,,0.27,0.0,0.22,0.05,,2007,04
1906,8397,Skylanders SWAP Force,3DS,n-Space,Activision,7.7,,0.27,0.12,0.13,,0.02,2013,10
1907,8398,NHL 2002,XB,EA Canada,EA Sports,,,0.27,0.2,0.06,,0.01,2001,12
1908,8399,Rock Revolution,PS3,Zoe Mode / HB Studios,Konami,,,0.27,0.25,,,0.02,2008,10
1909,8400,Command & Conquer,N64,Looking Glass Studios,Nintendo,,,0.27,0.22,0.05,,0.0,1999,05
1910,8401,Condemned: Criminal Origins,X360,Monolith Productions,Sega,8.2,,0.41,0.36,0.02,,0.03,2005,11
1911,8402,Final Fantasy Anniversary Edition,PSP,Square Enix,Square Enix,7.4,,0.59,0.39,0.02,0.13,0.05,2007,06
1912,8403,Jikkyou Powerful Pro Yakyuu 5,N64,Diamond Head,Konami,,,0.27,,,0.27,0.0,1998,03
1913,8404,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE,PS2,Sammy Studios,Sega,,,0.24,,,0.24,,2006,08
1914,8405,NBA In The Zone '98,N64,Konami Computer Entertainment Osaka,Konami,,,0.27,0.25,0.02,,0.0,1998,02
1915,8406,NBA Jam 99,N64,Iguana Entertainment,Acclaim Entertainment,,,0.27,0.25,0.02,,0.0,1998,12
1916,8407,Okami,PS2,Clover Studio,Capcom,9.4,9.0,0.63,0.11,0.03,0.15,0.34,2006,09
1917,8408,Red Steel 2    Read the review,Wii,Ubisoft Paris,Ubisoft,7.8,8.5,0.62,0.35,0.21,0.01,0.06,2010,03
1918,8409,Shadow Man,N64,Acclaim Studios Teesside,Acclaim Entertainment,,,0.27,0.18,0.08,,0.01,1999,08
1919,8410,Shin Megami Tensei: Nocturne,PS2,Atlus Co.,Atlus,8.0,,0.38,0.07,0.05,0.25,0.02,2004,10
1920,8411,Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,DS,Bandai Namco Games,Namco Bandai,,,0.42,,,0.42,,2010,07
1921,8412,Tales of VS.,PSP,Matrix Software,Namco Bandai,,,0.23,,,0.23,,2009,08
1922,8413,The Conduit    Read the review,Wii,High Voltage Software,Sega,6.6,8.2,0.57,0.28,0.23,,0.06,2009,06
1923,8414,The Secret World,PC,Funcom,Electronic Arts,,,0.17,0.07,0.08,,0.02,2012,07
1924,8415,Beyblade: Metal Masters,DS,Hudson Soft,Konami,,,0.27,0.14,0.1,,0.03,2011,11
1925,8416,Gun,X360,Neversoft Entertainment,Activision,7.5,,0.27,0.24,0.01,,0.02,2005,11
1926,8417,Shadow of Rome,PS2,Capcom,Capcom,,,0.27,0.13,0.1,,0.03,2005,02
1927,8418,Killing Floor 2,PS4,Tripwire Interactive,Tripwire Interactive,,,0.27,0.19,0.03,,0.05,2016,01
1928,8419,Harry Potter and the Order of the Phoenix,PS2,EA Games,Electronic Arts,,,0.27,0.13,0.1,,0.03,2007,06
1929,8420,Robinson: The Journey,PS4,Crytek,Sony Interactive Entertainment,,,0.27,0.14,0.09,,0.05,2016,11
1930,8421,Driveclub VR,PS4,Evolution Studios,Sony Interactive Entertainment,,,0.27,0.12,0.09,0.01,0.04,2016,10
1931,8422,Dragon Ball Z: Tenkaichi Tag Team,PSP,Dimps Corporation,Namco Bandai,6.0,,0.27,0.11,0.04,0.09,0.03,2010,10
1932,8423,Shenmue I & II,PS4,Sega,Sega,,,0.27,0.09,0.1,0.05,0.04,2018,08
1933,8424,Stuntman: Ignition,PS2,Paradigm Entertainment,THQ,,,0.27,0.13,0.1,,0.03,2007,08
1934,8425,Fantastic 4,XB,7 Studios,Activision,,,0.27,0.2,0.06,,0.01,2005,06
1935,8426,The Amazing Spider-Man 2 (2014),PS3,Beenox,Activision,,,0.27,0.06,0.14,0.02,0.04,2014,04
1936,8427,Mat Hoffman's Pro BMX,GBA,HotGen Studios,Activision,,,0.27,0.19,0.07,,0.0,2001,11
1937,8428,Dragon Age Origins: Awakening,PS3,BioWare Corp.,Electronic Arts,8.3,,0.27,0.24,,,0.02,2010,03
1938,8429,F1 Race Stars,X360,Codemasters Birmingham,Codemasters,,,0.27,0.07,0.18,,0.02,2012,11
1939,8430,NFL Street 3,PSP,EA Tiburon,EA Sports BIG,6.7,,0.27,0.24,0.0,,0.02,2006,11
1940,8431,MotoGP,PS2,Namco,Namco,,,0.27,0.06,0.05,0.14,0.02,2000,10
1941,8432,Ratatouille: Food Frenzy,DS,Helixe,THQ,,,0.27,0.25,0.0,,0.02,2007,10
1942,8433,Sesame Street: Cookie's Counting Carnival,DS,Black Lantern Studios,Warner Bros. Interactive,,,0.27,0.25,,,0.02,2010,10
1943,8434,Jikkyou Powerful Pro Yakyuu 2,SNES,Konami,Konami,,,0.27,,,0.27,,1995,02
1944,8435,Guitar Hero Live,WiiU,FreeStyleGames,Activision,,,0.27,0.18,0.06,,0.03,2015,10
1945,8436,Megamind: The Blue Defender,DS,Tantalus Interactive,THQ,,,0.27,0.19,0.06,,0.02,2010,11
1946,8437,Wipeout 2,DS,Endemol,Activision,,,0.27,0.25,,,0.02,2011,10
1947,8438,Thoroughbred Breeder II,SNES,Hector,Hect,,,0.27,,,0.27,0.0,1994,06
1948,8439,Despicable Me: The Game,Wii,Monkey Bar Games,D3 Publisher,,,0.27,0.16,0.08,,0.02,2010,07
1949,8440,Shadowrun: Hong Kong,PC,Harebrained Schemes,Unknown,,,,,,,,,
1950,8441,Magical Vacation,GBA,Brownie Brown,Nintendo,,,0.27,,,0.26,0.01,2001,12
1951,8442,NBA Live 2004,GC,EA Canada,EA Sports,8.4,,0.27,0.21,0.05,,0.01,2003,10
1952,8443,XGIII: Extreme G Racing,PS2,Acclaim Studios Cheltenham,Acclaim Entertainment,,,0.27,0.13,0.1,,0.03,2001,08
1953,8444,NASCAR Thunder 2003,XB,EA Tiburon,EA Sports,,,0.27,0.2,0.06,,0.01,2002,09
1954,8445,Superbike 2000,PS,Milestone,EA Sports,,,0.27,0.15,0.1,,0.02,2000,02
1955,8446,Just Dance Kids 2,Wii,Ubisoft,Ubisoft,,,0.27,0.25,,,0.02,2011,10
1956,8447,LEGO Jurassic World,PSV,TT Fusion,Warner Bros. Interactive Entertainment,,,0.27,0.05,0.16,,0.06,2015,06
1957,8448,Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,DS,Intelligent Systems,Nintendo,,,0.27,,,0.27,,2010,07
1958,8449,Connect Four / Perfection / Trouble,GBA,Gravity-I,"Destination Software, Inc",,,0.27,0.19,0.07,,0.0,2005,08
1959,8450,MotionSports: Adrenaline,X360,Ubisoft Vancouver,Ubisoft,,,0.27,0.14,0.1,,0.03,2011,11
1960,8451,Alundra 2: A New Legend Begins,PS,Matrix Software,Activision,7.1,,0.27,0.15,0.1,,0.02,2000,02
1961,8452,Reign of Fire,PS2,Kuju Entertainment,BAM! Entertainment,,,0.27,0.13,0.1,,0.03,2002,10
1962,8453,Scooby-Doo! and the Spooky Swamp,PS2,Torus Games,Warner Bros. Interactive,,,0.27,0.08,0.11,,0.08,2010,09
1963,8454,Jikkyou Powerful Pro Yakyuu '98 Ketteiban,PS,Diamond Head,Konami,,,0.27,,,0.25,0.02,1998,12
1964,8455,Call of Juarez: The Cartel,X360,Techland,Ubisoft,5.2,,0.27,0.14,0.1,,0.03,2011,07
1965,8456,Minecraft: Story Mode - Season Two,XOne,Telltale Games,Telltale Games,,,0.27,0.17,0.08,,0.02,2017,09
1966,8457,Orbital Gear,PC,Night Node Software,Night Node Software,,,,,,,,2014,08
1967,8458,Desolate Wastes: Vendor Chronicles,PC,Rotatipyra,Unknown,,,,,,,,,
1968,8459,The Sims 2: Pets,GC,Maxis,Electronic Arts,6.9,,0.27,0.21,0.05,,0.01,2006,10
1969,8460,Germ Wars,PC,Svarog Studios,Unknown,,,,,,,,,
1970,8461,Littlest Pet Shop: Beach Friends,DS,EA Salt Lake,Electronic Arts,,,0.27,0.25,,,0.02,2009,10
1971,8462,The Snack World: TreJarers,3DS,Level 5,Level 5,,,0.27,,,0.27,,2017,08
1972,8463,hack_me,PC,Egor Magurin,Unknown,,,,,,,,,
1973,8464,Skylanders Imaginators,XOne,Toys for Bob,Activision,,,0.27,0.19,0.05,,0.03,2016,10
1974,8465,The BIGS,X360,Blue Castle Games,2K Sports,,,0.27,0.18,0.08,,,2007,06
1975,8466,Initial D: Special Stage,PS2,Sega Rosso,Sega,,,0.27,,,0.27,,2003,06
1976,8467,The Bureau: XCOM Declassified,PS3,2K Marin,2K Games,,,0.27,0.08,0.14,,0.04,2013,08
1977,8468,Summer Athletics: The Ultimate Challenge (US sales),Wii,49Games,Conspiracy Entertainment,,,0.27,0.23,0.03,,,2008,08
1978,8469,Jurassic Park: Operation Genesis,PS2,Blue Tongue,VU Games,,,0.27,0.13,0.1,,0.03,2003,03
1979,8470,Carnival Games,NS,Cat Daddy Games,2K Games,,,0.27,0.11,0.14,,0.02,2018,11
1980,8471,BIT.TRIP BEAT,PC,Gaijin Games Inc.,Gaijin Entertainment,7.5,,,,,,,2010,11
1981,8472,Final Doom,PS,Williams Entertainment,GT Interactive,,,0.27,0.15,0.1,,0.02,1995,10
1982,8473,Home Behind,PC,TPP Studio,Unknown,,,,,,,,,
1983,8474,Puppeteer,PS3,SCE Japan Studio,Sony Computer Entertainment America,,,0.27,0.11,0.09,0.02,0.04,2013,09
1984,8475,NBA ShootOut 2001,PS,989 Sports,Sony Computer Entertainment,,,0.27,0.15,0.1,,0.02,2000,10
1985,8476,Cabela's Big Game Hunter 2010,X360,Cauldron,Activision,,,0.27,0.25,,,0.02,2009,09
1986,8477,Knockout Kings 2002,XB,Black Ops Entertainment,EA Sports,,,0.27,0.2,0.06,,0.01,2002,03
1987,8478,Fate/Extella: The Umbral Star,PS4,Marvelous Entertainment,Xseed Games,,,0.27,0.12,,0.12,0.03,2017,01
1988,8479,MLB 09: The Show,PSP,SCE San Diego Studio,Sony Computer Entertainment,8.8,,0.27,0.24,,,0.02,2009,03
1989,8480,Boogie,DS,EA Montreal,Electronic Arts,,,0.27,0.24,0.0,,0.02,2007,11
1990,8481,NBA 07,PS3,SCE San Diego Studio,Sony Computer Entertainment,,,0.27,0.24,,0.01,0.02,2006,11
1991,8482,Assassin's Creed: Altair's Chronicles,DS,Gameloft,Ubisoft,,,0.27,0.27,,,,2008,02
1992,8483,Plants vs. Zombies,X360,PopCap Games,PopCap Games,8.9,,0.27,0.24,,,0.02,2010,09
1993,8484,Battle Arena Toshinden 3,PS,Takara,Playmates,,,0.27,0.06,0.04,0.14,0.02,1997,03
1994,8485,Reader Rabbit Kindergarten,DS,Graffiti Entertainment,Graffiti,,,0.27,0.25,,,0.02,2009,12
1995,8486,Jade Cocoon: Story of the Tamamayu,PS,Genki,Crave Entertainment,,,0.27,0.15,0.1,,0.02,1999,07
1996,8487,Super Nazo Puyo: Ruruu no Ruu,SNES,Compile,Banpresto,,,0.27,,,0.27,0.0,1995,05
