,Rank,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Year
989,25990,Bishoujo Senshi Sailor Moon: Sailor Stars Fuwa Fuwa Panic 2,SNES,Tom Create,Bandai,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Sep 96
990,25991,Bishoujo Senshi Sailormoon: Another Story,SNES,Angel Studios,Angel Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Sep 95
991,25992,Bishoujo Wrestler Retsuden: Blizzard Yuki Rannyuu,SNES,KSS,KSS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Mar 96
992,25993,Bit Boy!!,WW,Bplus,Bplus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Jul 09
993,25994,Bit Boy!! ARCADE,3DS,Unknown,Bplus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Apr 14
994,25995,bit Generations: Coloris,GBA,skip Ltd.,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Jul 06
995,25996,bit Generations: Digidrive,GBA,Q-Games,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Jul 06
996,25997,bit Generations: Orbital,GBA,skip Ltd.,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Jul 06
997,25998,bit Generations: Soundvoyager,GBA,skip Ltd.,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Jul 06
998,25999,bit Generations: Soundvoyager,GBA,skip Ltd.,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Jul 06
999,26000,BIT.TRIP BEAT    Read the review,WW,Gaijin Games Inc.,Aksys Games,7.5,N/A,N/A,N/A,N/A,N/A,N/A,16th Mar 09
1000,26001,BIT.TRIP CORE,WW,Gaijin Games Inc.,Aksys Games,7.6,N/A,N/A,N/A,N/A,N/A,N/A,06th Jul 09
1001,26002,BIT.TRIP FATE,WW,Gaijin Games Inc.,Aksys Games,7.3,N/A,N/A,N/A,N/A,N/A,N/A,25th Oct 10
1002,26003,BIT.TRIP FLUX,WW,Gaijin Games Inc.,Aksys Games,8.2,N/A,N/A,N/A,N/A,N/A,N/A,28th Feb 11
1003,26004,Bit.Trip Presents... Runner 2: Future Legend of Rhythm Alien,X360,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Mar 13
1004,26005,Bit.Trip Presents... Runner 2: Future Legend of Rhythm Alien,WiiU,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Mar 13
1005,26006,Bit.Trip Presents... Runner 2: Future Legend of Rhythm Alien,PS3,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Mar 13
1006,26007,BIT.TRIP RUNNER,WW,Gaijin Games Inc.,Aksys Games,7.4,N/A,N/A,N/A,N/A,N/A,N/A,17th May 10
1007,26008,BIT.TRIP VOID,WW,Gaijin Games Inc.,Aksys Games,8.2,N/A,N/A,N/A,N/A,N/A,N/A,23rd Nov 09
1008,26009,BitStream,XBL,ProjectorGames,Microsoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11th Aug 09
1009,26010,bittos+,WW,Unconditional Studios LLC,MACHINE Studios LLC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Jan 10
1010,26011,Biz Nouryoku DS Series: Wagokoro no Moto,DS,Kokuyo,Kokuyo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Sep 07
1011,26012,Biz Nouryoku Series: Miryoku Kaikaku,DS,Kokuyo,Kokuyo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Jul 07
1012,26013,Biz Taiken DS Series: Kigyoudou Inshoku,DS,Kokuyo,Kokuyo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Jul 07
1013,26014,Biz Taiken DS Series: Kigyoudou Kaigai,DS,Kokuyo,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1014,26015,Biz Taiken Series: Kigyoudou,PSP,Kokuyo,Kokuyo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Mar 06
1015,26016,Black,XBL,Criterion Games,Electronic Arts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11th Feb 08
1016,26017,Black & White: Creature Isle,PC,Lionhead Studios,Electronic Arts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Jan 02
1017,26018,Black Bass: Lure Fishing,GB,Hot B,Hot-B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 94
1018,26019,Black Belt,MS,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 86
1019,26020,Black Belt,VC,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Feb 08
1020,26021,Black Belt Challenge,GBA,Lost Boys,THQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Sep 02
1021,26022,Black Black,GBA,Capcom,Capcom,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Feb 02
1022,26023,Black Buccaneer,PC,WideScreen Games,Viva Media,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 07
1023,26024,Black Cat: Kuroneko no Concerto,DS,Compile Heart,Compile Heart,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Jun 07
1024,26025,Black College Football Experience - The Doug Williams Edition,X360,Nerjyzed Entertainment,Aspyr,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Aug 09
1025,26026,Black College Football Xperience,PC,Nerjyzed Entertainment,Nerjyzed Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Nov 07
1026,26027,Black Dahlia,PC,Take-Two Interactive,Interplay,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Feb 98
1027,26028,Black Dawn,SAT,Point of View,Virgin Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Apr 97
1028,26029,Black Death,PS3,Darkworks,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1029,26030,Black Death,PC,Darkworks,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1030,26031,Black Death,X360,Darkworks,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1031,26032,Black Fire,SAT,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Dec 95
1032,26033,Black Forest Tale,GB,sachen,Sachen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 93
1033,26034,Black Gold,PC,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Dec 20
1034,26035,Black Guards,PC,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Dec 20
1035,26036,Black Hole Assault,SCD,Bignet,Bignet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Nov 92
1036,26037,Black Jack: Hi no Tori Hen,DS,Genki,Genki,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Nov 06
1037,26038,Black Mirror,PC,KING Art Games,THQ Nordic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Nov 17
1038,26039,Black Rainbow,PC,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Apr 14
1039,26040,Black Rainbow,OSX,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Apr 14
1040,26041,Black Rainbow,And,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Apr 14
1041,26042,Black Robinia,PSP,Broccoli,Broccoli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Feb 11
1042,26043,Black Robinia,PSN,Broccoli,Broccoli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Mar 11
1043,26044,Black Sails,PC,DECK13 Interactive,Astragon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Apr 10
1044,26045,Black the Fall,PC,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Jul 14
1045,26046,Black Tiger (Arcade),VC,Capcom,Capcom,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Jan 11
1046,26047,Black/Matrix 00,PS,Flight-Plan,NEC Interchannel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th May 04
1047,26048,Black/Matrix Advanced,DC,Flight-Plan,NEC Interchannel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Sep 99
1048,26049,Black/Matrix Cross,PS,Flight-Plan,NEC Interchannel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Dec 00
1049,26050,Black/Matrix Zero,GBA,Flight-Plan,NEC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Aug 02
1050,26051,Blackbay Asylum,PC,TAD Corporation,Kiss,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Aug 14
1051,26052,Blackguards,OSX,Unknown,Daedalic Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Jan 14
1052,26053,Blackguards 2,OSX,Daedalic Entertainment,Daedalic Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Apr 15
1053,26054,Blackhole,Linux,FiolaSoft Studio,1C Company,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Feb 15
1054,26055,Blackhole,OSX,FiolaSoft Studio,1C Company,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Feb 15
1055,26056,Blackhole,PC,FiolaSoft Studio,1C Company,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Feb 15
1056,26057,Blackjack,NES,Odyssey Software Inc.,American Video Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 92
1057,26058,Blackjack,2600,Atari,Atari,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Oct 77
1058,26059,Blacklight: Retribution,PC,Zombie Studios,Perfect World Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Jul 12
1059,26060,Blacklight: Retribution,PS4,Unknown,Perfect World Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Nov 13
1060,26061,Blacklight: Tango Down,PSN,Zombie Studios,Ignition Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Oct 10
1061,26062,Blacklight: Tango Down,XBL,Zombie Studios,Ignition Entertainment,6.3,N/A,N/A,N/A,N/A,N/A,N/A,07th Jul 10
1062,26063,Blacklight: Tango Down,PC,Zombie Studios,Ignition Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th Jul 10
1063,26064,BlackShot Europe: The Asian Dragon,PC,eFusion MMOG GmbH,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Sep 11
1064,26065,Blackstone - Part One,XBL,Battenberg Software,Microsoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Jul 11
1065,26066,Blackthorne,SNES,Blizzard Entertainment,Interplay,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 94
1066,26067,Blackwell Deception,PC,Wadjet Eye Games,Wadjet Eye Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Oct 11
1067,26068,Blackwell Unbound,PC,Wadjet Eye Games,Big Fish Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 08
1068,26069,Blackwire,DSiW,Uacari,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1069,26070,Blade,PS,Hammerhead,Activision,4.0,N/A,N/A,N/A,N/A,N/A,N/A,23rd Nov 00
1070,26071,Blade,GB,HAL Laboratory,Activision,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Nov 00
1071,26072,Blade & Soul,PC,Unknown,NCSoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 15
1072,26073,Blade & Soul,PC,Team Bloodlust,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1073,26074,Blade Arcus from Shining,Arc,Unknown,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jul 14
1074,26075,Blade Arts: Tasogare no Miyako R'lyeh,PS,Enix Corporation,Enix,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Sep 00
1075,26076,Blade Dancer: Lineage of Light,PSN,Hit Maker,NIS America,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Sep 09
1076,26077,Blade Eagle 3-D,MS,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 88
1077,26078,Blade Force,3DO,3DO,3DO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 95
1078,26079,Blade Kitten,PSN,Krome Studios,Atari,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Sep 10
1079,26080,Blade Kitten,XBL,Krome Studios,Atari,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Sep 10
1080,26081,Blade Kitten,PC,Krome Studios,Atari,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Sep 10
1081,26082,Blade of Darkness,PC,Rebel Act Studios,Codemasters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Feb 01
1082,26083,Blade Symphony,PC,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th May 14
1083,26084,Blade Warrior,PC,Phantagram,Phantagram,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 97
1084,26085,BladeMaker,PS,Shoeisha,Shoeisha,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jul 99
1085,26086,Blades Heart,PC,KAI,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Jul 11
1086,26087,Blades of Avernum,PC,Spiderweb Software,Spiderweb Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Jun 04
1087,26088,Blades of Steel,GB,Konami,Ultra Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Aug 91
1088,26089,Blades of Steel,NES,Konami,Konami,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 88
1089,26090,Blades of Steel,VC,Konami,Konami,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Dec 07
1090,26091,Blades of Thunder,GBA,InterActive Vision Games,Summitsoft,3.8,N/A,N/A,N/A,N/A,N/A,N/A,01st Feb 05
1091,26092,Blades of Thunder II,DS,CokeM Interactive,Summitsoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Apr 06
1092,26093,Blades of Vengeance,GEN,Beam Software,Electronic Arts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 93
1093,26094,Bladestorm: The Hundred Years' War,XBL,Omega Force,Tecmo Koei,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Feb 11
1094,26095,Bladestorm: The Hundred Years' War,PC,Omega Force,BioWare,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th May 15
1095,26096,Bladestorm: The Hundred Years' War,PS4,Omega Force,BioWare,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Mar 15
1096,26097,Bladestorm: The Hundred Years' War,XOne,Omega Force,BioWare,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Mar 15
1097,26098,Blair Witch Volume I: Rustin Parr,PC,Terminal Reality,Gathering of Developers,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Sep 00
1098,26099,Blair Witch Volume II: The Legend of Coffin Rock,PC,Human Head Studios,Gathering of Developers,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Oct 00
1099,26100,Blair Witch Volume III: The Elly Kedward Tale,PC,Ritual Entertainment,Gathering of Developers,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Nov 00
1100,26101,Blake Stone: Aliens of Gold,PC,JAM Productions,Apogee,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Oct 93
1101,26102,Blake Stone: Planet Strike!,PC,JAM Productions,Apogee,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Oct 94
1102,26103,Blanc Noir,PC,GokuFero,GokuFero,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Sep 09
1103,26104,Blast 'Em Bunnies,3DS,Nnooo,Nnooo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 15
1104,26105,Blast 'Em Bunnies,PS4,Nnooo,Nnooo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 15
1105,26106,Blast 'Em Bunnies,PSV,Nnooo,Nnooo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 15
1106,26107,Blast Chamber,SAT,Attention To Detail,Activision,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Dec 96
1107,26108,Blast Chamber,PC,Attention To Detail,Activision,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 97
1108,26109,Blast Factor,PSN,Bluepoint Games,Sony Computer Entertainment,6.4,N/A,N/A,N/A,N/A,N/A,N/A,17th Nov 06
1109,26110,Blast Off,PSN,Halfbrick Studios,Halfbrick Studios,8.5,N/A,N/A,N/A,N/A,N/A,N/A,23rd Nov 09
1110,26111,Blast Wind,SAT,"TechnoSoft Co., Ltd.",TechnoSoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Jan 97
1111,26112,Blaster Master,NES,SunSoft,Sunsoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Nov 88
1112,26113,Blaster Master,VC,SunSoft,Sunsoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Dec 09
1113,26114,Blaster Master,3DS,SunSoft,Sunsoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Jul 14
1114,26115,Blaster Master 2,GEN,Software Creations,Sunsoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Mar 93
1115,26116,Blaster Master Boy,GB,Aicom,Sunsoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Feb 92
1116,26117,Blaster Master: Blasting Again,PSN,SunSoft,Sunsoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Nov 11
1117,26118,Blaster Master: Enemy Below,GB,SunSoft,Sunsoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Sep 00
1118,26119,Blaster Master: Enemy Below,3DS,SunSoft,Sunsoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Dec 11
1119,26120,Blaster Master: Overdrive    Read the review,WW,SunSoft,Sunsoft,6.1,N/A,N/A,N/A,N/A,N/A,N/A,08th Feb 10
1120,26121,BlayzBloo: Super Melee Brawlers Battle Royale,DSiW,Arc System Works,Aksys Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Aug 10
1121,26122,BLAZBLUE -CLONEPHANTASMA-,3DS,Arc System Works,Arc System Works,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Aug 14
1122,26123,BlazBlue: Calamity Trigger Portable,PSN,Arc System Works,Aksys Games,7.9,N/A,N/A,N/A,N/A,N/A,N/A,01st Apr 10
1123,26124,BlazBlue: Central Fiction,Arc,Arc System Works,Arc System Works,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Nov 15
1124,26125,BlazBlue: Chrono Phantasma,Arc,Arc System Works,Arc System Works,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Nov 12
1125,26126,BlazBlue: Continuum Shift - Makoto Nanaya,XBL,Arc System Works,Aksys Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03rd Aug 10
1126,26127,BlazBlue: Continuum Shift - Makoto Nanaya,PSN,Arc System Works,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1127,26128,BlazBlue: Continuum Shift - Platinum the Trinity,PSN,Arc System Works,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1128,26129,BlazBlue: Continuum Shift - Platinum the Trinity,XBL,Arc System Works,Aksys Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th May 11
1129,26130,BlazBlue: Continuum Shift - Valkenhayn R. Hellsing,PSN,Arc System Works,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1130,26131,BlazBlue: Continuum Shift - Valkenhayn R. Hellsing,XBL,Arc System Works,Aksys Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Jan 10
1131,26132,BlazBlue: Continuum Shift EXTEND,X360,Arc System Works,Aksys Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Feb 12
1132,26133,BlazBlue: Continuum Shift II,PSN,Arc System Works,Aksys Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th Jun 11
1133,26134,Blaze & Blade Busters,PS,Tikipod,T&E Soft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Sep 98
1134,26135,Blaze & Blade: Eternal Quest,PS,Tikipod,FunSoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jun 98
1135,26136,Blaze & Blade: Eternal Quest,PC,Tikipod,SouthPeak Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Jan 00
1136,26137,Blaze Of Glory,XBL,Awesome House,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1137,26138,Blaze Union: Story to Reach the Future,PSN,Sting,Sting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th May 10
1138,26139,BlaZeon: The Bio-Cyborg Challenge,SNES,AI,Atlus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Oct 92
1139,26140,Blazing Birds,XBL,Vector 2 Games,Microsoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th May 09
1140,26141,Blazing Dragons,SAT,Illusions Game Company,Mindscape,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Oct 96
1141,26142,Blazing Lazers,PCE,Compile,NEC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 89
1142,26143,Blazing Lazers,VC,Compile,Hudson Soft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st May 07
1143,26144,Blazing Lazers,PSN,Compile,Hudson Soft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Jul 10
1144,26145,Blazing Souls: Accelerate,PSN,Neverland Company,Aksys Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Oct 10
1145,26146,Blazing Star,NG,Yumekobo,SNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Feb 98
1146,26147,Bleach Advance: Kurenai ni Somaru Soul Society,GBA,Alpha Unit,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Jul 05
1147,26148,Bleach: Heat the Soul 2,PSP,Eighting,Sony Computer Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Sep 05
1148,26149,Bleach: Heat the Soul 7,PSN,Eighting,Sony Computer Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Sep 10
1149,26150,bleem! Gran Turismo 2,DC,bleem!,bleem!,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 01
1150,26151,bleemcast! Metal Gear Solid,DC,bleem!,bleem!,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Oct 01
1151,26152,bleemcast! Tekken 3,DC,bleem!,bleem!,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Oct 01
1152,26153,Blend X Brand,PS,Tonkin House,Tonkin House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Jun 00
1153,26154,Blimp: The Flying Adventures,PSN,CraneBalls Studios,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th Dec 10
1154,26155,Blinding Dark,Linux,Bulkypix,Bulkypix,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Aug 14
1155,26156,Blinding Dark,OSX,Bulkypix,Bulkypix,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Aug 14
1156,26157,Blinding Dark,PC,Bulkypix,Bulkypix,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Aug 14
1157,26158,Bliss Island,XBL,PomPom Games,Codemasters Online,5.3,N/A,N/A,N/A,N/A,N/A,N/A,12th Mar 08
1158,26159,Bliss Island,PSN,PomPom Games,Codemasters,5.7,N/A,N/A,N/A,N/A,N/A,N/A,05th Feb 09
1159,26160,Blitz Brigade - Online multiplayer shooting action!,And,Unknown,Gameloft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th May 13
1160,26161,Blitz: The League,Wii,Midway Games,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1161,26162,Blitzkrieg 2: Fall of the Reich,PC,Nival Interactive,CDV Software Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Feb 07
1162,26163,Blitzkrieg: Burning Horizon,PC,Nival Interactive / La Plata Studios,CDV Software Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Jun 04
1163,26164,Blitzkrieg: Green Devils,PC,La Plata Studios,CDV Software Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Sep 06
1164,26165,Blizzard DOTA,PC,Blizzard Entertainment,Blizzard Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Dec 11
1165,26166,Bloc,XBL,Metacreature Games,Microsoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Nov 08
1166,26167,Block & Switch,PS,Serene,Serene,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Jan 02
1167,26168,Block Breaker Deluxe,WW,Gameloft,Gameloft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Jun 08
1168,26169,Block Buster,PS,Marvelous Interactive,Phoenix Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Aug 03
1169,26170,Block Cascade Fusion,PSN,Gamelion Studios,Gamelion Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Jun 11
1170,26171,Block Factory,3DS,EnjoyGaming,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1171,26172,Block Fight!,XBL,xXTomK2007xx,Microsoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Dec 08
1172,26173,Block Fight!!,XBL,Cypherroo,Microsoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Dec 09
1173,26174,Block Jump,XBL,cptpaper,Microsoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jul 11
1174,26175,Block Kuzushi (FDS),NES,Konami,Konami,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Dec 86
1175,26176,Block Kuzushi GB,GB,Pow,Pow,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Dec 95
1176,26177,Block Kuzushi Kowashite Help!,PS,Media Group,Media Group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th Dec 00
1177,26178,Block Kuzushi: Deden no Gyakushuu,PS,Island Creation,Island Creation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st May 96
1178,26179,Block Out,GEN,California Dreams,Electronic Arts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 91
1179,26180,Block Vengeance Alpha,XBL,thedeadstu,Microsoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Jul 11
1180,26181,Block Wars,PS,Märchen Breaker/Opera House,Pony Canyon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Sep 01
1181,26182,Blockado - Puzzle Island,DSiW,Bitfield,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Aug 11
1182,26183,BlockBUSTER,XBL,o 3DMUVE LLC o,Microsoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Feb 09
1183,26184,Blockbuster World Video Game Championship II,GEN,Various,Acclaim Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 95
