,Rank,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Year
111,25112,Backyard Sports Basketball 2007,GBA,Mistic Software,Atari,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Nov 06
112,25113,Backyard Sports: Sandlot Sluggers,PC,HB Studios Multimedia,Atari,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th May 10
113,25114,Bad Atom Episode 1,XBL,kstrat2001,Microsoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Nov 08
114,25115,Bad Batsumaru: Robo Battle,GB,Imagineer,Imagineer,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Aug 01
115,25116,Bad Blood,PC,Origin,Origin Systems,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 90
116,25117,Bad Boys II,PC,Blitz Games,Empire Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Mar 04
117,25118,Bad Day,OSX,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Dec 20
118,25119,Bad Day,PC,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
119,25120,Bad Dudes,NES,Data East,Data East,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jul 90
120,25121,Bad Mojo,PC,Pulse Entertainment,Acclaim Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Feb 96
121,25122,Bad Piggies,And,Unknown,Rovio Mobile,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Sep 12
122,25123,Bad Piggies,PC,Unknown,Rovio Mobile,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Sep 12
123,25124,Bad Piggies,WinP,Rovio Mobile,Rovio Mobile,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 13
124,25125,Bad Piggies,Mob,Unknown,Rovio Mobile,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 13
125,25126,Bad Piggies,OSX,Rovio Mobile,Rovio Mobile,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Sep 12
126,25127,Bad Street Brawler,NES,Beam Software,Mattel Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Sep 89
127,25128,Bad Street Brawler,PC,Beam Software,Mindscape,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 87
128,25129,BADLAND,And,Frogmind,Frogmind,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Dec 13
129,25130,BADLAND: Game of the Year Edition,WiiU,Frogmind,Frogmind,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Jul 15
130,25131,BADLAND: Game of the Year Edition,XOne,Frogmind,Frogmind,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th May 15
131,25132,BADLAND: Game of the Year Edition,PS3,Frogmind,Frogmind,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th May 15
132,25133,BADLAND: Game of the Year Edition,PS4,Frogmind,Frogmind,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th May 15
133,25134,BADLAND: Game of the Year Edition,PSV,Frogmind,Frogmind,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th May 15
134,25135,Bahamut Lagoon,VC,SquareSoft,Square Enix,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Sep 09
135,25136,Bahamut Senki,GEN,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Mar 91
136,25137,Bahamut Senki,VC,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Apr 07
137,25138,Bailout!,XBL,ChefTeslaCoil,Microsoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Sep 09
138,25139,Baja: Edge of Control,XBL,2XL Games,THQ,6.6,N/A,N/A,N/A,N/A,N/A,N/A,16th Mar 10
139,25140,Bakegyamon: Ayakashi Fighting,DS,Takara Tomy,Takara Tomy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Mar 07
140,25141,Bakenou TV '94,GB,"Asmik Ace Entertainment, Inc",Asmik Ace Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Oct 94
141,25142,Bakenou V3,GB,"Asmik Ace Entertainment, Inc",Asmik Ace Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Dec 93
142,25143,Bakery Story,And,Unknown,TeamLava,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Dec 10
143,25144,Baku Baku,GG,Minato Giken,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 96
144,25145,Baku Baku,MS,Tec Toy,Tec Toy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 98
145,25146,Baku Baku,PC,Sega-AM2,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Nov 96
146,25147,Bakuchou Retrieve Master,GB,Konami,Konami,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Oct 98
147,25148,Bakuchou Retsuden Shou: Hyper Fishing,GB,Starfish,Starfish,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Jul 98
148,25149,Bakuden Unbalance Zone,SCD,Sony Music Entertainment Inc.,Sony Computer Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Apr 94
149,25150,Bakugan Battle Brawlers: Defenders of the Core,PSN,Now Production,Activision,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Oct 10
150,25151,Bakukyuu Renpatsu!! Super B-Daman,SNES,Hudson Soft,Hudson Soft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Dec 97
151,25152,Bakukyuu Renpatsu!! Super B-Daman Gekitan! Rising Valkyrie!,GB,Alpha Unit,Takara,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Mar 00
152,25153,Bakumatsu Korinden Oni,SNES,Pandora Box,Banpresto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Feb 96
153,25154,Bakumatsu Revolution,PSN,Acquire,Acquire,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Jun 10
154,25155,Bakumatsu Rouman Dai Ni Maku: Gekka no Kenshi (CD),NG,SNK Corporation,SNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Feb 99
155,25156,Bakumatsu Rouman: Gekka no Kenshi,PS,SNK Corporation,SNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Feb 99
156,25157,Bakumatsu Rouman: Gekka no Kenshi 1-2,PS2,SNK Playmore Corporation,SNK Playmore,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Jan 06
157,25158,Bakuretsu Akindo,PS,Astec 21,Astec 21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Mar 96
158,25159,Bakuretsu Hunter,SAT,I'Max,I'Max,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Apr 96
159,25160,Bakuretsu Hunter R,SAT,King Records,King Records,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Aug 97
160,25161,Bakuretsu Hunter: Mahjong Special,PS,Banpresto,Banpresto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Oct 96
161,25162,Bakuretsu Hunter: Sorezore no Omoi...Nowaan Chatte,PS,Banpresto,Banpresto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11th Apr 97
162,25163,Bakuretsu Muteki Bangai-O,N64,"Treasure Co., Ltd.",ESP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03rd Sep 99
163,25164,Bakuretsu Soccer,PS,Tecmo,Tecmo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Jul 02
164,25165,Bakuryuu,PS,Fujimic Inc.,Fuji,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Sep 00
165,25166,Bakushou Jinsei 64: Mezase! Resort Ou,N64,Taito Corporation,Taito,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Dec 98
166,25167,Bakushou!! All Yoshimoto Quiz Ou Kettaisen,3DO,Yoshimoto Kogyo,Yoshimoto Kogyo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Mar 95
167,25168,Bakushou!! All Yoshimoto Quiz Ou Ketteisen,PS,Yoshimoto Kogyo,Yoshimoto Kogyo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Dec 95
168,25169,Bakushou!! All Yoshimoto Quiz-Ou Ketteisen DX,SAT,Open Sesame,Yoshimoto Kogyo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 95
169,25170,Bakusou Dekotora Densetsu 2,PS,Spike,Spike,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Dec 99
170,25171,Bakusou Dekotora Densetsu Black,DS,Spike,Spike,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Mar 08
171,25172,Bakusou Dekotora Densetsu for WonderSwan,WS,Human Club,Naxat Soft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Dec 99
172,25173,Bakusou Dekotora Densetsu GB Special: Otoko Dokyou no Tenka Touitsu,GB,KID Corporation,KID,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Jul 00
173,25174,Bakusou Dekotora Densetsu: Otoko Hanamichi Yume Roman,PS2,Spike,Spike,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Jan 03
174,25175,Bakutan,WW,Alpha Unit,Alpha Unit,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11th Nov 08
175,25176,Bakuten Shoot Beyblade,GB,Rokumendo,Broccoli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Jul 01
176,25177,Bakuten Shoot Beyblade 2002 : Daichi Version / Takao Version,GBA,Al,Broccoli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Dec 02
177,25178,Bakuten Shoot Beyblade 2002: Beybattle Tournament 2,PS,Takara,Takara,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Aug 02
178,25179,Bakuten Shoot Beyblade: Gekitou! Saikyou Blade,GBA,Al,Broccoli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Dec 01
179,25180,Bakuto Dochers,SNES,Bullet Proof Software,Bullet Proof Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Oct 94
180,25181,Bakutotsu Kijuutei: Baraduke II (Arcade),VC,Namco,Namco Bandai,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Oct 09
181,25182,Bakutsu Retsuden Shou: Happy Fishing,GB,Starfish,Starfish,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Jul 98
182,25183,Baldies,PS,Creative Edge Software,Bethesda Softworks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Nov 03
183,25184,Baldies,AJ,Creative Edge Software,Atari,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 95
184,25185,Baldies,PC,Creative Edge Software,Panasonic Interactive Media,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Nov 96
185,25186,Baldr Force EXE,DC,Alchemist,Alchemist,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Oct 04
186,25187,Baldur's Gate II: The Collection,PC,Interplay,Interplay,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Aug 03
187,25188,Baldur's Gate: 4 in 1 Boxset,PC,BioWare Corporation,Atari,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Jun 06
188,25189,Baldy Land,PS,Creative Edge Software,Banpresto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Nov 98
189,25190,Baldy Land,SAT,Creative Edge Software,Banpresto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Nov 98
190,25191,Ball Bullet Gun: Survival Game Simulation,SNES,I'Max,I'Max,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 95
191,25192,Ball Busters,GIZ,Gizmondo Studios,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
192,25193,Ball Fighter,DSiW,Teyon Entertainment,Teyon Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th Dec 09
