,Rank,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Year
19,20020,Sakura Sakura: Haru Urara,PSP,GN Software,GN Software,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,26th Aug 10
20,20021,Super PickUps,Wii,Milestone,XS Games,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,17th Mar 09
21,20022,Uta no * Prince-Sama: Sweet Serenade,PSP,Broccoli,Broccoli,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,10th Feb 11
22,20023,Max: The Curse of Brotherhood,NS,Stage Clear Studios,Wired Productions,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,24th Apr 18
23,20024,The Legend of Heroes VI: Sora no Kiseki the 3rd,PS3,Unknown,Falcom Corporation,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,27th Jun 13
24,20025,Grand Theft Auto III,PC,DMA Design,Rockstar Games,9.1,N/A,0.01m,N/A,0.01m,N/A,0.00m,20th May 02
25,20026,New Game! The Challenge Stage!,PS4,5pb. Inc.,5pb,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,26th Jan 17
26,20027,Road Trip: Shifting Gears,GBA,Takara,Conspiracy Entertainment,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,06th Apr 04
27,20028,Sengoku,PC,Paradox Interactive,Paradox Interactive,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,13th Sep 11
28,20029,God Wars: Nihon Shinwa Taisen,PS4,Kadokawa Games,Kadokawa Games,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,14th Jun 18
29,20030,Hiiro no Kakera: Shin Tamayori Hime Denshou,PS2,Idea Factory,Idea Factory,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,01st Oct 09
30,20031,"Iza, Shutsujin! Koisen",PSP,QuinRose,Quinrose,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,26th May 11
31,20032,Major Dream: Major Wii Nagero! Gyroball!!,Wii,Takara Tomy,Takara Tomy,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,07th Feb 08
32,20033,Datenshi no Amai Yuuwaku x Kaikan Phrase,DS,FuRyu Corporation,FuRyu Corporation,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,18th Feb 10
33,20034,Grooverider: Slot Car Thunder,XB,King of the Jungle,Encore,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,26th Sep 03
34,20035,Bakumatsu Koihana: Shinsengumi DS,DS,Vridge Inc.,D3 Publisher,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,27th Nov 08
35,20036,Brave: The Video Game,Wii,Behaviour Interactive Inc.,Disney Interactive Studios,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,19th Jun 12
36,20037,The Last Remnant,PC,Square Enix,Square Enix,7.3,N/A,0.01m,N/A,0.01m,N/A,0.00m,24th Mar 09
37,20038,Miyako: Awayuki no Utage,PSP,Unknown,Idea Factory,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,19th Apr 12
38,20039,Bullet Girls: Phantasia,PSV,Shade,D3 Publisher,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,09th Aug 18
39,20040,Konami Classics Vol. 2,X360,Konami,Konami,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,15th Dec 09
40,20041,Phineas and Ferb: Quest for Cool Stuff,WiiU,Disney Interactive Studios,Disney Interactive Studios,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,13th Aug 13
41,20042,Aeon Flux,XB,Terminal Reality,Majesco,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,17th Nov 05
42,20043,Kana: Imouto,PSP,CyberFront,CyberFront,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,07th Oct 10
43,20044,Neverwinter Nights 2: Mask of the Betrayer,PC,Obsidian Entertainment,Atari,8.0,N/A,0.01m,N/A,0.01m,N/A,0.00m,09th Oct 07
44,20045,Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,DS,Namco Bandai Games,Namco Bandai,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,03rd Mar 11
45,20046,Binary Star,PSV,Design Factory,Idea Factory,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,04th Sep 14
46,20047,Call of Juarez,PC,Techland,Ubisoft,6.7,N/A,0.01m,N/A,0.01m,N/A,0.00m,12th Jun 07
47,20048,Yoku's Island Express,PS4,Villa Gorilla,Villa Gorilla,9.0,N/A,0.01m,0.01m,N/A,N/A,0.00m,19th Jun 18
48,20049,Rock N' Roll Racing,SNES,Silicon & Synapse,Interplay Productions,N/A,N/A,0.01m,N/A,N/A,0.01m,0.00m,04th Jun 93
49,20050,Games Around the World,DS,Zoo Games,Zoo Games,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,05th Nov 10
50,20051,Super Neptunia RPG    Read the review,PS4,Idea Factory,Idea Factory International,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,31st Mar 19
51,20052,Mega Man X Legacy Collection 1,PS4,Capcom,Capcom,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,26th Jul 18
52,20053,Monkey Madness: Island Escape,DS,Storm City Games,Storm City Games,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,23rd Mar 10
53,20054,Nodame Cantabile,PS2,Banpresto,Banpresto,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,19th Jul 07
54,20055,Axiom Verge,PSV,Thomas Happ Games,Thomas Happ Games,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,31st Mar 15
55,20056,Rayman Raving Rabbids,PC,Ubisoft Bulgaria,Ubisoft,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,11th Dec 06
56,20057,DoDonPachi Saidaioujou,X360,Cave,Cave,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,30th May 13
57,20058,Last Escort: Club Katze,PS2,Vingt-et-un Systems,D3 Publisher,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,18th Feb 10
58,20059,1/2 Summer +,PSP,Unknown,Kaga Create,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,18th Jul 13
59,20060,UEFA Champions League 2006-2007,PSP,EA Canada,EA Sports,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,20th Mar 07
60,20061,Winning Post 7 Maximum 2008,PS3,Koei,KOEI,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,13th Mar 08
61,20062,Brave: The Video Game,DS,Behaviour Interactive Inc.,Disney Interactive Studios,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,19th Jun 12
62,20063,Pippa Funnell 2: Farm Adventures,DS,DTP Entertainment,Ubisoft,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,12th Oct 07
63,20064,Irotoridori no Sekai: World's End Re-Birth,PSV,Unknown,HuneX,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,19th Mar 15
64,20065,PDC World Championship Darts 2009,Wii,Rebellion Developments,Oxygen Interactive,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,29th May 09
65,20066,Tears to Tiara: Kakan no Daichi Portable,PSP,Aquaplus,Aquaplus,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,25th Nov 10
66,20067,Turbo Trainz,Wii,Broken Switch Studios,Unknown,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,31st Dec 20
67,20068,Black Wolves Saga: Weiss und Schwarz,PSV,Idea Factory,Idea Factory,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,26th Jan 17
68,20069,Codename: Panzers Phase Two,PC,Stormregion,CDV Software Entertainment,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,25th Jul 05
69,20070,Football Manager Live,PC,Sports Interactive,Sega,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,23rd Jan 09
70,20071,Serious Sam II,PC,Croteam,2K Games,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,19th Oct 05
71,20072,Monster Rancher Advance 2,GBA,Tecmo / Graphic Research,Tecmo,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,17th Nov 02
72,20073,Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu,DS,WorkJam,Arc System Works,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,19th Mar 09
73,20074,Killer and Strawberry,PSV,Broccoli,Broccoli,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,23rd Aug 18
74,20075,Ostwind/Windstorm,PC,EuroVideo Medien,EuroVideo Medien,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,27th Jul 17
75,20076,Skullgirls: 2nd Encore,PSV,Lab Zero Games,Arc System Works,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,14th Apr 16
76,20077,Dr. Slump & Arale-Chan,DS,Bandai Namco Games,Namco Bandai,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,30th Oct 08
77,20078,Umineko no Naku Koro ni Portable 1,PSP,Alchemist,Alchemist,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,20th Oct 11
78,20079,Festa!! Hyper Girls Party,PS2,KID Corporation,KID,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,29th Jun 06
79,20080,Geten no Hana: Yume Akari,PSP,Unknown,Tecmo Koei,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,27th Feb 14
80,20081,Hakoniwa Company Works,PS4,Nippon Ichi Software,Nippon Ichi Software,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,13th Jul 17
81,20082,Unreal Tournament 2003,PC,Digital Extremes,Atari,9.0,N/A,0.01m,N/A,0.01m,N/A,0.00m,30th Sep 02
82,20083,Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,DS,Benesse,Benesse,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,04th Dec 08
83,20084,Game Book DS: Sword World 2.0,DS,Broccoli,Broccoli,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,29th Oct 09
84,20085,Vanark,PS,Jaleco,Jaleco,N/A,N/A,0.01m,0.01m,0.01m,N/A,0.00m,31st Mar 00
85,20086,Digger Simulator,PC,Astragon,Excalibur Publishing Limited,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,19th Aug 11
86,20087,WTA Tour Tennis,XB,Konami,Konami,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,24th Sep 02
87,20088,Jewel Quest II,PC,iWin,iWin,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,01st Apr 07
88,20089,Doki-Doki Universe,PSV,HumaNature Studios,Sony Computer Entertainment,N/A,N/A,0.01m,0.00m,0.01m,N/A,0.00m,10th Dec 13
89,20090,Furious Karting,XB,Babylon Software,Atari,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,28th Mar 03
90,20091,Pet Shop Monogatari DS 2,DS,Taito Corporation,Taito,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,01st Apr 10
91,20092,World Election,PSV,Piacci,Piacci,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,20th Jul 17
92,20093,Chokkan! Asonde Relaxuma,DS,Rocket Company,Rocket Company,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,25th Sep 08
93,20094,Blitzkrieg 2 Anthology,PC,Nival Interactive,Ascaron Entertainment,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,22nd Feb 08
94,20095,Hot Wheels: Stunt Track Challenge / World Race,GBA,Razorback Developments,"Destination Software, Inc",N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,30th Aug 06
95,20096,Kiniro no Corda 3,3DS,Koei,Tecmo Koei,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,26th Feb 15
96,20097,Accel World: Kasoku no Chouten,PSP,Bandai Namco Games,Namco Bandai Games,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,31st Jan 13
97,20098,Mega Man X Legacy Collection 1,NS,Capcom,Capcom,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,26th Jul 18
98,20099,Minna no Conveni,DS,Taito Corporation,Taito,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,10th Feb 10
99,20100,Shadow Tactics: Blades of the Shogun,XOne,Mimimi Productions,Kalypso Media,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,01st Aug 17
100,20101,SoulCalibur Legends (JP sales),Wii,Project Soul,Namco Bandai,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,20th Nov 07
101,20102,Izumo 2,PS2,GN Software,GN Software,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,27th Apr 06
102,20103,Smiley World: Island Challenge,DS,Zoo Games silver,Zoo Digital Publishing,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,28th Apr 09
103,20104,Bratz: Forever Diamondz,PS2,Blitz Games,THQ,N/A,N/A,0.01m,0.01m,0.01m,N/A,0.00m,18th Sep 06
104,20105,Entaku no Seito: Students of Round,X360,Experience Inc.,ChunSoft,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,10th Feb 11
105,20106,Curse of the Amsterdam Diamond,DS,Youda Games,Easy Interactive,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,16th Mar 12
106,20107,Isshoni Gohan. Portable,PSP,Unknown,Boost On,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,24th Jan 13
107,20108,PC Engine Best Collention: Ginga Ojousama Densetsu Collection,PSP,RED Entertainment,Hudson Soft,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,31st Jul 08
108,20109,King of Fighters 2002: Unlimited Match Tougeki Ver.,PS2,SNK Playmore Corporation,SNK Playmore,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,24th Jun 10
109,20110,Malice,XB,Argonaut Games,Mud Duck Productions,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,02nd Jun 04
110,20111,My Little Baby,DS,Raylight Studios,CDV Software Entertainment,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,21st Nov 08
111,20112,htoL #NiQ: Hotaru no Nikki,PSV,Unknown,NIS America,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,24th Feb 15
112,20113,Order Up!!,3DS,SuperVillain Studios,Ignition Entertainment,N/A,N/A,0.01m,0.00m,0.01m,N/A,0.00m,31st Aug 12
113,20114,Tamagotchi no Puchi Puchi Omisechi: Ninki no Omise Atsume Maseta,3DS,Bandai Namco Games,Bandai Namco Games,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,16th Nov 17
114,20115,Rosario to Vampire: Tanabata no Miss Youkai Gakuen,DS,Capcom,Capcom,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,20th Mar 08
115,20116,Big Buck Hunter Arcade,NS,Play Mechanix,GameMill Entertainment,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,16th Oct 18
116,20117,Captain Morgane and the Golden Turtle,Wii,WizarBox,Reef Entertainment,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,03rd Feb 12
117,20118,Ouka Sengoku Portable,PSP,Unknown,Alchemist,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,05th Jul 12
118,20119,Wallace & Gromit: Curse of the Were-Rabbit,XB,Frontier Developments,Konami,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,29th Sep 05
119,20120,London Detective Mysteria    Read the review,PSV,Karin Entertainment,Xseed Games,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,18th Dec 18
120,20121,Mercenaries Saga Chronicles,NS,"Rideon Japan, Inc.",PM Studios,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,11th Sep 18
121,20122,Shepherd's Crossing,PSP,Success,Graffiti,N/A,N/A,0.01m,0.00m,N/A,0.01m,0.00m,11th May 10
122,20123,Billion Road,NS,Bandai Namco Games,Bandai Namco Games,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,29th Nov 18
123,20124,Tactics Layer: Ritina Guard Senki,DS,Ninja Studio,D3 Publisher,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,28th May 09
124,20125,Dark Parables: The Exiled Prince,PC,Blue Tea Games,Unknown,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,25th Feb 11
125,20126,Marginal 4: Road to Galaxy,PSV,Idea Factory,Idea Factory,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,25th May 17
126,20127,San-X Character Channel: All-Star Daishuugou!,DS,MTO,MTO,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,28th Aug 08
127,20128,Fuun Shinsengumi Bakumatsuden Portable,PSP,From Software,Unknown,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,31st Dec 13
128,20129,Sega Golf Club: Miyazato San Kyoudai Naizou,PS3,Sega,Sega,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,11th Nov 06
129,20130,DJ Max Respect,PS4,DJMAX Sound Lab Team,Arc System Works,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,09th Sep 17
130,20131,Rozen Maiden: Gebetgarten,PS2,Taito Corporation,Taito,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,22nd Mar 07
131,20132,A-Train 3D: City Simulator Neo,3DS,ArtDink,ArtDink,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,01st Dec 16
132,20133,Princess Arthur,PSP,Unknown,Idea Factory,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,28th Mar 13
133,20134,Sakura-Sou no Pet na Kanojo,PSP,Unknown,Kadokawa Games,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,14th Feb 13
134,20135,Fatal Fury: Battle Archives Volume 2 (JP sales),PS2,SNK Playmore Corporation,SNK Playmore,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,08th Apr 08
135,20136,Far Cry 3: Classic Edition,PS4,Ubisoft Montreal,Ubisoft,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,05th Jul 18
136,20137,Satisfashion,Wii,"eGames, Inc.",Destineer,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,08th Jun 10
137,20138,Tantei Jinguuji Saburo: Hai to Diamond,PSP,WorkJam,Arc System Works,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,17th Sep 09
138,20139,Toro to Morimori,PS3,SCEI,Sony Computer Entertainment,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,23rd Jul 09
139,20140,DiRT 4,PC,Codemasters,Deep Silver,N/A,5.5,0.01m,N/A,0.01m,N/A,0.00m,06th Jun 17
140,20141,Legend of Kay Anniversary,WiiU,Nordic Games,Nordic Games,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,28th Jul 15
141,20142,Metal Slug Anthology,PS2,Terminal Reality,SNK Playmore,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,28th Mar 07
142,20143,Adventure Time: The Secret of the Nameless Kingdom,X360,Way Forward,Little Orbit,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,18th Nov 14
143,20144,K-1 Grand Prix,PS,Xing Entertainment,Jaleco,N/A,N/A,0.01m,0.01m,0.01m,N/A,0.00m,25th Jan 00
144,20145,Shorts,DS,Artificial Mind and Movement,Majesco,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,18th Aug 09
145,20146,IL-2 Sturmovik,PC,1C Maddox Games,Ubisoft,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,18th Nov 01
146,20147,Rave Master: Special Attack Force!,GBA,Konami Computer Entertainment Japan,Konami,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,08th Mar 05
147,20148,Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono,PS2,Tamsoft,D3 Publisher,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,30th Aug 07
148,20149,The Town of Light,XOne,LKA,THQ Nordic,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,24th Mar 17
149,20150,AKB1/48: Idol to Guam de Koishitara...,X360,Bandai Namco Games,Bandai Namco Games,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,06th Oct 11
150,20151,Casper,GBA,Planet Interactive,Microids,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,15th Oct 02
151,20152,Brain Exercise with Dr. Kawashima,PC,Namco Tales Studio,Namco Bandai,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,29th May 09
152,20153,Virtua Tennis 3,PC,Sumo Digital,Sega,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,30th Mar 07
153,20154,Hakuoki: Reimeiroku DS,DS,Idea Factory,Idea Factory,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,26th Apr 12
154,20155,Ro-Kyu-Bu! Secret Photo Op,PSV,Unknown,Kadokawa Games,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,27th Mar 14
155,20156,Caladrius,X360,Moss,Moss,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,25th Apr 13
156,20157,Duel Love: Koisuru Otome wa Shouri no Megami,DS,Bandai Namco Games,Namco Bandai,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,13th Mar 08
157,20158,Super Robot Monkey Team: Game Boy Advance Video Volume 1,GBA,Majesco Games,Majesco,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,04th Apr 05
158,20159,Freekstyle,GBA,Full Fat,DSI Games,7.2,N/A,0.01m,0.01m,0.00m,N/A,0.00m,30th Aug 03
159,20160,Aa Megami-samaa,PS2,Marvelous Interactive,Marvelous Interactive,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,22nd Feb 07
160,20161,Battle Worlds: Kronos,PC,KING Art Games,KING Art Games,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,04th Nov 13
161,20162,Bunmei Kaika: Aoiza Ibunroku Saien,PSP,Unknown,FuRyu Corporation,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,17th May 12
162,20163,Groovin' Blocks,Wii,Empty Clip Studios,Zoo Games,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,11th Aug 09
163,20164,Marvel: Ultimate Alliance,PC,Raven Software,Activision,8.4,N/A,0.01m,0.01m,0.00m,N/A,0.00m,24th Oct 06
164,20165,Tomoyo After: It's a Wonderful Life CS Edition,PS2,Key,Prototype,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,25th Jan 07
165,20166,Flashback,PS4,Paul Cuisset,Microids,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,20th Nov 18
166,20167,Bakumatsu Rock,PSP,Unknown,Marvelous Entertainment,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,27th Feb 14
167,20168,Double Pack Tomb Raider: Legend / Anniversary,PSP,Buzz Monkey / Crystal Dynamics,Eidos Interactive,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,09th Apr 09
168,20169,Far East of Eden II: Manji Maru,DS,Suzak,Hudson Soft,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,09th Mar 06
169,20170,Spider-Man: Friend or Foe,PC,Beenox,Activision,5.6,N/A,0.01m,0.01m,0.00m,N/A,0.00m,02nd Oct 07
170,20171,Family Jockey,Wii,Bandai Namco Games,Namco Bandai,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,06th Mar 08
171,20172,Thunder Alley,GBA,Pronto Games,XS Games,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,13th Jun 04
172,20173,Occultic;Nine,PSV,5pb. Inc.,5pb,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,09th Nov 17
173,20174,Resistance Dual Pack,PS3,Insomniac Games,Sony Computer Entertainment,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,05th Jul 11
174,20175,Goat Simulator: The Bundle,XOne,Coffee Stain Studios,Koch Media,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,04th Mar 16
175,20176,Harry Potter and the Chamber of Secrets,PC,KnowWonder,Electronic Arts,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,14th Nov 02
176,20177,Jake Hunter Detective Story: Prism of Eyes,PS4,Arc System Works,Arc System Works,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,09th Aug 18
177,20178,Nyaruko-San: Nafushigatai Game no You na Mono,PSV,Unknown,5pb,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,30th May 13
178,20179,Sengoku Basara 2 Heroes,Wii,Capcom,Capcom,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,29th Nov 07
179,20180,Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,PS2,Datam Polystar,Datam Polystar,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,22nd Feb 07
