,Rank,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Year
475,20476,Case Closed: One Truth Prevails,Wii,Marvelous Interactive,Nobilis,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,30th Jan 09
476,20477,F1 2018,PC,Codemasters Birmingham,Codemasters,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,24th Aug 18
477,20478,Bomberman,Wii,Hudson Soft,Hudson Entertainment,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,25th Sep 08
478,20479,Slotter Mania P: Tetsuya Shinjuku vs Ueno,PSP,Dorart,Dorart,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,18th Feb 10
479,20480,Slotter Mania P: Tetsuya Shinjuku vs Ueno,PSP,Unknown,Dorart,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,18th Feb 10
480,20481,Clive Barker's Jericho,PC,Mercury Steam / Alchemic Productions,Codemasters,6.4,N/A,0.01m,N/A,0.01m,N/A,0.00m,23rd Oct 07
481,20482,Legends of Oz: Dorothy's Return,3DS,"Black Lantern Studios, Inc.",GameMill,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,29th Apr 14
482,20483,Micro Machines V4,PS2,Supersonic Software,Codemasters,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,27th Jun 06
483,20484,Minds and Mystery: 5 Game Pack,PC,Focus Multimedia,Focus Multimedia,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,26th Sep 14
484,20485,Daito Giken Koushiki Pachi-Slot Simulator: 24 - Twenty-Four,PS2,Paon Corporation,Paon,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,09th Oct 08
485,20486,Unending Bloody Call,PSP,Unknown,Asgard,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,28th Jun 12
486,20487,Shutsugeki! Otometachi no Senjou 2: Ikusabana no Kizuna,PSP,System Soft,System Soft,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,30th Jun 11
487,20488,Snood 2: On Vacation,GBA,Rebellion Developments,DSI Games,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,28th Oct 05
488,20489,The Land Before Time: Into the Mysterious Beyond,GBA,Sirius Games,Game Factory,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,13th Apr 06
489,20490,Gal Gun 2    Read the review,PS4,Inti Creates,PQube,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,24th Apr 18
490,20491,Satomi Hakkenden: Hachi Tamanoki,PSP,Unknown,Quinrose,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,27th Feb 14
491,20492,Wagamama High Spec,PSV,iMel,iMel,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,27th Jul 17
492,20493,King's Bounty: Armored Princess,PC,Katauri Interactive,1C Company,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,20th Nov 09
493,20494,Naraku no Shiro,PS2,FOG (Full On Games),Nippon Ichi Software,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,06th Mar 08
494,20495,Persona 3: Dancing in Moonlight,PSV,Atlus,Atlus,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,04th Dec 18
495,20496,Shinigami to Shoujo,PSP,Takuyo,Takuyo,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,28th Jul 11
496,20497,Mystereet,PS2,Abel Software,Yeti,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,25th May 06
497,20498,Samurai Shodown: Warrios Rage,PS,SNK Corporation,SNK,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,18th Apr 00
498,20499,Romeo Vs. Juliet,PSP,Unknown,Quinrose,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,22nd Aug 13
499,20500,World Snooker Championship 2007,X360,Blade Interactive,Sega,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,12th Jan 07
500,20501,Gungrave VR,PS4,IGGYMOB,Xseed Games,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,11th Dec 18
501,20502,Palais de Reine,PS2,Kogado Studio,Interchannel-Holon,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,18th Oct 07
502,20503,Utsusemi no Mawari,PSV,Matatabi,Matatabi,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,27th Jul 17
503,20504,Love of Renai Koutei of Love!,PSV,Entergram,Entergram,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,25th May 17
504,20505,Balloon Pop 2,3DS,UFO Interactive,UFO Interactive,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,07th Feb 12
505,20506,Nintendogs + Cats Golden Retriever and New Friends,3DS,Nintendo EAD,Nintendo,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,27th Mar 11
506,20507,The Treasures of Mystery Island 3 Pack - Save Mystery Island!,PC,Viva Media,Unknown,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,13th Sep 11
507,20508,National Geographic Panda (JP sales),DS,Bandai Namco Games,Namco Bandai,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,11th Nov 08
508,20509,This War of Mine,XOne,11 bit studios,11 bit studios,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,29th Jan 16
509,20510,Help Wanted: 50 Wacky Jobs (jp sales),Wii,Hudson Soft,Hudson Soft,N/A,N/A,0.01m,N/A,0.00m,0.01m,N/A,12th May 09
510,20511,Knights in the Nightmare: DHE Series Special Pack,DS,Sting,Sting,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,25th Sep 08
511,20512,DJ Max Technika Tune,PSV,Unknown,CyberFront,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,27th Sep 12
512,20513,Legacy of Kain: Defiance,PC,Crystal Dynamics,Eidos Interactive,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,17th Dec 03
513,20514,The Amazing Spider-Man 2 (2014),PC,Beenox,Activision,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,29th Apr 14
514,20515,Crossroad Crisis,PS,A1 Games,Agetec,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,15th Aug 01
515,20516,SBK Superbike World Championship,PSP,Milestone,Conspiracy Entertainment,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,17th Mar 09
516,20517,Tengai Makyo: Dai Yon no Mokushiroku,PSP,RED Entertainment,Hudson Soft,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,13th Jul 06
517,20518,Akatsuki no Goei Trinity,PS3,Syangrila,5pb,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,20th Sep 12
518,20519,Karnaaj Rally,GBA,Paragon 5,Jaleco,7.9,N/A,0.01m,0.01m,0.00m,N/A,0.00m,02nd Jan 03
519,20520,Shirogane no Soleil: Contract to the Future - Mirai e no Keiyaku,PS2,Rusell,Russel,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,23rd Oct 08
520,20521,Style Book: Cinnamoroll,DS,Bandai,Bandai,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,23rd Mar 06
521,20522,Winning Post 8 2018,PSV,Koei Tecmo Games,Koei Tecmo,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,15th Mar 18
522,20523,Blazer Drive,DS,Sega,Sega,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,04th Dec 08
523,20524,Onigokko! Portable,PSP,Alcot,Alchemist,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,27th Jun 13
524,20525,Putty Squad,PS3,System 3,System 3,N/A,N/A,0.01m,0.00m,0.01m,N/A,0.00m,29th Nov 13
525,20526,Hoshizora no Comic Garden,DS,HuneX,D3 Publisher,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,11th Sep 08
526,20527,Hospital Tycoon,PC,Big Red Software,Codemasters,4.0,N/A,0.01m,N/A,0.01m,N/A,0.00m,05th Jun 07
527,20528,Deception IV: The Nightmare Princess,PSV,Koei Tecmo Games,Tecmo Koei,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,14th Jul 15
528,20529,Hirameki Action: Chibikko Wagyan no Daiki na Bouken,DS,Namco Bandai Games,Namco Bandai,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,29th Jan 09
529,20530,Trine,PC,Frozenbyte,Nobilis,8.1,N/A,0.01m,N/A,0.01m,N/A,0.00m,02nd Jul 09
530,20531,Metal Gear Solid HD Edition,X360,Unknown,Konami Digital Entertainment,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,23rd Nov 11
531,20532,Time Travelers,PSP,Level 5,Level 5,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,19th Jul 12
532,20533,Mushibugyo,3DS,Namco Bandai Games,Namco Bandai Games,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,19th Sep 13
533,20534,Ben 10 Omniverse 2,X360,High Voltage Software,D3 Publisher,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,05th Nov 13
534,20535,Hatsuyuki Sakura,PSV,Unknown,Entergram,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,23rd Mar 17
535,20536,Hyakki Yagyou Kaidan Romance,PSP,QuinRose,Quinrose,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,25th Oct 12
536,20537,Imagine Figure Skater (JP sales),DS,Spike Co.,Ubisoft,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,04th Mar 08
537,20538,Bookworm Deluxe,PC,PopCap,PopCap Games,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,30th Aug 06
538,20539,End of Nations,PC,Petroglyph Games,Trion Worlds,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,12th Jun 12
539,20540,Hakuoki: Reimeiroku - Omouhase Kara,PSV,Unknown,Idea Factory,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,02nd Jul 15
540,20541,E.T. The Extra-Terrestrial,GBA,Fluid Studios,NewKidCo,3.5,N/A,0.01m,0.01m,0.00m,N/A,0.00m,14th Dec 01
541,20542,Mahou Sensei Negima!? Neo-Pactio Fight!!,Wii,Marvelous Interactive,Marvelous Interactive,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,14th Jun 07
542,20543,Sweet Honey Coming,PS2,Kadokawa Shoten,Kadokawa Shoten,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,03rd Sep 09
543,20544,Full Auto 2: Battlelines,PSP,Deep Fried Entertainment,Sega,5.5,N/A,0.01m,0.00m,0.00m,N/A,0.00m,20th Mar 07
544,20545,Psychic Detective,PS,Colossal Pictures,Electronic Arts,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,30th Nov 95
545,20546,Super Robot Taisen: Original Generation,GBA,Banpresto,Atlus,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,08th Aug 06
546,20547,Sugar + Spice! Anoko no Suteki na Nanimokamo,PS2,Chuable Soft,Alchemist,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,25th Sep 08
547,20548,"Tengai ni Mau, Iki na Hana",PSV,Idea Factory,Idea Factory,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,26th Apr 18
548,20549,Kanokon: Esuii,PS2,Genterprise,5pb,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,31st Jul 08
549,20550,Mortal Kombat: Deadly Alliance,GBA,Midway,Midway Games,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,20th Nov 02
550,20551,Original Frisbee Disc Sports: Ultimate & Golf,DS,Unknown,"Destination Software, Inc",N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,18th Sep 07
551,20552,G1 Jockey 4 2008,PS3,Koei/Inis,KOEI,N/A,N/A,0.01m,N/A,0.00m,0.00m,0.00m,26th Sep 08
552,20553,Outdoors Unleashed: Africa 3D,3DS,Mastiff,Mastiff,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,13th Dec 11
553,20554,XI Coliseum,PSP,Sony Computer Entertainment,Sony Computer Entertainment,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,09th Mar 06
554,20555,Plushees,DS,Big John Games,Destineer,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,11th Apr 08
555,20556,Agatha Christie: Peril at End House,PC,Oberon Media,DreamCatcher Interactive,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,10th Jul 09
556,20557,LMA Manager 2007,X360,Codemasters,Codemasters,6.2,N/A,0.01m,N/A,0.01m,N/A,0.00m,22nd Sep 06
557,20558,The Fruit of Grisaia,PSP,Front Wing,Prototype,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,21st Feb 13
558,20559,La Corda d'Oro 2ff,PSV,Koei Tecmo Games,Koei Tecmo,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,21st Dec 17
559,20560,Scarlett: Nichijou no Kyoukaisen,PS2,Alchemist,Kadokawa Shoten,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,30th Oct 08
560,20561,12-Sai. Torokeru Puzzle Futari no Harmony,3DS,Happinet,Happinet,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,26th Oct 17
561,20562,Neo Angelique Special,PSP,Koei,KOEI,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,20th Sep 08
562,20563,Yattaman Wii: BikkuriDokkiri Machine de Mou Race da Koron,Wii,Takara Tomy,Takara Tomy,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,11th Dec 08
563,20564,Know How 2,DS,Bitfield GmbH,7G//AMES,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,28th Oct 10
564,20565,Breach,PC,Atomic Games,Destineer,6.5,N/A,0.01m,0.01m,N/A,N/A,0.00m,26th Jan 11
565,20566,Carmageddon 64,N64,SCi,Titus,1.3,N/A,0.01m,0.01m,N/A,N/A,0.00m,05th Dec 99
566,20567,PGA European Tour,N64,Infogrames,Infogrames,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,15th Jun 00
567,20568,Planet Monsters,GBA,Planet Interactive,Titus,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,06th Dec 01
568,20569,Real Rode,PS2,Kadokawa Shoten,Kadokawa Shoten,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,04th Dec 08
569,20570,Bust-A-Move 3000,GC,Taito Corporation,Ubisoft,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,12th Feb 03
570,20571,Mega Brain Boost,DS,Interchannel-Holon,Majesco,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,22nd Jan 08
571,20572,Zombie Vikings    Read the review,PS4,Zoink Games,Rising Star Games,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,20th Apr 16
572,20573,Mezase!! Tsuri Master DS,DS,Hudson Soft,Hudson Soft,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,23rd Apr 09
573,20574,Eiyuu Densetsu: Sora no Kiseki Material Collection Portable,PSP,Nihon Falcom Corporation,Falcom Corporation,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,20th Dec 07
574,20575,Rise of the Argonauts,PC,Liquid Entertainment,Codemasters,5.0,N/A,0.01m,N/A,0.01m,N/A,0.00m,16th Dec 08
575,20576,ATV Renegades,PS4,Nighthawk Interactive,Nighthawk Interactive,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,18th Apr 17
576,20577,Battle Fantasia,PS3,Arc System Works,505 Games,7.0,N/A,0.01m,N/A,0.00m,0.01m,0.00m,06th Mar 09
577,20578,Ziggurat,PS4,Milkstone Studios,Soedesco,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,21st Jun 16
578,20579,Men in Black II: Alien Escape,GC,Melbourne House,Infogrames,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,07th Feb 03
579,20580,Woody Woodpecker in Crazy Castle 5,GBA,Tantalus Interactive,Kemco,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,02nd Dec 03
580,20581,SCORE International Baja 1000: The Official Game,PS2,Left Field Productions,Activision,N/A,N/A,0.01m,0.00m,0.00m,N/A,0.00m,28th Oct 08
581,20582,15 Days,PC,House of Tales,DTP Entertainment,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,20th Nov 09
582,20583,Faust,PC,Cryo Interactive,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
583,20584,Spirits & Spells,GBA,Magic Pockets,DreamCatcher Interactive,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,02nd Nov 03
584,20585,Summer Athletics,PC,49Games,DTP Entertainment,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,15th Aug 08
585,20586,The Peanuts Movie: Snoopy's Grand Adventure,WiiU,Behaviour Interactive,Activision,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,03rd Nov 15
586,20587,Twin Breaker: A Sacred Symbols Adventure,All,Lillymo Games Inc,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
587,20588,Muv-luv Photonmelodies,PS3,5pb. Inc.,5pb,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,28th Aug 14
588,20589,Legendary Fishing,NS,Ubisoft,Ubisoft,N/A,N/A,0.01m,0.01m,N/A,0.00m,0.00m,18th Sep 18
589,20590,Mini Desktop Racing,Wii,DDI,Conspiracy Entertainment,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,20th Nov 07
590,20591,To Heart 2: Another Days,PSP,Aqua Plus,Aqua Plus,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,30th Jul 09
591,20592,Hyperdimension Neptunia Re;Birth1 Plus,PS4,Idea Factory,Compile Heart,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,31st May 18
592,20593,Garnet Cradle Portable: Kagi no Himiko,PSP,Otomate,Idea Factory,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,07th Apr 11
593,20594,The Conveni Portable,PSP,Hamster Corporation,Hamster Corporation,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,08th Jul 10
594,20595,Yunohana Spring!,PSV,Unknown,Idea Factory,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,17th Sep 15
595,20596,Hasbro Game Night for Nintendo Switch,NS,Ubisoft,Ubisoft,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,30th Oct 18
596,20597,Izuna 2: The Unemployed Ninja Returns (JP sales),DS,Ninja Studio,Atlus,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,22nd Jul 08
597,20598,Pia Carrot e Youkoso!! G.P. Gakuen Princess,PS2,Cocktail Soft,GN Software,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,22nd Jan 09
598,20599,Battle Worlds: Kronos,XOne,KING Art Games,Nordic Games,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,10th May 16
599,20600,Pirate Blast,Wii,TBA,Zoo Games,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,15th Feb 11
600,20601,Winning Post World 2010,PS2,Koei,KOEI,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,02nd Apr 10
601,20602,Champion Jockey Special,NS,Koei Tecmo Games,Tecmo Koei,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,14th Sep 17
602,20603,Deformers,PC,Ready at Dawn,Ready at Dawn,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,21st Apr 17
603,20604,Chou no Doku: Hana no Kusari - Taishou Tsuyakoi Ibun,PSP,Prototype,Prototype,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,16th Jan 14
604,20605,STORM: Frontline Nation,PC,Colossai Studio,Viva Media,7.0,N/A,0.01m,N/A,0.01m,N/A,0.00m,28th Jun 11
605,20606,All-Star Slammin' D-Ball,PS,Access,Electronic Arts,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,25th Oct 01
606,20607,Disorder 6,PS3,MAGES. Inc.,5pb,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,22nd Aug 13
607,20608,Myst IV: Revelation,PC,Ubisoft Montreal,Ubisoft,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,28th Sep 04
608,20609,Offshore Tycoon,Wii,Cyber Planet,Valcon Games,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,31st Mar 09
609,20610,Dream C Club Zero,PS3,Tamsoft Corporation,D3Publisher,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,17th Jan 13
610,20611,Secret Game: Killer Queen,PS2,Yeti,Yeti,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,21st Aug 08
611,20612,Wedding Planner: Dream Weddings Guaranteed,DS,dtp entertainment AG,DTP Entertainment,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,03rd Dec 10
612,20613,Hayarigami 3: Keishichou Kaii Jiken File,PSP,Nippon Ichi Software,Nippon Ichi Software,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,06th Aug 09
613,20614,Canvas 3: Nanairo no Kiseki,PSP,HuneX,GN Software,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,22nd Apr 10
614,20615,I.Q. Mania,PSP,SCEI,Sony Computer Entertainment,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,09th Mar 06
615,20616,Koezaru wa Akai Hana: Taiga wa Mirai o Tsugumu,PSP,Operetta Due,Dramatic Create,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,20th Mar 14
616,20617,Mermaid Gothic,PSP,QuinRose,Quinrose,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,20th Nov 14
617,20618,Memories Off 6: Next Relation,PSP,5pb. Games,5pb,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,14th Oct 10
618,20619,Guild Wars 2 - Path of Fire,PC,ArenaNet,ArenaNet,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,22nd Sep 17
619,20620,LEGO Ninjago Nindroids,3DS,Hellbent Games,Warner Bros. Interactive Entertainment,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,29th Jul 14
620,20621,Metal Gear Solid: Peace Walker HD Edition,X360,Kojima Productions,Unknown,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,N/A
621,20622,"Asaki, Yumemishi",PSP,QuinRose,Quinrose,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,28th Apr 11
622,20623,Ayakashi Gohan: Oomori!,PSV,Unknown,honeybee,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,08th Oct 15
623,20624,Jewel Quest V: The Sleepless Star,PC,iiWin,iWin,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,06th Dec 10
624,20625,Kamiyo Gakuen Makorouku Kurunugia,PS2,Idea Factory,Idea Factory,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,09th Oct 08
625,20626,Pony Friends 2,PC,Tantalus Interactive,Square Enix,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,23rd Feb 10
626,20627,Satomi Hakkenden: Hamaji Himenoki,PSP,QuinRose,Quinrose,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,25th Sep 14
627,20628,Dungeons & Dragons Anthology: The Master Collection,PC,Various,Atari,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,15th Nov 11
628,20629,Gakuen Alice: KiraKira * Memory Kiss,PS2,Kids Station,Kids Station,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,22nd Jun 06
629,20630,Import Tuner Challenge (JP sales),X360,Genki,Ubisoft,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,26th Sep 06
630,20631,Satomi Hakkenden: Murasame Marunoki,PSP,QuinRose,Quinrose,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,22nd Jan 15
631,20632,Sea Monsters: A Prehistoric Adventure,DS,Atomic Planet Entertainment,DSI Games,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,07th Jan 08
632,20633,Fit & Fun,Wii,Funbox Media,Unknown,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,17th Jun 11
633,20634,Shepherd's Crossing 2 DS,DS,Success,Graffiti,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,13th Apr 10
634,20635,Yuuzai x Muzai,DS,Bandai Namco Games,Namco Bandai,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,21st May 09
635,20636,Witch's Wish,DS,Tryfirst,Natsume,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,26th May 10
636,20637,Champions Online,PC,Cryptic Studios,Atari,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,01st Sep 09
637,20638,Dokapon Journey (JP sales),DS,Sting,Atlus,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,14th Apr 09
638,20639,CSI: Hard Evidence,PC,Telltale Games,Ubisoft,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,25th Sep 07
639,20640,Hoshizora * Planet: One Small Step For...,PSP,CyberFront,CyberFront,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,10th Mar 11
640,20641,Megami Meguri,3DS,Unknown,Capcom,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,08th Dec 16
641,20642,Winning Post 8 2017,PS3,Unknown,Tecmo Koei,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,02nd Mar 17
642,20643,Possession Magenta,PSV,Unknown,Unknown,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,28th May 15
643,20644,WSC REAL 09: World Snooker Championship,X360,Blade Interactive,Deep Silver,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,03rd Apr 09
644,20645,Farming Simulator 18,PSV,Giants Software,Focus Home Interactive,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,06th Jun 17
645,20646,Gyouretsu no Dekiru Houritsu Soudansho,DS,Bandai Namco Games,Namco Bandai,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,25th Feb 10
646,20647,CharadeManiacs,PSV,Otomate,Idea Factory,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,09th Aug 18
647,20648,Crusty Demons,XB,Climax Group,Evolved Games,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,27th Jun 06
648,20649,Patrician IV: Gold Edition,PC,Gaming Minds Studios,Kalypso,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,30th Aug 11
649,20650,Shuumatsu Otome Gensou Alicematic Apocalypse,PS2,Russel,Russel,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,29th May 08
650,20651,The Princess Guide,NS,Nippon Ichi Software,NIS America,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,15th Mar 19
651,20652,D.C. Girl's Symphony Pocket,PSP,Idea Factory,Idea Factory,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,24th Jun 10
652,20653,Ultimate Beach Soccer,XB,Palm Development,DreamCatcher Interactive,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,10th Nov 03
653,20654,Pocket Racers,PSP,Blade Interactive,Konami,3.8,N/A,0.01m,0.01m,N/A,N/A,0.00m,14th Nov 06
654,20655,Princess Evangile Portable,PSP,Unknown,CyberFront,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,12th Apr 12
655,20656,Mirai Nikki: 13 Hitome no Nikki Shoyuusha Re-Write,PSP,Unknown,Kadokawa Games,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,26th Apr 12
656,20657,ScreamRide,XOne,Frontier Developments,Microsoft Studios,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,03rd Mar 15
657,20658,Kajiri Kamui Kagura: Akebono no Hikari,PSV,Unknown,Views,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,25th Apr 13
