,Rank,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Year
551,16546,Chameleon Twist 2,N64,Japan Supply System,Sunsoft,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,31st Mar 99
552,16547,Dual Heroes,N64,Produce!,Electro Brain,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,31st Oct 98
553,16548,Fantasy General,PC,Strategic Simulations,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
554,16549,Fighter Destiny 2,N64,Opus Studio,SouthPeak Interactive,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,14th Jul 00
555,16550,Front Mission 2089: Border of Madness,DS,High Horse Entertainment,Square Enix,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,29th May 08
556,16551,Growlanser,PSP,Career Soft,Atlus,N/A,N/A,0.04m,N/A,N/A,0.04m,N/A,14th May 09
557,16552,Hercules: The Legendary Journeys,N64,Player 1,Titus,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,16th Nov 00
558,16553,Metal Max 2 Reloaded,DS,Crea-Tech,Unknown,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,08th Dec 11
559,16554,Metal Max Xeno,All,Kadokawa Games,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
560,16555,Omega Labyrinth Life,All,Matrix Games,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
561,16556,OutRun 2006: Coast 2 Coast,PS2,Sumo Digital,Sega,N/A,N/A,0.05m,0.02m,0.01m,0.01m,0.00m,25th Apr 06
562,16557,Pacific General,PC,Strategic Simulations,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
563,16558,Senran Kagura Reflexions,NS,HONEY PARADE GAMES,Xseed Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Sep 18
564,16559,Star Control: Origins,PC,Stardock,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
565,16560,Star General,PC,Strategic Simulations,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
566,16561,Trespasser,PC,DreamWorks Interactive,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
567,16562,Tzar: Burden of the Crown,PC,Haemimont Games,TalonSoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Mar 00
568,16563,Ultima I: The First Age of Darkness,PC,"Origin Systems, Inc.",California Pacific,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 81
569,16564,VOEZ,NS,Rayark Inc.,PM Studios,8.5,N/A,0.01m,0.01m,N/A,0.01m,0.00m,14th Aug 18
570,16565,Kids Learn Music A+ Edition,DS,Talking Stick Games,Unknown,N/A,N/A,0.05m,0.05m,N/A,N/A,0.00m,04th Oct 11
571,16566,Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,DS,Art,Spike,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,29th Nov 07
572,16567,Mahjong 3D: Warriors of the Emperor,3DS,Engine Software,Unknown,N/A,N/A,0.05m,N/A,0.05m,N/A,0.00m,31st Dec 20
573,16568,PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,PS2,Irem Software Engineering,Irem Software Engineering,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,26th Jul 07
574,16569,Winning Post World,PS3,Koei,KOEI,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,02nd Apr 09
575,16570,Arx Fatalis,XB,Arkane Studios,DreamCatcher Interactive,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,23rd Dec 03
576,16571,Slam Dunk SD Heat Up!!,SNES,Bandai,Bandai,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,27th Oct 95
577,16572,Venetica,PC,DECK13 Interactive,Atari,6.0,N/A,0.05m,N/A,0.04m,N/A,0.01m,11th Jan 11
578,16573,Scribblenauts: Showdown,PS4,Shiver Games,Warner Bros. Interactive,N/A,N/A,0.05m,0.04m,N/A,N/A,0.01m,06th Mar 18
579,16574,Virtua Tennis 3,PSP,Sumo Digital,Sega,N/A,N/A,0.05m,0.02m,0.02m,N/A,0.01m,26th Mar 07
580,16575,MXGP Pro,PS4,Milestone S.r.l.,Milestone S.r.l.,N/A,N/A,0.05m,0.04m,N/A,N/A,0.01m,10th Jul 18
581,16576,Orcs & Elves,DS,Fountainhead Entertainment /  id Software,Electronic Arts,N/A,N/A,0.05m,0.05m,0.00m,N/A,0.00m,13th Nov 07
582,16577,Dead in the Water,PS,Player 1,ASC Games,N/A,N/A,0.05m,0.03m,0.02m,N/A,0.00m,28th Feb 99
583,16578,Winning Post 7 2013,PS3,Tecmo Koei Games,Tecmo Koei,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,14th Mar 13
584,16579,Detective Conan: Prelude from the Past,DS,Spike Chunsoft,Namco Bandai Games,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,19th Apr 12
585,16580,Dr. Seuss: Green Eggs and Ham,GBA,Handheld Games,NewKidCo,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,17th Nov 03
586,16581,Atelier Rorona: Alchemist of Arland,PSV,Unknown,NIS America,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,24th Jun 14
587,16582,Guilty Gear Dust Strikers,DS,Arc System Works,Majesco,N/A,N/A,0.05m,0.05m,N/A,N/A,0.00m,25th Apr 06
588,16583,Rugby 18,XOne,EKO Software,Koch Media,N/A,N/A,0.05m,0.04m,N/A,N/A,0.01m,24th Oct 17
589,16584,Dark Summit,GC,Radical Entertainment,THQ,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,04th Feb 02
590,16585,Has-Been Heroes,XOne,Frozenbyte,GameTrust,N/A,N/A,0.05m,0.04m,N/A,N/A,0.01m,28th Mar 17
591,16586,NAtURAL DOCtRINE,PS3,Kadokawa Games,NIS America,N/A,N/A,0.05m,0.03m,0.01m,0.01m,0.01m,30th Sep 14
592,16587,DiRT 2,PC,Codemasters,Codemasters,9.0,N/A,0.05m,N/A,0.04m,N/A,0.01m,08th Sep 09
593,16588,Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,DS,Bandai Namco Games,Namco Bandai,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,15th Jul 10
594,16589,Turbo Turtle Adventure,GBA,Iridon Interactive AB,Majesco,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,14th Sep 02
595,16590,Deformers,XOne,Ready at Dawn,Ready at Dawn,N/A,N/A,0.05m,0.04m,N/A,N/A,0.01m,21st Apr 17
596,16591,Sengoku Basara 4: Sumeragi,PS4,Unknown,Capcom,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,23rd Jul 15
597,16592,Star Wars Battlefront II (2017),PC,EA DICE,Electronic Arts,N/A,N/A,0.05m,0.02m,0.02m,N/A,0.00m,17th Nov 17
598,16593,Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,SNES,Jorudan,Vap,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,14th Jan 94
599,16594,Sébastien Loeb Rally EVO,PS4,Milestone S.r.l,Square Enix,N/A,N/A,0.05m,N/A,0.04m,N/A,0.01m,22nd Mar 16
600,16595,Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,PSP,Alfa System,Bandai,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,27th Apr 06
601,16596,Corpse Party,PSP,Team GrisGris,Xseed Games,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,22nd Nov 11
602,16597,PQ2: Practical Intelligence Quotient,PSP,Now Production,D3 Publisher,N/A,N/A,0.05m,0.04m,0.00m,N/A,0.00m,18th Jun 07
603,16598,Extinction,XOne,Iron Galaxy,Maximum Games,N/A,N/A,0.05m,0.04m,N/A,N/A,0.01m,10th Apr 18
604,16599,My Riding Stables: Life with Horses,NS,Independent Arts Software GmbH,TREVA Entertainment,N/A,N/A,0.05m,0.04m,N/A,N/A,0.01m,13th Nov 18
605,16600,Chronicles of the Sword,PS,Synthetic Dimensions,Psygnosis,N/A,N/A,0.05m,0.03m,0.02m,N/A,0.00m,01st Jun 96
606,16601,DuckTales: Remastered,PS3,WayForward,Capcom,8.6,N/A,0.05m,0.01m,0.04m,N/A,0.01m,13th Aug 13
607,16602,Keiba Eight Special,SNES,C-Lab,Misawa,N/A,N/A,0.05m,N/A,N/A,0.05m,0.00m,10th Dec 93
608,16603,The Lost Vikings,GBA,Mass Media,Blizzard Entertainment,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,25th Mar 03
609,16604,XBlaze Lost: Memories,PS3,Arc System Works,Aksys Games,N/A,N/A,0.05m,0.04m,N/A,N/A,0.01m,11th Aug 15
610,16605,Apex Construct,PS4,Fast Travel Games,Perp Games,N/A,N/A,0.05m,0.04m,N/A,N/A,0.01m,28th Aug 18
611,16606,Bejeweled Twist,PC,PopCap Games,PopCap Games,N/A,N/A,0.05m,0.01m,0.04m,N/A,0.01m,27th Oct 08
612,16607,Secret Files: Tunguska,DS,Fusionsphere Systems / Animation Arts,Deep Silver,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,10th Mar 10
613,16608,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,GC,High Voltage Software,Global Star Software,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,16th Oct 05
614,16609,Harukanaru Toki no Naka de 3,PS2,Koei,KOEI,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,22nd Dec 04
615,16610,Fishing Sim World,PS4,Dovetail Games,Dovetail Games,N/A,N/A,0.05m,0.04m,N/A,N/A,0.01m,18th Sep 18
616,16611,Star Wars: Republic Commando,PC,LucasArts,LucasArts,N/A,7.7,0.05m,N/A,0.05m,N/A,0.00m,01st Mar 05
617,16612,Reel Fishing: The Great Outdoors,PSP,Natsume,SVG Distribution,N/A,N/A,0.05m,0.05m,N/A,N/A,0.00m,06th Nov 06
618,16613,Guild 01,3DS,Level 5,Level 5,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,31st May 12
619,16614,Hotel for Dogs,Wii,Paramount Interactive,505 Games,N/A,N/A,0.05m,0.04m,0.00m,N/A,0.00m,06th Jan 09
620,16615,Corpse Party: Blood Covered - Repeated Fear,3DS,Team GrisGris,5pb,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,30th Jul 15
621,16616,Durarara!! 3-way Standoff,PSP,Kadokawa Games,ASCII Media Works,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,22nd Sep 10
622,16617,Ty the Tasmanian Tiger 3: Night of the Quinkan,GBA,Krome Studios,Activision,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,01st Nov 05
623,16618,Tokimeki Memorial Girl's Side 2nd Kiss,PS2,Konami,Konami,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,03rd Aug 06
624,16619,Fushigi no Dungeon: Fuurai no Shiren 3 Portable,PSP,ChunSoft,Spike,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,28th Jan 10
625,16620,Beastly Frantic Foto,DS,Storm City Games,Storm City Games,N/A,N/A,0.05m,0.04m,N/A,N/A,0.00m,22nd Feb 11
626,16621,Hokuto no Ken,PS2,Arc System Works,Sega,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,29th Mar 07
627,16622,Yu-Gi-Oh! GX: Spirit Caller (Japan Sales),DS,Konami,Konami,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,02nd Jan 07
628,16623,Payday 2,PC,Overkill Software,505 Games,N/A,N/A,0.05m,0.04m,N/A,N/A,0.01m,13th Aug 13
629,16624,Resident Evil 4,XOne,Capcom,Capcom,N/A,N/A,0.05m,0.04m,N/A,N/A,0.01m,30th Aug 16
630,16625,Stretch Panic,PS2,"Treasure Co., Ltd.",Conspiracy Entertainment,N/A,N/A,0.05m,0.02m,0.02m,N/A,0.01m,28th Aug 01
631,16626,George of The Jungle and the Search for the Secret,DS,Crave Entertainment,Crave Entertainment,N/A,N/A,0.05m,0.05m,0.00m,N/A,0.00m,11th Mar 08
632,16627,Chousoku Henkei Gyrozetter: Albatross no Tsubasa,3DS,Noise Inc.,Square Enix,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,13th Jun 13
633,16628,Baku Baku,SAT,Sega-AM2,Sega,N/A,N/A,0.05m,N/A,N/A,0.05m,0.00m,31st Aug 96
634,16629,Fishdom,DS,Playrix Entertainment,Atari,N/A,N/A,0.05m,0.05m,N/A,N/A,0.00m,28th Jun 11
635,16630,SD Gundam: Over Galaxian,PS,Bandai,Bandai,N/A,N/A,0.05m,N/A,N/A,0.05m,0.00m,28th Jun 96
636,16631,Rogue Ops,GC,Bits Studios,Kemco,6.1,N/A,0.05m,0.04m,0.01m,N/A,0.00m,29th Oct 03
637,16632,Gakusen Toshi Asterisk Festa: Houka Kenran,PSV,Bandai Namco Games,Namco Bandai Games,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,28th Jan 16
638,16633,Smart Kid's Party Fun Pak,DS,Starfish Inc.,UFO Interactive,N/A,N/A,0.05m,0.05m,N/A,N/A,0.00m,15th Oct 08
639,16634,Adventure Time: Explore the Dungeon Because I Don't Know!,PS3,Way Forward,D3Publisher,N/A,N/A,0.05m,0.02m,0.02m,N/A,0.01m,19th Nov 13
640,16635,Tour de France 2011,X360,Cyanide Studio,Unknown,N/A,N/A,0.05m,N/A,0.04m,N/A,0.00m,N/A
641,16636,BeatMania IIDX 3rd Style,PS2,Konami,Konami,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,02nd Nov 00
642,16637,Dream Salon,Wii,Zoo Games,Zoo Games,N/A,N/A,0.05m,0.05m,N/A,N/A,0.00m,03rd Nov 09
643,16638,Metal Max Xeno,PS4,Kadokawa Games,NIS America,N/A,N/A,0.05m,0.02m,N/A,0.03m,0.00m,25th Sep 18
644,16639,The Technomancer,XOne,Spiders,Focus Home Interactive,N/A,N/A,0.05m,0.03m,0.02m,N/A,0.00m,28th Jun 16
645,16640,Hummer Badlands,PS2,Eutechnyx,Global Star Software,N/A,N/A,0.05m,0.02m,0.02m,N/A,0.01m,13th Apr 06
646,16641,Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,EKO System,DreamCatcher Interactive,N/A,N/A,0.05m,0.02m,0.02m,N/A,0.01m,19th Feb 02
647,16642,Toki Collector's Edition,NS,Golgoth Studio,Microids,N/A,N/A,0.05m,0.04m,N/A,N/A,0.01m,22nd Nov 18
648,16643,Rock of the Dead,PS3,Epicenter Studios,Conspiracy Entertainment,N/A,N/A,0.05m,0.04m,N/A,N/A,0.01m,19th Oct 10
649,16644,Don't Starve,PS4,Klei Entertainment,Klei Entertainment,N/A,N/A,0.05m,0.04m,N/A,N/A,0.01m,17th Apr 18
650,16645,"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",PS2,Banpresto,505 Games,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,15th Feb 08
651,16646,Furu Furu Park,Wii,Taito Corporation,Majesco,N/A,N/A,0.05m,0.05m,N/A,N/A,0.00m,17th Jan 08
652,16647,Surviving Mars,XOne,Haemimont Games,Maximum Games,N/A,N/A,0.05m,0.04m,N/A,N/A,0.01m,15th Mar 18
653,16648,Alter Echo,XB,Outrage Games,THQ,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,19th Aug 03
654,16649,BeatMania IIDX 4th Style: New Songs Collection,PS2,Konami,Konami,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,29th Mar 01
655,16650,Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,DS,Benesse,Benesse,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,29th May 08
656,16651,Cars 3: Driven to Win    Read the review,XOne,Avalanche Software,Warner Bros. Interactive Entertainment,N/A,N/A,0.05m,0.04m,N/A,N/A,0.01m,13th Jun 17
657,16652,G1 Grand Prix,3DS,Genki,Genki,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,24th May 12
658,16653,Around the World in 80 Days,GBA,Saffire Corporation,Hip Interactive,3.5,N/A,0.05m,0.03m,0.01m,N/A,0.00m,05th Jul 04
659,16654,Houkago Shounen,DS,Konami,Konami,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,31st Jan 08
660,16655,Classic Dungeon X2,PSP,System Prisma,Nippon Ichi Software,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,24th Mar 11
661,16656,I am Setsuna,NS,Tokyo RPG Factory,Square Enix,7.0,N/A,0.05m,N/A,N/A,0.05m,N/A,03rd Mar 17
662,16657,Pinball Tycoon,GBA,Ignition Entertainment,AIA,N/A,N/A,0.05m,0.03m,0.01m,N/A,0.00m,02nd Jan 03
663,16658,Whirl Tour,GC,Papaya Studios,VU Games,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,12th Nov 02
664,16659,Major League Baseball 2K11,PS2,Visual Concepts,2K Sports,N/A,N/A,0.05m,0.02m,0.02m,N/A,0.01m,08th Mar 11
665,16660,Cartoon Network Block Party,GBA,One Man Band,Majesco,4.0,N/A,0.05m,0.03m,0.01m,N/A,0.00m,05th Aug 04
666,16661,Nicktoons: Attack of the Toybots,DS,Natsume,THQ,N/A,N/A,0.05m,0.04m,0.00m,N/A,0.00m,23rd Oct 07
667,16662,Power Spike Pro Beach Volleyball,PS,Carpace,Infogrames,N/A,N/A,0.05m,0.03m,0.02m,N/A,0.00m,13th Nov 00
668,16663,Toukiden: The Age of Demons,PSP,Omega Force,Tecmo Koei,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,28th Aug 14
669,16664,White Album: Tsuzurareru Fuyu no Omoide,PS3,Aquaplus,Aquaplus,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,24th Jun 10
670,16665,Harukanaru Toki no Naka de: Yumenoukihashi,DS,Koei,KOEI,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,21st Aug 08
671,16666,Red Faction: Guerrilla Re-Mars-tered    Read the review,XOne,Volition,THQ Nordic,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,03rd Jul 18
672,16667,Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,PS,Gainax,Gainax Network Systems,N/A,N/A,0.05m,N/A,N/A,0.05m,0.00m,23rd Jul 98
673,16668,SD Gundam: Scad Hammers,Wii,Bec,Bandai,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,02nd Dec 06
674,16669,Yowamushi Pedal Asu e no High Cadence,3DS,Bandai Namco,Namco Bandai Games,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,29th Jan 15
675,16670,Spitfire Heroes: Tales of the Royal Air Force,DS,Big John Games,Destineer,N/A,N/A,0.05m,0.05m,N/A,N/A,0.00m,05th Mar 08
676,16671,Dakar 18,PS4,Bigmoon Entertainment,Deep Silver,N/A,N/A,0.05m,0.03m,0.01m,N/A,0.01m,25th Sep 18
677,16672,Super Bust-A-Move,GBA,Taito Corporation,Ubisoft,N/A,N/A,0.05m,0.03m,0.01m,N/A,0.00m,27th Nov 01
678,16673,Mega Man Battle Chip Challenge,GBA,Inti Creates,Capcom,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,03rd Mar 04
679,16674,Freelancer,PC,Digital Anvil,Microsoft Game Studios,N/A,N/A,0.05m,0.02m,0.03m,N/A,0.00m,03rd Mar 03
680,16675,ZooCube,GBA,PuzzleKings,Acclaim Entertainment,8.6,N/A,0.05m,0.03m,0.01m,N/A,0.00m,14th May 02
681,16676,Stunt GP,PS2,Team17 Software,Titus,N/A,N/A,0.05m,0.02m,0.02m,N/A,0.01m,13th Nov 01
682,16677,D.Gray-man: Kami no Shitotachi,DS,Konami,Konami,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,29th Mar 07
683,16678,NBA 2K,DC,Visual Concepts,Sega,8.9,N/A,0.05m,N/A,N/A,0.05m,N/A,10th Nov 99
684,16679,Strikers 1945,SAT,Psikyo,Atlus,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,28th Jun 96
685,16680,Jikkyou Oshaberi Parodius,SNES,KCEO,Konami,N/A,N/A,0.05m,N/A,N/A,0.05m,0.00m,15th Dec 95
686,16681,Super Jinsei Game 2,SNES,Takara,Takara,N/A,N/A,0.05m,N/A,N/A,0.05m,0.00m,08th Sep 95
687,16682,World Series of Poker,GC,Activision Value,Activision,4.7,N/A,0.05m,0.04m,0.01m,N/A,0.00m,14th Sep 05
688,16683,ARK Park,PS4,Snail Games USA,Snail Games USA,N/A,N/A,0.05m,0.04m,N/A,N/A,0.01m,30th Oct 18
689,16684,J-League Winning Eleven 2010: Club Championship,PS2,Konami,Konami,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,05th Aug 10
690,16685,Johnny Bazookatone,PS,Arc Developments,U.S. Gold,N/A,N/A,0.05m,0.03m,0.02m,N/A,0.00m,01st Jan 96
691,16686,Reader Rabbit 2nd Grade,Wii,Graffiti Entertainment,Graffiti,N/A,N/A,0.05m,0.04m,N/A,N/A,0.00m,04th May 10
692,16687,TNA iMPACT: Cross the Line,DS,Point of View,SouthPeak Interactive,N/A,N/A,0.05m,0.04m,N/A,N/A,0.00m,22nd Jun 10
693,16688,Reign of Fire,GBA,Crawfish Interactive,BAM! Entertainment,N/A,N/A,0.05m,0.03m,0.01m,N/A,0.00m,31st Oct 02
694,16689,Koihime Musou,PS2,Yeti,Yeti,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,20th Nov 08
695,16690,Singularity,PC,Raven Software,Activision,7.5,N/A,0.05m,N/A,0.04m,N/A,0.01m,29th Jun 10
696,16691,Deadliest Catch: Alaskan Storm,X360,Liquid Dragon Studios,Navarre Corp,N/A,N/A,0.05m,0.04m,N/A,N/A,0.00m,17th Jun 08
697,16692,Kekkon Zenya,SAT,Shogakukan Production,Shogakukan,N/A,N/A,0.05m,N/A,N/A,0.05m,0.00m,27th Oct 95
698,16693,Ms Saga: A New Dawn,PS2,Bandai,Bandai,N/A,N/A,0.05m,0.02m,0.02m,N/A,0.01m,21st Feb 06
699,16694,Cartoon Network Racing,DS,Unknown,Game Factory,N/A,N/A,0.05m,0.04m,0.00m,N/A,0.00m,05th Dec 06
700,16695,Finny the Fish & the Seven Waters,PS2,SCEI,Natsume,N/A,N/A,0.05m,0.02m,0.02m,N/A,0.01m,17th May 05
701,16696,Barnyard,GBA,Halfbrick Studios,THQ,5.6,N/A,0.05m,0.03m,0.01m,N/A,0.00m,01st Aug 06
702,16697,The Grim Adventures Of Billy & Mandy,Wii,High Voltage Software,Midway Games,6.6,N/A,0.05m,0.04m,0.00m,N/A,0.00m,16th Nov 06
703,16698,Next Generation of Chaos,PS2,Neverland,Idea Factory,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,25th Apr 02
704,16699,GrimGrimoire,PS2,Vanillaware,NIS America,7.7,N/A,0.05m,0.01m,0.01m,0.03m,0.00m,26th Jun 07
705,16700,Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,DS,Takara Tomy,Takara Tomy,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,27th Mar 08
706,16701,Capcom vs. SNK: Millennium Fight 2000 Pro,DC,Capcom,Capcom,6.9,N/A,0.05m,N/A,N/A,0.05m,0.00m,14th Jun 01
707,16702,Golden Axe: The Duel,SAT,Sega,Sega,N/A,N/A,0.05m,N/A,N/A,0.05m,0.00m,01st Jan 95
708,16703,J-League '96 Dream Stadium,SNES,Hudson Soft,Hudson Soft,N/A,N/A,0.05m,N/A,N/A,0.05m,0.00m,01st Jun 96
709,16704,Crime Life: Gang Wars,XB,Hothouse Creations,Konami,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,22nd Nov 05
710,16705,Tokimeki Memorial: Girls Side 1st Love,DS,Konami,Konami,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,15th Mar 07
711,16706,Rugby 2005,XB,HB Studios Multimedia,EA Sports,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,08th Mar 05
712,16707,Rock 'N Roll Racing,GBA,Mass Media,Blizzard Entertainment,N/A,N/A,0.05m,0.03m,0.01m,N/A,0.00m,23rd Jun 03
713,16708,Taito Legends,XB,Empire Oxford,Sega,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,25th Oct 05
714,16709,Atelier Shallie Plus: Alchemists of the Dusk Sea,PSV,Unknown,Tecmo Koei,N/A,N/A,0.05m,N/A,0.00m,0.05m,0.00m,17th Jan 17
715,16710,Silhouette Mirage,PS,"Treasure Co., Ltd.",Working Designs,N/A,N/A,0.05m,0.03m,0.02m,N/A,0.00m,31st Dec 99
716,16711,Yomawari: Night Alone,PSV,Nippon Ichi Software,NIS America,N/A,N/A,0.16m,0.05m,0.02m,0.07m,0.02m,25th Oct 16
717,16712,Dynasty Warriors Vol. 2,PSP,Omega Force,KOEI,N/A,N/A,0.05m,0.04m,0.00m,N/A,0.00m,24th Oct 06
718,16713,Gaist Crusher,3DS,"Treasure Co., Ltd.",Capcom,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,05th Dec 13
719,16714,Battle Chasers: Nightwar,NS,Airship Syndicate,THQ Nordic,8.5,N/A,0.05m,0.03m,0.01m,N/A,0.00m,15th May 18
720,16715,Treasure Report: Kikai Jikake no Isan,DS,Namco Bandai Games,Namco Bandai,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,26th May 11
721,16716,Growlanser VI: Precarious World,PS2,Career Soft,Atlus,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,21st Jun 07
722,16717,Yu-Gi-Oh! World Championship 2007,DS,Konami,Konami,N/A,N/A,0.05m,N/A,0.01m,0.04m,0.00m,20th Mar 07
723,16718,B-Boy,PSP,Unknown,SouthPeak Interactive,N/A,N/A,0.05m,0.04m,0.00m,N/A,0.00m,16th Sep 08
724,16719,Block Kuzushi,SNES,Planning Office Wada,Pow,N/A,N/A,0.05m,N/A,N/A,0.05m,0.00m,17th Nov 95
725,16720,LEGO Indiana Jones 2: The Adventure Continues,PC,Traveller's Tales,LucasArts,6.8,N/A,0.05m,0.02m,0.03m,N/A,0.01m,17th Nov 09
726,16721,American Bass Challenge,GBA,Starfish,Ubisoft,6.7,N/A,0.05m,0.03m,0.01m,N/A,0.00m,05th Dec 01
727,16722,American Chopper 2: Full Throttle,GC,Creat Studio,Activision,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,29th Nov 05
728,16723,Rugby 06,PS2,HB Studios Multimedia,EA Sports,N/A,N/A,0.05m,0.02m,0.02m,N/A,0.01m,14th Feb 06
729,16724,Ultimate Ghosts 'n Goblins (JP sales),PSP,Capcom,Capcom,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,29th Aug 06
730,16725,Fatal Frame II: Crimson Butterfly Director's Cut,XB,Tecmo,Tecmo,8.7,N/A,0.05m,0.04m,0.01m,N/A,0.00m,01st Nov 04
731,16726,2002 FIFA World Cup,GC,EA Canada,EA Sports,7.4,N/A,0.05m,0.04m,0.01m,N/A,0.00m,30th Apr 02
732,16727,Rock Band Country Track Pack 2,X360,Harmonix Music Systems,MTV Games,N/A,N/A,0.05m,0.04m,N/A,N/A,0.00m,01st Feb 11
733,16728,Colin McRae Rally 2005,XB,Unknown,Codemasters,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,28th Sep 04
734,16729,Venus & Braves: Majo to Megami to Horobi no Yogen,PSP,Namco Bandai Games,Namco Bandai,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,20th Jan 11
