,Rank,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Year
28,10029,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,Konami,Konami,N/A,N/A,0.20m,0.10m,0.08m,N/A,0.03m,01st Nov 05
29,10030,Gladius,PS2,LucasArts,LucasArts,N/A,N/A,0.20m,0.10m,0.08m,N/A,0.03m,28th Oct 03
30,10031,CSI: Unsolved!,DS,Other Ocean Interactive,Ubisoft,N/A,N/A,0.20m,0.13m,0.05m,N/A,0.02m,23rd Nov 10
31,10032,Skylanders: SuperChargers Racing,3DS,Beenox,Activision,N/A,N/A,0.20m,0.11m,0.07m,N/A,0.02m,20th Sep 15
32,10033,Untold Legends: Dark Kingdom,PS3,Sony Online Entertainment,Sony Online Entertainment,N/A,N/A,0.20m,0.14m,0.02m,0.02m,0.02m,13th Nov 06
33,10034,Dave Mirra Freestyle BMX 2,XB,"Z-Axis, Ltd.",Acclaim Entertainment,N/A,N/A,0.20m,0.15m,0.04m,N/A,0.01m,28th Nov 01
34,10035,Dante's Inferno    Read the review,PSP,Visceral Games,Electronic Arts,6.6,N/A,0.20m,0.12m,0.04m,0.01m,0.02m,02nd Mar 10
35,10036,Soldier of Fortune: Payback,X360,Cauldron Ltd.,Activision,N/A,N/A,0.20m,0.18m,0.00m,N/A,0.02m,13th Nov 07
36,10037,Arcana Heart 3,PS3,Examu Inc.,Aksys Games,7.0,N/A,0.20m,0.04m,0.05m,0.10m,0.02m,23rd Sep 14
37,10038,Avorion,PC,Boxelware,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
38,10039,Pro Yakyuu Spirits 2012,PSP,Konami,Konami Digital Entertainment,N/A,N/A,0.20m,N/A,N/A,0.20m,N/A,29th Mar 12
39,10040,SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,Big Sky Software,THQ,N/A,N/A,0.20m,0.15m,0.04m,N/A,0.01m,18th Dec 02
40,10041,The Walking Dead: Michonne    Read the review,PC,Telltale Games,Telltale Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Feb 16
41,10042,Nanoborg,PC,Nanooborg,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42,10043,Afro Samurai    Read the review,PS3,Namco Bandai Games,Namco Bandai,6.5,N/A,0.20m,0.12m,0.05m,N/A,0.03m,27th Jan 09
43,10044,Taiko no Tatsujin: Go! Go! Godaime,PS2,Namco,Namco,N/A,N/A,0.20m,N/A,N/A,0.20m,N/A,09th Dec 04
44,10045,Taiko Drum Master,PS2,Namco,Namco,8.1,N/A,0.20m,0.10m,0.08m,N/A,0.03m,26th Oct 04
45,10046,Bust-A-Move 2 Arcade Edition,PS,Taito Corporation,Acclaim Entertainment,6.9,N/A,0.20m,0.11m,0.07m,N/A,0.01m,29th Mar 96
46,10047,Bleach: The 3rd Phantom,DS,Sega,Sega,N/A,N/A,0.20m,0.10m,0.02m,0.07m,0.01m,15th Sep 09
47,10048,Solatorobo: Red the Hunter,DS,CyberConnect2,Xseed Games,7.6,N/A,0.20m,0.08m,0.04m,0.07m,0.01m,27th Sep 11
48,10049,Tetris Worlds (Online Edition),XB,Radical Entertainment,THQ,N/A,N/A,0.20m,0.15m,0.04m,N/A,0.01m,13th Jun 03
49,10050,Forgotten Realms: Demon Stone,PS2,Stormfront Studios,Atari,N/A,N/A,0.20m,0.10m,0.08m,N/A,0.03m,14th Sep 04
50,10051,Super Baseball Simulator 1.000,SNES,Culture Brain,Culture Brain,N/A,N/A,0.20m,N/A,N/A,0.20m,0.00m,01st Dec 91
51,10052,Battleborn,PC,Gearbox Software,2K Games,N/A,N/A,0.20m,0.12m,0.06m,N/A,0.02m,03rd May 16
52,10053,Looney Tunes: Space Race,PS2,Infogrames Melbourne,Infogrames,N/A,N/A,0.20m,0.10m,0.08m,N/A,0.03m,27th May 02
53,10054,Just Dance 2: Extra Songs,Wii,Ubisoft Paris,Ubisoft,N/A,N/A,0.20m,N/A,0.17m,N/A,0.03m,15th Jul 11
54,10055,Puzzle Challenge: Crosswords and More!,PSP,Supersonic Software,Crave Entertainment,6.4,N/A,0.20m,0.18m,N/A,N/A,0.01m,09th Jun 06
55,10056,Mahjongg Mysteries: Ancient Egypt,DS,LvivMedia,Destineer,N/A,N/A,0.20m,0.07m,0.11m,N/A,0.02m,24th Jun 10
56,10057,Backyard Hockey,GBA,Mistic Software,Atari,6.0,N/A,0.20m,0.14m,0.05m,N/A,0.00m,09th Oct 03
57,10058,Rock Band Track Pack Volume 2,X360,Harmonix Music Systems,MTV Games,N/A,N/A,0.20m,0.18m,0.01m,N/A,0.02m,17th Nov 08
58,10059,Yoga: The first 100% Experience,Wii,Trine Games,DreamCatcher Interactive,N/A,N/A,0.20m,0.14m,0.04m,N/A,0.02m,07th Dec 09
59,10060,Playboy: The Mansion,PS2,Cyberlore Studios,ARUSH Entertainment,N/A,N/A,0.20m,0.10m,0.08m,N/A,0.03m,25th Jan 05
60,10061,X-Men Origins: Wolverine,DS,Griptonite Games,Activision,N/A,N/A,0.20m,0.15m,0.03m,N/A,0.02m,01st May 09
61,10062,Jikkyou Powerful Pro Yakyuu 2010,PSP,PawaPuro Production,Konami,N/A,N/A,0.20m,N/A,N/A,0.20m,N/A,15th Jul 10
62,10063,Life is Feudal: Forest Village,PC,Mindillusion,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
63,10064,Tom Clancy's Splinter Cell: Essentials,PSP,Ubisoft Montreal,Ubisoft,5.6,N/A,0.20m,0.17m,0.01m,N/A,0.02m,21st Mar 06
64,10065,Agents of Mayhem,PS4,Volition Inc.,Deep Silver,N/A,N/A,0.20m,0.08m,0.08m,N/A,0.03m,15th Aug 17
65,10066,Ore no Shikabane o Koete Yuke,PSP,TBA,Sony Computer Entertainment,N/A,N/A,0.20m,N/A,N/A,0.20m,N/A,10th Nov 11
66,10067,Captain America: Super Soldier,PS3,Next Level Games,Sega,6.2,N/A,0.20m,0.10m,0.07m,N/A,0.03m,19th Jul 11
67,10068,Shaman King: Spirit of Shamans,PS,Bandai,Bandai,N/A,N/A,0.20m,N/A,N/A,0.18m,0.01m,06th Jun 02
68,10069,Tiger Woods PGA Tour 06,PSP,EA Sports,EA Sports,8.0,N/A,0.20m,0.18m,N/A,N/A,0.01m,26th Sep 05
69,10070,Ratatouille,GBA,Helixe,THQ,6.8,N/A,0.20m,0.14m,0.05m,N/A,0.00m,26th Jun 07
70,10071,The Fairly Odd Parents: Enter the Cleft,GBA,Altron,THQ,N/A,N/A,0.20m,0.14m,0.05m,N/A,0.00m,04th Nov 02
71,10072,Armored Core 4,PS3,From Software,Sega,6.6,N/A,0.20m,0.09m,0.00m,0.09m,0.01m,20th Mar 07
72,10073,Shin Megami Tensei: Strange Journey Redux    Read the review,3DS,Atlus,Atlus,N/A,N/A,0.20m,0.08m,0.01m,0.10m,0.01m,15th May 18
73,10074,Baja: Edge of Control,X360,2XL Games,THQ,5.0,N/A,0.20m,0.12m,0.06m,N/A,0.02m,22nd Sep 08
74,10075,MC Groovz Dance Craze,GC,Mad Catz,Mad Catz,2.5,N/A,0.20m,0.15m,0.04m,N/A,0.01m,22nd Nov 04
75,10076,No More Heroes: Heroes' Paradise,PS3,FeelPlus,Konami,7.4,N/A,0.20m,0.10m,0.04m,0.04m,0.02m,16th Aug 11
76,10077,The Thing,XB,Computer Artworks,VU Games,N/A,N/A,0.20m,0.15m,0.04m,N/A,0.01m,09th Sep 02
77,10078,Tom and Jerry in House Trap,PS,Warthog,Mattel Interactive,N/A,N/A,0.20m,0.11m,0.07m,N/A,0.01m,24th Nov 00
78,10079,Power Rangers: Time Force,GBA,Vicarious Visions,THQ,N/A,N/A,0.20m,0.14m,0.05m,N/A,0.00m,15th Sep 01
79,10080,Labyronia RPG 2,PC,Labyrinthine,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
80,10081,Chronicles of Mystery: Curse of the Ancient Temple,DS,City Interactive,City Interactive,N/A,N/A,0.20m,0.07m,0.10m,N/A,0.02m,27th Oct 09
81,10082,MotoGP 14,PS4,Milestone S.r.l.,Namco Bandai Games,N/A,N/A,0.20m,0.05m,0.11m,N/A,0.03m,04th Nov 14
82,10083,Total War: Shogun 2 - Fall of the Samurai,PC,The Creative Assembly,Sega,N/A,N/A,0.20m,0.07m,0.10m,N/A,0.02m,23rd Mar 12
83,10084,Jikkyou Powerful Pro Yakyuu 2011,PSP,PawaPuro Production,Konami,N/A,N/A,0.20m,N/A,N/A,0.20m,N/A,14th Jul 11
84,10085,DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,DS,Jupiter Corporation,Shogakukan,N/A,N/A,0.20m,N/A,N/A,0.20m,N/A,07th Dec 06
85,10086,Baldur's Gate: Dark Alliance,XB,Snowblind Studios,Interplay,N/A,N/A,0.20m,0.15m,0.04m,N/A,0.01m,22nd Oct 02
86,10087,Prince of Persia: Warrior Within,GC,Ubisoft Montreal,Ubisoft,8.2,N/A,0.20m,0.15m,0.04m,N/A,0.01m,30th Nov 04
87,10088,Warriors Orochi,X360,Omega Force,KOEI,N/A,N/A,0.20m,0.17m,0.01m,N/A,0.02m,18th Sep 07
88,10089,Aikatsu! Cinderella Lesson,3DS,Sunrise Games Ltd.,Namco Bandai Games,N/A,N/A,0.20m,N/A,N/A,0.20m,N/A,15th Nov 12
89,10090,UFC: Tapout,XB,DreamFactory,Crave Entertainment,N/A,N/A,0.20m,0.14m,0.05m,N/A,0.01m,17th Feb 02
90,10091,Batman: Return to Arkham,XOne,Rocksteady Studios,Warner Bros. Interactive Entertainment,N/A,N/A,0.20m,0.12m,0.06m,N/A,0.02m,18th Oct 16
91,10092,Way of the Samurai 4,PS3,Acquire,Acquire,N/A,N/A,0.20m,N/A,0.03m,0.16m,0.01m,03rd Mar 11
92,10093,Predator: Concrete Jungle,PS2,Eurocom Entertainment Software,VU Games,N/A,N/A,0.20m,0.10m,0.07m,N/A,0.03m,26th Apr 05
93,10094,Big Mutha Truckers 2,PS2,Eutechnyx,THQ,N/A,N/A,0.20m,0.10m,0.07m,N/A,0.03m,23rd Aug 05
94,10095,The Naked Brothers Band: The Video Game,DS,1st Playable Productions,THQ,N/A,N/A,0.20m,0.18m,N/A,N/A,0.01m,20th Oct 08
95,10096,Sid Meier's Starships,PC,Firaxis Games,2K Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Mar 15
96,10097,Injustice: Gods Among Us,WiiU,NetherRealm Studios,Warner Bros. Interactive Entertainment,N/A,N/A,0.20m,0.09m,0.09m,0.00m,0.02m,16th Apr 13
97,10098,X-Men Origins: Wolverine,PSP,Amaze Entertainment,Activision,5.4,N/A,0.20m,0.13m,0.04m,N/A,0.03m,01st May 09
98,10099,NHL FaceOff 2001,PS2,989 Sports,Sony Computer Entertainment,4.6,N/A,0.20m,0.10m,0.07m,N/A,0.02m,05th Feb 01
99,10100,Mana Khemia 2: Fall of Alchemy    Read the review,PS2,Gust,NIS America,8.2,N/A,0.20m,0.07m,0.05m,0.05m,0.02m,25th Aug 09
100,10101,The Great Escape,PS2,Pivotal Games,Gotham Games,N/A,N/A,0.20m,0.10m,0.07m,N/A,0.02m,23rd Jul 03
101,10102,Dead or Alive Paradise    Read the review,PSP,Team Ninja,Tecmo,4.5,N/A,0.20m,0.08m,0.02m,0.07m,0.02m,30th Mar 10
102,10103,Dexter's Lab Chess Challenge,GBA,Virtucraft,BAM! Entertainment,N/A,N/A,0.20m,0.14m,0.05m,N/A,0.00m,15th Oct 02
103,10104,Shutter Island,PC,Merscom LLC,Merscom LLC,N/A,N/A,0.20m,N/A,0.17m,N/A,0.03m,02nd Oct 09
104,10105,Magazime Editor,PC,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
105,10106,Big Mutha Truckers,XB,Eutechnyx,THQ,N/A,N/A,0.19m,0.15m,0.04m,N/A,0.01m,20th Jun 03
106,10107,ESA Foundation Compilation,PS2,Sony Computer Entertainment America,Sony Computer Entertainment,N/A,N/A,0.19m,0.10m,0.07m,N/A,0.02m,10th Nov 05
107,10108,Nascar Unleashed,3DS,Activision,Activision,N/A,N/A,0.19m,0.18m,N/A,N/A,0.02m,01st Nov 11
108,10109,The Hobbit,GBA,Saffire Corporation,Sierra Entertainment,6.5,N/A,0.19m,0.14m,0.05m,N/A,0.00m,11th Nov 03
109,10110,Odin Sphere: Leifthrasir,PSV,Vanillaware,Atlus,N/A,N/A,0.19m,0.05m,0.02m,0.10m,0.02m,07th Jun 16
110,10111,Need for Speed: The Run,3DS,Firebrand Games,Electronic Arts,N/A,N/A,0.19m,0.09m,0.09m,N/A,0.02m,15th Nov 11
111,10112,The King of Fighters XI,PS2,SNK Playmore Corporation,SNK Playmore,N/A,N/A,0.19m,0.07m,0.06m,0.04m,0.02m,13th Nov 07
112,10113,Harry Potter and the Goblet of Fire,PSP,Electronic Arts,Electronic Arts,7.2,N/A,0.19m,0.17m,0.00m,N/A,0.02m,15th Nov 05
113,10114,Call of Duty: Modern Warfare Remastered,PC,Infinity Ward,Activision,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 18
114,10115,Family Guy,PSP,High Voltage Software,2K Games,5.5,N/A,0.19m,0.18m,0.00m,N/A,0.02m,16th Oct 06
115,10116,Rune Factory: Tides of Destiny,Wii,Neverland Company,Natsume,N/A,N/A,0.19m,0.13m,N/A,0.06m,0.01m,11th Oct 11
116,10117,Dragon Ball Z: Idainaru Dragon Ball Densetsu,PS,TOSE,Bandai,N/A,N/A,0.19m,N/A,N/A,0.18m,0.01m,31st May 96
117,10118,Pac-Man & Galaga Dimensions,3DS,Namco Bandai Games,Namco Bandai,5.7,N/A,0.19m,0.10m,0.04m,0.04m,0.01m,26th Jul 11
118,10119,Valkyria Chronicles 4,NS,Sega,Sega,8.6,N/A,0.19m,0.12m,0.04m,0.02m,0.02m,25th Sep 18
119,10120,Crab Dub,PC,Anatoliy Loginovskikh,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
120,10121,NBA Ballers: Chosen One,X360,Midway Games,Midway Games,N/A,N/A,0.19m,0.18m,0.00m,N/A,0.02m,21st Apr 08
121,10122,Spectrobes: Origins,Wii,Genki,Disney Interactive Studios,7.4,N/A,0.19m,0.16m,0.02m,N/A,0.01m,18th Aug 09
122,10123,Iron Chef America: Supreme Cuisine,DS,Black Lantern Studios,Destineer,N/A,N/A,0.19m,0.18m,N/A,N/A,0.01m,18th Nov 08
123,10124,Sniper Elite,PS2,Rebellion Developments,Namco,N/A,N/A,0.19m,0.10m,0.07m,N/A,0.02m,18th Oct 05
124,10125,Among The Sleep    Read the review,PC,Krillbite Studio,Krillbite Studio,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th May 14
125,10126,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,DS,Sega,Sega,N/A,N/A,0.19m,N/A,N/A,0.19m,N/A,08th Dec 05
126,10127,Parlor! Mini 4,SNES,Nippon Telenet,Nippon Telenet,N/A,N/A,0.19m,N/A,N/A,0.19m,N/A,29th Nov 96
127,10128,Breath of Fire II,GBA,Capcom,Capcom,8.6,N/A,0.19m,0.14m,0.05m,N/A,0.00m,16th Apr 02
128,10129,BARRIER X,PC,Noclip,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
129,10130,Danganronpa 2: Goodbye Despair,PSP,Spike Chunsoft,Spike,N/A,N/A,0.19m,N/A,N/A,0.19m,N/A,26th Jul 12
130,10131,Conan,X360,Nihilistic Software,THQ,7.1,N/A,0.19m,0.16m,0.02m,N/A,0.01m,23rd Oct 07
131,10132,Ice Age 2: The Meltdown,GC,Eurocom Entertainment Software,Vivendi Games,7.4,N/A,0.19m,0.15m,0.04m,N/A,0.01m,14th Mar 06
132,10133,Petz Pony: Beauty Pageant,DS,HotGen Studios,Ubisoft,N/A,N/A,0.19m,0.18m,N/A,N/A,0.01m,13th Oct 09
133,10134,Steins;Gate,PSP,Nitro+,Kadokawa Shoten,N/A,N/A,0.19m,N/A,N/A,0.19m,N/A,23rd Jun 11
134,10135,Dinotopia: The Timestone Pirates,GBA,TDK Mediactive,TDK Core,6.1,N/A,0.19m,0.14m,0.05m,N/A,0.00m,30th Apr 02
135,10136,Dishonored: Definitive Edition,XOne,Arkane Studios,Bethesda Softworks,N/A,N/A,0.19m,0.13m,0.05m,N/A,0.02m,25th Aug 15
136,10137,Power Pro Kun Pocket 12,DS,PawaPuro Production,Konami,N/A,N/A,0.19m,N/A,N/A,0.19m,N/A,03rd Dec 09
137,10138,Rise of the Argonauts,PS3,Codemasters,Codemasters,5.3,N/A,0.19m,0.05m,0.12m,N/A,0.03m,16th Dec 08
138,10139,Peter Jackson's King Kong: The Official Game of the Movie,PSP,Phoenix Games Studio,Ubisoft,6.0,N/A,0.19m,0.16m,0.01m,N/A,0.02m,20th Dec 05
139,10140,One Piece: Burning Blood,XOne,Spike Chunsoft,Namco Bandai Games,N/A,N/A,0.19m,0.11m,0.07m,N/A,0.02m,31st May 16
140,10141,Rock Band Country Track Pack,PS3,Harmonix Music Systems,MTV Games,N/A,N/A,0.19m,0.18m,N/A,N/A,0.02m,21st Jul 09
141,10142,New Love Plus,3DS,Konami,Konami,N/A,N/A,0.19m,N/A,N/A,0.19m,N/A,24th Feb 12
142,10143,J-League Jikkyou Winning Eleven 3,PS,Konami,Konami,N/A,N/A,0.19m,N/A,N/A,0.18m,0.01m,11th Dec 97
143,10144,Are You Smarter Than a 5th Grader? Back to School,Wii,ImaginEngine,Nintendo,N/A,N/A,0.19m,0.18m,N/A,N/A,0.02m,02nd Nov 10
144,10145,We Wish You A Merry Christmas,Wii,Destineer,Destineer,N/A,N/A,0.19m,0.13m,0.04m,N/A,0.02m,27th Oct 09
145,10146,Jissen Pachi-Slot Hisshouhou,SNES,Sammy Corporation,Sammy Corporation,N/A,N/A,0.19m,N/A,N/A,0.19m,N/A,26th Nov 93
146,10147,Hot Wheels: Track Attack,Wii,THQ,THQ,N/A,N/A,0.19m,0.14m,0.04m,N/A,0.01m,23rd Nov 10
147,10148,Death Coming,PC,NEXT Studios,Zodiac Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Nov 17
148,10149,Manhunt,XB,Rockstar North,Rockstar Games,7.7,N/A,0.19m,0.14m,0.04m,N/A,0.01m,20th Apr 04
149,10150,Pet Zombies,3DS,1st Playable Productions,Majesco,N/A,N/A,0.19m,0.18m,N/A,N/A,0.02m,18th Oct 11
150,10151,Dynasty Warriors: Gundam 2    Read the review,X360,Omega Force,Namco Bandai,5.6,N/A,0.19m,0.07m,0.03m,0.08m,0.01m,21st Apr 09
151,10152,NCAA Final Four 2003,PS2,989 Sports,Sony Computer Entertainment,N/A,N/A,0.19m,0.09m,0.07m,N/A,0.02m,27th Nov 02
152,10153,Quantum Theory,PS3,Team Tachyon,Tecmo Koei,N/A,N/A,0.19m,0.05m,0.09m,0.02m,0.03m,28th Sep 10
153,10154,Dream Salon,DS,Zoo Games,Zoo Digital Publishing,N/A,N/A,0.19m,0.18m,N/A,N/A,0.01m,03rd Nov 09
154,10155,Scene It? Twilight,DS,Screenlife Games,Konami,N/A,N/A,0.19m,0.11m,0.07m,N/A,0.02m,09th Feb 10
155,10156,Shoppe Keep,PC,Strange Fire,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
156,10157,La-Mulana,PC,GR3 Project,GR3 Project,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th May 05
157,10158,Agarest: Generations of War,PC,Idea Factory,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
158,10159,The Great Ace Attorney - The Adventures of Ryuunosuke Naruhodou,3DS,Capcom,Capcom,N/A,N/A,0.19m,N/A,N/A,0.19m,N/A,09th Jul 15
159,10160,101-in-1 Explosive Megamix,DS,Nordcurrent,Atlus,N/A,N/A,0.19m,0.05m,0.13m,N/A,0.02m,21st Apr 09
160,10161,J-League Excite Stage '96,SNES,A-Max,Epoch,N/A,N/A,0.19m,N/A,N/A,0.19m,0.00m,26th Apr 96
161,10162,Electronic Super Joy,PC,Michael Todd Games,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
162,10163,The Smurfs 2,DS,Way Forward,Ubisoft,N/A,N/A,0.19m,N/A,0.18m,N/A,0.01m,23rd Jul 13
163,10164,Nobunaga no Yabou: Souzou,PS3,Koei Tecmo Games,Tecmo Koei,N/A,N/A,0.19m,N/A,N/A,0.19m,N/A,12th Dec 13
164,10165,Sword of the Stars: The Pit,PC,Kerberos Productions Inc.,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
165,10166,Shiren the Wanderer,Wii,ChunSoft,Atlus,7.4,N/A,0.19m,0.08m,N/A,0.11m,0.01m,09th Feb 10
166,10167,Breath of Fire: Dragon Quarter,PS2,Capcom,Capcom,7.6,N/A,0.19m,0.09m,0.07m,N/A,0.02m,16th Feb 03
167,10168,Spore Hero Arena,DS,Maxis,Electronic Arts,4.9,N/A,0.19m,0.18m,0.00m,N/A,0.01m,06th Oct 09
168,10169,Jikkyou J-League Perfect Striker,N64,Konami Computer Entertainment Osaka,Konami,N/A,N/A,0.19m,N/A,N/A,0.19m,0.00m,20th Dec 96
169,10170,Super Robot Taisen: Scramble Commander,PS2,Banpresto,Banpresto,N/A,N/A,0.19m,N/A,N/A,0.19m,N/A,06th Nov 03
170,10171,Re-Volt,PS,Probe Entertainment Limited,Acclaim Entertainment,N/A,N/A,0.19m,0.11m,0.07m,N/A,0.01m,31st Jul 99
171,10172,Primal Carnage: Extinction,PC,Circle 5 Studios,Pub Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03rd Apr 15
172,10173,Space Invaders Extreme 2,DS,Taito Corporation,Taito,8.1,N/A,0.19m,0.17m,0.01m,0.00m,0.01m,20th Oct 09
173,10174,Descent,PS,Parallax Software,Interplay,N/A,N/A,0.19m,0.11m,0.07m,N/A,0.01m,12th Mar 96
174,10175,Closure,PC,Glaiel Games,Glaiel Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 09
175,10176,Rabiez: Epidemic,PC,Sekerin Productions,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
176,10177,Conflict: Denied Ops,X360,Pivotal Games,Eidos Interactive,5.3,N/A,0.19m,0.08m,0.09m,N/A,0.02m,12th Feb 08
177,10178,Enchanted Arms,X360,From Software,Ubisoft,6.9,N/A,0.19m,0.16m,0.02m,N/A,0.01m,29th Aug 06
178,10179,Test Drive Unlimited 2,PC,Eden Studios,Atari,6.7,N/A,0.19m,0.05m,0.11m,N/A,0.03m,08th Feb 11
179,10180,SpongeBob SquigglePants 3D,3DS,WayForward Technologies,THQ,6.1,N/A,0.19m,0.13m,0.05m,N/A,0.02m,17th May 11
180,10181,South Park: The Stick of Truth,PC,Obsidian Entertainment,Ubisoft,N/A,N/A,0.19m,0.07m,0.10m,N/A,0.02m,04th Mar 14
181,10182,Taiko no Tatsujin: Wii U Version!,WiiU,Bandai Namco Games,Namco Bandai Games,N/A,N/A,0.19m,N/A,N/A,0.19m,N/A,21st Nov 13
182,10183,Bless Online,PC,Neowiz Corporation,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
