,Rank,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Year
462,10463,Gauntlet: Seven Sorrows,XB,Midway Studios San Diego,Midway Games,N/A,N/A,0.18m,0.14m,0.04m,N/A,0.01m,12th Dec 05
463,10464,AirForce Delta Storm,XB,KCE Studios,Konami,N/A,N/A,0.18m,0.14m,0.04m,N/A,0.01m,14th Nov 01
464,10465,Brunswick Pro Bowling,PS3,FarSight Studios,Crave Entertainment,N/A,N/A,0.18m,0.10m,0.05m,N/A,0.02m,21st Sep 10
465,10466,Conception II: Children of the Seven Stars,PSV,Spike Chunsoft,Atlus,N/A,N/A,0.18m,0.11m,N/A,0.04m,0.04m,15th Apr 14
466,10467,Monopoly Party,XB,Runecraft,Infogrames,N/A,N/A,0.18m,0.14m,0.04m,N/A,0.01m,29th Oct 02
467,10468,Fear Effect 2: Retro Helix,PS,Kronos Digital Entertainment,Eidos Interactive,N/A,N/A,0.18m,0.10m,0.07m,N/A,0.01m,21st Feb 01
468,10469,Contrast,PC,Unknown,Focus Home Interactive,N/A,N/A,0.02m,N/A,0.01m,N/A,0.00m,15th Nov 13
469,10470,MotoGP,Wii,MileStone Inc.,Capcom,N/A,N/A,0.18m,0.05m,0.11m,N/A,0.02m,24th Mar 09
470,10471,Mushroom Men: The Spore Wars,Wii,Red Fly Studio,SouthPeak Interactive,7.3,N/A,0.18m,0.16m,0.01m,N/A,0.01m,02nd Dec 08
471,10472,Doctor Who: Return to Earth,Wii,Asylum Entertainment,Asylum Entertainment,N/A,N/A,0.18m,N/A,0.16m,N/A,0.02m,12th Nov 10
472,10473,Chocobo no Fushigi Dungeon for WonderSwan,WS,SquareSoft,Bandai,N/A,N/A,0.18m,N/A,N/A,0.18m,0.00m,04th Mar 99
473,10474,International Superstar Soccer 2000 (JP weekly sales),N64,KCEO,Konami,N/A,N/A,0.18m,N/A,N/A,0.18m,N/A,03rd Aug 00
474,10475,Klonoa: Door to Phantomile,PS,Namco,Namco,N/A,N/A,0.18m,N/A,N/A,0.17m,0.01m,01st Jun 98
475,10476,Marvel Super Hero Squad: Comic Combat,Wii,THQ,THQ,N/A,N/A,0.18m,0.14m,0.03m,N/A,0.02m,15th Nov 11
476,10477,Vietcong: Purple Haze,PS2,Coyote Developments,Gathering of Developers,N/A,N/A,0.18m,0.09m,0.07m,N/A,0.02m,15th Sep 04
477,10478,Atari Anniversary Advance,GBA,Digital Eclipse,Atari,7.7,N/A,0.18m,0.13m,0.05m,N/A,0.00m,25th Mar 02
478,10479,Summer Athletics: The Ultimate Challenge,PS2,49Games,Conspiracy Entertainment,N/A,N/A,0.18m,N/A,0.00m,N/A,0.18m,29th Jul 08
479,10480,Creeper World 3: Arc Eternal,PC,Knuckle Cracker,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
480,10481,Alone In The Dark    Read the review,Wii,Hydravision Entertainment,Atari,3.1,N/A,0.18m,0.09m,0.08m,N/A,0.02m,23rd Jun 08
481,10482,Hatsune Miku and Future Stars: Project Mirai,3DS,Unknown,Sega,N/A,N/A,0.18m,N/A,N/A,0.18m,N/A,08th Mar 12
482,10483,Jeopardy!,DS,Griptonite Games,THQ,N/A,N/A,0.18m,0.17m,N/A,N/A,0.01m,02nd Nov 10
483,10484,Digimon Story: Cyber Sleuth,PSV,Media.Vision,Namco Bandai Games,N/A,N/A,0.18m,0.00m,N/A,0.18m,0.00m,02nd Feb 16
484,10485,Peggle Nights,PC,PopCap Games,PopCap Games,7.8,N/A,0.02m,N/A,0.02m,N/A,0.00m,16th Sep 08
485,10486,The Last Airbender,DS,THQ,THQ,N/A,N/A,0.18m,0.13m,0.04m,N/A,0.02m,29th Jun 10
486,10487,X-Men Origins: Wolverine,PS2,Amaze Entertainment,Activision,N/A,N/A,0.18m,0.13m,0.00m,N/A,0.05m,01st May 09
487,10488,TalkMan (Japan),PSP,Sony Computer Entertainment,Sony Computer Entertainment,N/A,N/A,0.18m,N/A,N/A,0.18m,N/A,17th Nov 05
488,10489,Big Hero 6: Battle in the Bay,3DS,GameMill,GameMill,N/A,N/A,0.18m,N/A,0.17m,N/A,0.01m,28th Oct 14
489,10490,Bloody Roar: Primal Fury,GC,Eighting / Raizing,Activision,7.9,N/A,0.18m,0.14m,0.04m,N/A,0.00m,18th Mar 02
490,10491,Mega Man Soccer,SNES,Capcom,Capcom,N/A,N/A,0.18m,0.04m,0.01m,0.13m,N/A,01st Jan 94
491,10492,You Don't Know Jack,PS3,"Jellyvision, Inc.",THQ,8.2,N/A,0.18m,0.16m,N/A,N/A,0.02m,08th Feb 11
492,10493,Anarchy Reigns,X360,PlatinumGames,Sega,N/A,N/A,0.18m,0.12m,0.02m,0.02m,0.02m,08th Jan 13
493,10494,Call of Juarez,X360,Techland,Ubisoft,6.9,N/A,0.18m,0.14m,0.02m,0.00m,0.01m,07th Jun 07
494,10495,Backbreaker,X360,NaturalMotion Games,505 Games,5.2,N/A,0.18m,0.17m,N/A,N/A,0.01m,01st Jun 10
495,10496,Deus Ex: The Fall,PC,Unknown,Square Enix,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Mar 14
496,10497,The Elder Scrolls IV: Shivering Isles,X360,Bethesda Softworks,Bethesda Softworks,8.9,N/A,0.18m,0.17m,N/A,N/A,0.01m,16th Oct 07
497,10498,Resident Evil: Revelations,PS4,Capcom,Capcom,7.2,N/A,0.18m,0.06m,0.06m,0.04m,0.02m,29th Aug 17
498,10499,FIFA 07 Soccer,GC,EA Canada,EA Sports,8.3,7.6,0.18m,0.14m,0.04m,N/A,0.00m,03rd Oct 06
499,10500,Rio,Wii,TBA,THQ,N/A,N/A,0.18m,0.13m,0.04m,N/A,0.01m,12th Apr 11
500,10501,Rabbids Party Collection,Wii,Ubisoft Montpellier,Ubisoft,N/A,N/A,0.18m,N/A,0.16m,N/A,0.02m,27th Aug 10
501,10502,Call of Duty: World at War,PC,Treyarch,Activision,8.6,N/A,0.18m,0.02m,0.14m,N/A,0.02m,10th Nov 08
502,10503,Pokémon I Choose You / Squirtle Squad Game Boy Advance Video,GBA,Nintendo,Nintendo,N/A,N/A,0.18m,0.13m,0.05m,N/A,0.00m,27th Sep 04
503,10504,Vampire Savior: The Lord of Vampire,SAT,Capcom,Capcom,N/A,N/A,0.18m,N/A,N/A,0.18m,0.00m,16th Apr 98
504,10505,Might & Magic: Clash of Heroes,DS,Capybara Games,Ubisoft,8.6,N/A,0.18m,0.15m,0.02m,N/A,0.01m,01st Dec 09
505,10506,Grand Slam Tennis 2    Read the review,X360,EA Sports,EA Sports,N/A,N/A,0.18m,0.10m,0.06m,N/A,0.02m,14th Feb 12
506,10507,Shrek SuperSlam,DS,Amaze Entertainment / Griptonite Games,Activision,N/A,N/A,0.18m,0.17m,0.00m,N/A,0.01m,25th Oct 05
507,10508,Space Run,PC,Unknown,Focus Home Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jul 14
508,10509,Super Robot Wars UX,3DS,Banpresto,Namco Bandai Games,N/A,N/A,0.18m,N/A,N/A,0.18m,N/A,14th Mar 13
509,10510,Lovely Planet,PC,QUICKTEQUILA,TinyBuild Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Jul 14
510,10511,Uncompromising Trash,PC,oblomysh,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
511,10512,Six Flags Fun Park,DS,7 Studios,Brash Entertainment,N/A,N/A,0.18m,0.17m,N/A,N/A,0.01m,11th Nov 08
512,10513,Test Drive Off-Road Wide Open,XB,Rockstar San Diego,Infogrames,N/A,N/A,0.18m,0.15m,0.03m,N/A,0.01m,14th Nov 01
513,10514,Adorables,PC,White Rabbit Games,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
514,10515,RollerCoaster Tycoon World,PC,Nvizzio Creations,Atari,N/A,N/A,0.05m,N/A,0.05m,N/A,0.00m,30th Mar 16
515,10516,Sing4: The Hits Edition,Wii,Crave,Crave Entertainment,N/A,N/A,0.18m,0.17m,N/A,N/A,0.01m,30th Aug 11
516,10517,de Blob 2,Wii,Blue Tongue,THQ,8.1,N/A,0.18m,0.11m,0.06m,N/A,0.02m,22nd Feb 11
517,10518,Pro Yakyuu Spirits 2011,PS3,PawaPuro Production,Konami,N/A,N/A,0.18m,N/A,N/A,0.18m,N/A,14th Apr 11
518,10519,Necropolis,PC,Harebrained Schemes,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
519,10520,Zork II: The Wizard of Frobozz,PC,Infocom,Infocom,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 81
520,10521,Multiwinia,PC,Introversion Software,Independent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Sep 08
521,10522,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,Griptonite Games,Buena Vista,N/A,N/A,0.18m,0.15m,0.01m,N/A,0.01m,14th Nov 05
522,10523,Ionball 2: Ionstorm,PC,Ironsun Studios,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
523,10524,Battle Commander: Hachibushu Shura no Heihou,SNES,Banpresto,Banpresto,N/A,N/A,0.18m,N/A,N/A,0.18m,N/A,29th Dec 91
524,10525,Senran Kagura 2: Deep Crimson,3DS,Tamsoft,Marvelous Entertainment,N/A,N/A,0.18m,0.06m,0.02m,0.08m,0.01m,15th Sep 15
525,10526,Bad Boys: Miami Takedown,XB,Blitz Games,Crave Entertainment,N/A,N/A,0.18m,0.14m,0.04m,N/A,0.01m,14th Sep 04
526,10527,Jampack Vol. 1,PS,Sony Computer Entertainment America,Sony Computer Entertainment,N/A,N/A,0.18m,0.10m,0.07m,N/A,0.01m,01st Jan 97
527,10528,Bomber Crew,PC,Runner Duck,Curve Digital,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Oct 17
528,10529,The Chronicles of Narnia: Prince Caspian,X360,Traveller's Tales,Disney Interactive Studios,6.3,N/A,0.18m,0.16m,0.01m,N/A,0.01m,15th May 08
529,10530,Mega Man X: Command Mission,PS2,Capcom,Capcom,N/A,N/A,0.18m,0.09m,0.07m,N/A,0.02m,21st Sep 04
530,10531,Tokyo Xtreme Racer DRIFT,PS2,Genki,Crave Entertainment,N/A,N/A,0.18m,0.09m,0.07m,N/A,0.02m,18th Apr 06
531,10532,Moon,PS,Lovedelic,ASCII Entertainment,N/A,N/A,0.18m,N/A,N/A,0.17m,0.01m,16th Oct 97
532,10533,Call of Duty: Modern Warfare Trilogy,X360,Infinity Ward,Activision,N/A,N/A,0.18m,0.13m,0.04m,N/A,0.02m,17th May 16
533,10534,Mobile Suit Gundam: Extreme VS Force,PSV,Namco Bandai Games,Namco Bandai Games,N/A,N/A,0.18m,N/A,N/A,0.18m,N/A,01st Jan 17
534,10535,Cabela's Big Game Hunter 2005 Adventures,XB,FUN Labs,Activision,N/A,N/A,0.18m,0.13m,0.04m,N/A,0.01m,23rd Nov 04
535,10536,Sumikko Gurashi: Koko ga Ochitsukundesu,3DS,Nippon Columbia,Nippon Columbia,N/A,N/A,0.18m,N/A,N/A,0.18m,N/A,20th Nov 14
536,10537,Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,All,Gust,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
537,10538,Hanjuku Eiyuu Tai 3D,PS2,Square Enix,Square Enix,N/A,N/A,0.17m,N/A,N/A,0.17m,N/A,26th Jun 03
538,10539,Musashi: Samurai Legend,PS2,Square Enix,Square Enix,6.9,N/A,0.15m,0.07m,0.06m,N/A,0.02m,15th Mar 05
539,10540,Re-Volt,N64,Probe Entertainment Limited,Acclaim Entertainment,N/A,N/A,0.18m,0.14m,0.04m,N/A,0.00m,31st Jul 99
540,10541,Romance of the Three Kingdoms XIII,All,Koei,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
541,10542,Samurai Warriors 4-II,All,Koei Tecmo Games,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
542,10543,Sesame Street: Elmo's Letter Adventure,N64,Realtime Associates,NewKidCo,N/A,N/A,0.18m,0.14m,0.04m,N/A,0.00m,15th Nov 99
543,10544,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon    Read the review,PS2,Atlus Co.,Atlus,8.0,N/A,0.13m,0.07m,0.05m,N/A,0.02m,12th May 09
544,10545,Defender's Quest,PC,Level Up Labs,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
545,10546,Metal Gear Ac!d 2,PSP,Kojima Productions,Konami,8.3,N/A,0.18m,0.11m,0.01m,0.05m,0.01m,21st Mar 06
546,10547,Gokujou Parodius,SNES,Konami,Konami,N/A,N/A,0.18m,N/A,N/A,0.18m,N/A,25th Nov 94
547,10548,Pure Futbol,X360,Ubisoft Vancouver,Ubisoft,3.8,N/A,0.18m,0.08m,0.08m,N/A,0.02m,01st Jun 10
548,10549,Gauntlet: Dark Legacy,GC,Midway Games West,Midway Games,N/A,N/A,0.18m,0.14m,0.04m,N/A,0.00m,06th Mar 02
549,10550,A.C.E.: Another Century's Episode 2,PS2,From Software,Banpresto,N/A,N/A,0.18m,N/A,N/A,0.18m,N/A,30th Mar 06
550,10551,Pro Evolution Soccer 2013,3DS,Konami,Konami Digital Entertainment,N/A,N/A,0.18m,0.05m,0.02m,0.10m,0.01m,12th Feb 13
551,10552,Shadow The Hedgehog,XB,Sonic Team,Sega,5.0,N/A,0.18m,0.13m,0.04m,N/A,0.01m,15th Nov 05
552,10553,Squeeballs Party,DS,Eiconic Games,Aksys Games,N/A,N/A,0.18m,0.17m,0.00m,N/A,0.01m,12th Oct 09
553,10554,Krater,PC,Fatshark,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Jun 12
554,10555,Ben 10 Ultimate Alien: Cosmic Destruction,X360,Papaya Studios,D3 Publisher,N/A,N/A,0.18m,0.10m,0.06m,N/A,0.02m,05th Oct 10
555,10556,Shaun White Skateboarding,Wii,Ubisoft Montreal,Ubisoft,N/A,N/A,0.18m,0.13m,0.03m,N/A,0.01m,24th Oct 10
556,10557,World of Outlaws: Sprint Cars,X360,Big Ant Studios,THQ,N/A,N/A,0.18m,0.17m,N/A,N/A,0.01m,09th Feb 10
557,10558,SoulCalibur Legends,Wii,Project Soul,Namco Bandai,4.8,N/A,0.18m,0.16m,0.01m,N/A,0.01m,20th Nov 07
558,10559,Zup!,PC,Quiet River,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
559,10560,Batman: Vengeance,GBA,Ubisoft,Ubisoft,6.2,N/A,0.18m,0.13m,0.05m,N/A,0.00m,30th Oct 01
560,10561,Machine Made: Rebirth,PC,Proteus Studios,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
561,10562,Trinity Universe,PS3,Nippon Ichi Software / Gust,NIS America,6.2,N/A,0.18m,0.07m,0.06m,0.03m,0.02m,29th Jun 10
562,10563,MLB 11: The Show,PSP,SCEA San Diego Studios,Sony Computer Entertainment,N/A,N/A,0.18m,0.16m,N/A,N/A,0.02m,08th Mar 11
563,10564,Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,DC,Smilebit,Sega,N/A,N/A,0.18m,N/A,N/A,0.18m,0.00m,21st Dec 00
564,10565,Spider-Man: Friend or Foe,PSP,Artificial Mind and Movement,Activision,5.0,N/A,0.18m,0.16m,0.00m,N/A,0.01m,02nd Oct 07
565,10566,The Adventures of Cookie & Cream,PS2,From Software,Agetec,N/A,N/A,0.18m,0.09m,0.07m,N/A,0.02m,30th Apr 01
566,10567,Enemy Front,PC,City Interactive,City Interactive,N/A,N/A,0.00m,N/A,0.00m,N/A,0.00m,10th Jun 14
567,11001,Star Wars: Super Bombad Racing,PS2,Lucas Learning,LucasArts,N/A,N/A,0.16m,0.08m,0.06m,N/A,0.02m,23rd Apr 01
568,11002,Castlevania Judgment,Wii,Konami / Eighting,Konami,4.6,7.5,0.16m,0.12m,0.02m,0.01m,0.01m,18th Nov 08
569,11003,Final Fantasy Type-0 HD,PC,Square Enix,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
570,11004,NBA Live 08,Wii,EA Canada,Electronic Arts,N/A,N/A,0.16m,0.15m,0.00m,N/A,0.01m,02nd Oct 07
571,11005,Hamster Heroes,Wii,Data Design Interactive,Unknown,N/A,N/A,0.16m,0.16m,N/A,N/A,N/A,31st Dec 20
572,11006,Hot Wheels Velocity X,GBA,Saffire Corporation,THQ,5.2,N/A,0.16m,0.12m,0.04m,N/A,0.00m,31st Oct 02
573,11007,Akiba's Trip: Undead & Undressed,PSV,Acquire,Xseed Games,N/A,N/A,0.16m,0.04m,0.02m,0.08m,0.02m,12th Aug 14
574,11008,Alien Resurrection,PS,Argonaut Games,Fox Interactive,5.2,N/A,0.16m,0.09m,0.06m,N/A,0.01m,10th Oct 00
575,11009,World Tour Soccer 2005,PS2,SCEE London Studio,Sony Computer Entertainment,N/A,N/A,0.16m,0.08m,0.06m,N/A,0.02m,14th Apr 04
576,11010,The Butterfly Sign: Human Error,PC,Quantum Phoenix Studio,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
577,11011,Splatterhouse,PS3,BottleRocket,Namco Bandai,N/A,N/A,0.16m,0.13m,0.02m,N/A,0.02m,23rd Nov 10
578,11012,Star Ocean: Till the End of Time Director's Cut,PS2,tri-Ace,Square Enix,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Jan 04
579,11013,Leisure Suit Larry: Box Office Bust,X360,Team17 Software,Codemasters,N/A,N/A,0.16m,0.14m,0.01m,N/A,0.01m,31st Mar 09
580,11014,Create,PS3,EA Bright Light,Electronic Arts,6.4,N/A,0.16m,0.11m,0.03m,N/A,0.02m,16th Nov 10
581,11015,Trivial Pursuit: Bet You Know It,Wii,EA Salt Lake,Electronic Arts,N/A,N/A,0.16m,0.10m,0.04m,N/A,0.02m,01st Nov 11
582,11016,Ashes of the Singularity: Escalation,PC,Stardock,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
583,11017,Dead Rising 4: Frank's Big Package,PS4,Capcom,Capcom,N/A,N/A,0.16m,0.08m,0.05m,N/A,0.03m,05th Dec 17
584,11018,Clash of the Titans: The Videogame,X360,Game Republic,Namco Bandai,3.8,N/A,0.16m,0.08m,0.06m,0.00m,0.02m,27th Jul 10
585,11019,Valdis Story: Abyssal City,PC,Unknown,Endless Fluff Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Sep 13
586,11020,Act of Aggression,PC,Eugen Systems,Focus Home Interactive,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,02nd Sep 15
587,11021,Dungeon Siege: Throne of Agony,PSP,SuperVillain Studios,2K Games,N/A,N/A,0.16m,0.13m,0.02m,N/A,0.02m,30th Oct 06
588,11022,ESPN College Hoops,PS2,Visual Concepts,Sega,N/A,N/A,0.16m,0.08m,0.06m,N/A,0.02m,13th Nov 03
589,11023,Theatrhythm Dragon Quest,3DS,Square Enix,Square Enix,N/A,N/A,0.16m,N/A,N/A,0.16m,N/A,26th Mar 15
590,11024,Family Game Night 4: The Game Show,Wii,Electronic Arts,Electronic Arts,N/A,N/A,0.16m,0.12m,0.03m,N/A,0.01m,01st Nov 11
591,11025,F1 Championship Season 2000,PS2,EA Sports,Electronic Arts,N/A,N/A,0.16m,0.06m,0.05m,0.03m,0.02m,19th Dec 00
592,11026,Putty Squad,PS4,System 3,System 3,N/A,N/A,0.16m,0.06m,0.07m,N/A,0.03m,29th Nov 13
593,11027,Bakugan Battle Brawlers: Defenders of the Core,PSP,Now Production,Activision,N/A,N/A,0.16m,0.09m,0.04m,N/A,0.03m,02nd Nov 10
594,11028,Pen 1 Grand Prix: Penguin no Mondai Special,DS,Konami,Konami,N/A,N/A,0.16m,N/A,N/A,0.16m,N/A,17th Dec 09
595,11029,Robotech: Battlecry,GC,Vicious Cycle,TDK Mediactive,7.2,N/A,0.16m,0.13m,0.03m,N/A,0.00m,11th Oct 02
596,11030,Hexcells,PC,Matthew Brown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
597,11031,Anna - Extended Edition,PC,Dreampainters,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
598,11032,Zapper: One Wicked Cricket!,PS2,Blitz Games,Infogrames,5.7,N/A,0.16m,0.08m,0.06m,N/A,0.02m,03rd Nov 02
599,11033,PARTICLE MACE,PC,Andy Wallace,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
600,11034,Bomberman Land,PS,Hudson Soft,Hudson Soft,N/A,N/A,0.16m,N/A,N/A,0.15m,0.01m,21st Dec 00
601,11035,Paws & Claws: Pet Resort,GBA,ValuSoft,THQ,N/A,N/A,0.16m,0.12m,0.04m,N/A,0.00m,13th Feb 06
602,11036,King's Bounty: Warriors of the North,PC,1C-SoftClub,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
603,11037,Kya: Dark Lineage,PS2,Eden Games,Atari,N/A,N/A,0.16m,0.08m,0.06m,N/A,0.02m,18th Nov 03
604,11038,Aquaria,PC,Bit Blot,Bit Blot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th Dec 07
605,11039,NPPL Championship Paintball 2009,PS3,Sand Grain Studios,Activision,N/A,N/A,0.16m,0.15m,0.00m,N/A,0.02m,18th Nov 08
606,11040,Curious George,GBA,Torus Games,Namco,6.6,N/A,0.16m,0.12m,0.04m,N/A,0.00m,01st Feb 06
607,11041,12 Labours of Hercules,PC,Jetdogs Studios,Jetdogs Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Mar 15
608,11042,Lethal Skies II,PS2,"Asmik Ace Entertainment, Inc.",Sammy Corporation,N/A,N/A,0.16m,0.08m,0.06m,N/A,0.02m,09th Sep 03
609,11043,Guilty Gear Judgment,PSP,Arc System Works,Majesco,7.5,N/A,0.16m,0.13m,0.00m,0.02m,0.01m,05th Sep 06
610,11044,Puzzle Quest: Galactrix,DS,Infinite Interactive,D3 Publisher,N/A,N/A,0.16m,0.15m,0.00m,N/A,0.01m,24th Feb 09
611,11045,NCAA Football 09 All-Play    Read the review,Wii,Team Fusion,EA Sports,5.3,N/A,0.16m,0.15m,N/A,N/A,0.01m,15th Jul 08
612,11046,Lara Croft and the Temple of Osiris,PC,Crystal Dynamics,Square Enix,N/A,N/A,0.02m,N/A,0.02m,N/A,0.00m,09th Dec 14
613,11047,Fracture,PS3,Day 1 Studios,LucasArts,4.0,N/A,0.16m,0.11m,0.04m,N/A,0.02m,07th Oct 08
614,11048,Tom and Jerry: Infurnal Escape,GBA,Cinegroupe,NewKidCo,N/A,N/A,0.16m,0.12m,0.04m,N/A,0.00m,14th Mar 03
615,11049,Vampyr    Read the review,PC,DONTNOD Entertainment,Focus Home Interactive,N/A,N/A,0.00m,N/A,0.00m,N/A,0.00m,05th Jun 18
616,12001,Tower of Guns,PC,Terrible Posture Games,Terrible Posture Games LLC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Mar 14
617,12002,Angry Video Game Nerd Adventures,PC,Freakzone Games,Screenwave Media,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Sep 13
618,12003,Ape Escape Academy (jp sales),PSP,Shift,Sony Computer Entertainment,N/A,N/A,0.14m,N/A,0.00m,0.13m,N/A,17th Jan 06
619,12004,Paws & Claws: Pet Vet 2,DS,ValuSoft,THQ,N/A,N/A,0.14m,0.13m,N/A,N/A,0.01m,07th Aug 07
620,12005,Fairy Fencer F,PC,Compile Heart,Idea Factory International,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Aug 15
621,12006,Overstrike,X360,Insomniac Games,Electronic Arts,N/A,N/A,0.14m,0.09m,0.03m,N/A,0.01m,28th May 13
622,12007,Create,X360,EA Bright Light,Electronic Arts,6.3,N/A,0.14m,0.10m,0.03m,N/A,0.01m,16th Nov 10
623,12008,In the Hunt,PS,Xing Entertainment,THQ,N/A,N/A,0.14m,0.03m,0.02m,0.07m,0.01m,01st Mar 96
624,12009,Daytona USA Championship Circuit Edition,SAT,Sega-AM3,Sega,N/A,N/A,0.14m,N/A,N/A,0.14m,N/A,25th Nov 96
625,12010,Marvel vs. Capcom 2,XB,Capcom,Capcom,N/A,N/A,0.14m,0.09m,0.03m,0.01m,0.00m,27th Mar 03
626,12011,Sega Genesis Collection,PS2,Digital Eclipse,Sega,N/A,N/A,0.14m,N/A,0.02m,N/A,0.12m,07th Nov 06
627,12012,NCIS,X360,Ubisoft,Ubisoft,N/A,N/A,0.14m,0.10m,0.02m,N/A,0.01m,01st Nov 11
628,12013,Hard Rock Casino,PSP,Crave Entertainment,Crave Entertainment,3.8,N/A,0.14m,0.12m,0.00m,N/A,0.01m,24th Apr 07
629,12014,140,PC,Carlsen Games,Carlsen Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Oct 13
630,12015,Imagine: Fashion Stylist,DS,Magic Pockets,Ubisoft,N/A,N/A,0.14m,0.13m,N/A,N/A,0.01m,02nd Nov 10
631,12016,Fear Factor: Unleashed,GBA,Arush Entertainment,Hip Interactive,3.0,N/A,0.14m,0.10m,0.04m,N/A,0.00m,17th Nov 04
632,12017,Cat Goes Fishing,PC,Cat5Games,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Jan 15
633,12018,Robots,DS,Amaze Entertainment,VU Games,4.5,N/A,0.14m,0.12m,0.00m,N/A,0.01m,24th Feb 05
634,12019,Shantae and the Pirate's Curse,PC,WayForward,WayForward,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Apr 15
635,12020,Deception IV: Blood Ties,PSV,Tecmo Koei Games,Tecmo Koei,N/A,N/A,0.14m,0.02m,0.03m,0.07m,0.02m,25th Mar 14
636,12021,Alvin and the Chipmunks,DS,Sensory Sweep Studios,Brash Entertainment,N/A,N/A,0.14m,0.12m,0.00m,N/A,0.01m,04th Dec 07
637,12022,Heroes over Europe,X360,Transmission Games,Ubisoft,N/A,N/A,0.14m,0.10m,0.02m,N/A,0.01m,15th Sep 09
638,12023,Absolute Drift,PC,Funselektor Labs Inc.,Funselektor Labs Inc.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Jul 15
639,12024,Houshinengi,PS,Koei / Inis,KOEI,N/A,N/A,0.14m,N/A,N/A,0.13m,0.01m,10th Sep 98
640,12025,Teslagrad,PC,Rain Games,Rain Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Sep 15
641,12026,7th Dragon,DS,imageepoch Inc.,Sega,N/A,N/A,0.14m,N/A,N/A,0.14m,N/A,05th Mar 09
642,12027,Pet Pals: Animal Doctor,Wii,Legacy Interactive,Legacy Interactive,N/A,N/A,0.14m,0.13m,N/A,N/A,0.01m,11th Nov 08
643,12028,Garden Rescue,PC,Rainbow Games,Rainbow Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Feb 15
644,12029,LEGO Island Xtreme Stunts,GBA,Silicon Dreams,LEGO Media,N/A,N/A,0.14m,0.10m,0.04m,N/A,0.00m,15th Nov 02
645,12030,Happy Feet,Wii,Artificial Mind and Movement,Midway Games,N/A,N/A,0.14m,0.12m,0.00m,N/A,0.01m,13th Nov 06
646,12031,MotoGP 17,PS4,Milestone S.r.l.,Koch Media,N/A,N/A,0.14m,0.04m,0.07m,N/A,0.02m,11th Jul 17
647,12032,Bust-A-Move Deluxe,PSP,Dreams,Majesco,7.1,N/A,0.14m,0.13m,0.00m,N/A,0.01m,04th Apr 06
