,Rank,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Year
617,145,Grand Theft Auto V,PS3,Rockstar North,Rockstar Games,9.4,N/A,20.32m,6.37m,9.85m,0.99m,3.12m,17th Sep 13
618,146,Super Mario Odyssey    Read the review,NS,Nintendo EPD,Nintendo,9.9,N/A,11.71m,5.10m,3.75m,2.02m,0.84m,27th Oct 17
619,147,Fallout 4,All,Bethesda Game Studios,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
620,148,FIFA 19,All,EA Vancouver,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
621,149,Frogger,Series,Konami,Konami,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Oct 81
622,150,Gundam,Series,Banpresto,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
623,151,Lemmings,Series,DMA Design,Psygnosis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Feb 91
624,152,Marvel's Spider-Man    Read the review,PS4,Insomniac Games,Sony Interactive Entertainment,9.1,N/A,8.76m,3.64m,3.39m,0.32m,1.41m,07th Sep 18
625,153,Naruto: Ultimate Ninja,Series,CyberConnect2,Bandai Namco Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Jun 06
626,154,Prince of Persia,Series,Broderbund,Broderbund,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03rd Aug 89
627,155,Rayman Raving Rabbids,Series,Ubisoft,Ubisoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Nov 06
628,156,SimCity,Series,Maxis,Maxis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Feb 89
629,157,Simple,Series,Bandai Namco Studios,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
630,158,SingStar,Series,London Studios,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
631,159,Sniper Elite,Series,Rebellion Developments,Namco,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Oct 05
632,160,SpongeBob SquarePants,Series,Vicarious Visions,THQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Mar 01
633,161,Spyro,Series,Insomniac Games,Sony Computer Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Sep 98
634,162,Tom Clancy's The Division,Series,Massive Entertainment,Ubisoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Mar 16
635,163,Watch Dogs,Series,Ubisoft,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
636,164,Grand Theft Auto V,PS4,Rockstar North,Rockstar Games,9.7,N/A,19.39m,6.06m,9.71m,0.60m,3.02m,18th Nov 14
637,165,StarCraft,Series,Blizzard Entertainment,Blizzard Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Mar 98
638,166,Super Robot Wars,Series,Banpresto,Bandai,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Apr 91
639,167,Teenage Mutant Ninja Turtles,Series,Konami,Konami,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th May 89
640,168,Brain Age: Train Your Brain in Minutes a Day,DS,Nintendo SDD,Nintendo,8.1,N/A,20.16m,4.74m,9.21m,4.16m,2.04m,17th Apr 06
641,169,Call of Duty: Ghosts,All,Infinity Ward,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
642,170,Driver,Series,Ubisoft Reflections,GT Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Jun 99
643,171,WarCraft,Series,Blizzard Entertainment,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
644,172,Mario Kart 7,3DS,Nintendo EAD / Retro Studios,Nintendo,8.2,N/A,15.49m,6.03m,5.35m,3.00m,1.11m,04th Dec 11
645,173,Luigi's Mansion,Series,Nintendo,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Nov 01
646,174,Midnight Club,Series,Rockstar San Diego,Rockstar Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Oct 00
647,175,Super Mario Land,GB,Nintendo R&D1,Nintendo,N/A,N/A,18.14m,10.83m,2.71m,4.18m,0.42m,01st Aug 89
648,176,Pokémon Diamond / Pearl Version,DS,Game Freak,Nintendo,8.6,N/A,18.25m,6.38m,4.47m,6.04m,1.36m,28th Apr 07
649,177,Grand Theft Auto: Vice City,All,Rockstar North,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
650,178,Grand Theft Auto: San Andreas,PS2,Rockstar North,Rockstar Games,9.5,N/A,20.81m,9.43m,0.40m,0.41m,10.57m,26th Oct 04
651,179,Super Mario Bros. 3,NES,Nintendo R&D2,Nintendo,N/A,N/A,17.28m,9.54m,3.44m,3.84m,0.46m,12th Feb 90
652,180,RollerCoaster Tycoon,Series,Chris Sawyer Productions,Hasbro Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Mar 99
653,181,Terraria,PC,Re-Logic,Unknown,8.8,N/A,0.14m,N/A,0.13m,N/A,0.01m,16th May 11
654,182,The Lord of the Rings,Series,Beam Software,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
655,183,Professor Layton,Series,Level-5,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Feb 08
656,184,Zuma,Series,Oberon Media,PopCap Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Dec 03
657,185,Zuma,All,Oberon Media,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
658,186,Garry's Mod,PC,Facepunch Studios,Valve,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Nov 06
659,187,Splatoon,Series,Nintendo,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th May 15
660,188,Monster Hunter: World,All,Capcom,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
661,189,Hitman,Series,IO Interactive,Eidos Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Nov 00
662,190,Ace Combat,Series,Namco,Namco,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Sep 95
663,191,Pokemon Mystery Dungeon,Series,Chunsoft,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Sep 06
664,192,Pokémon X/Y,3DS,Game Freak,Nintendo,8.9,9.7,16.13m,5.68m,5.06m,4.40m,0.99m,12th Oct 13
665,193,Uncharted 4: A Thief's End,PS4,Naughty Dog,Sony Interactive Entertainment,9.2,N/A,10.33m,4.49m,3.93m,0.21m,1.70m,10th May 16
666,194,Pokémon Ruby / Sapphire Version,GBA,Game Freak,Nintendo,8.8,N/A,15.85m,6.06m,3.90m,5.38m,0.50m,17th Mar 03
667,195,Pokémon Sun/Moon,3DS,Game Freak,Nintendo,9.0,N/A,15.17m,6.02m,4.34m,3.82m,0.99m,18th Nov 16
668,196,Grand Theft Auto: Vice City,PS2,Rockstar North,Rockstar Games,9.6,N/A,16.15m,8.41m,5.49m,0.47m,1.78m,28th Oct 02
669,197,FIFA 11,All,EA Canada,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
670,198,Mass Effect,Series,BioWare,Microsoft Game Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Nov 07
671,199,Need for Speed: Most Wanted,All,EA Canada,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
672,200,The Sims,All,Maxis,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
673,201,Final Fantasy X/X-2,All,Square,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
674,202,The Witcher 3: Wild Hunt,PC,CD Projekt Red Studio,Warner Bros. Interactive Entertainment,N/A,N/A,0.91m,0.29m,0.55m,N/A,0.07m,19th May 15
675,203,Grand Theft Auto V,X360,Rockstar North,Rockstar Games,N/A,N/A,15.86m,9.06m,5.33m,0.06m,1.42m,17th Sep 13
676,204,Naruto: Ultimate Ninja Storm,Series,CyberConnect2,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
677,205,Pokémon Black / White Version,DS,Game Freak,Nintendo,8.6,9.0,15.18m,5.51m,3.20m,5.66m,0.80m,06th Mar 11
678,206,Mario Tennis,Series,Nintendo,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Aug 95
679,207,Call of Duty: Black Ops 3,PS4,Treyarch,Activision,N/A,N/A,15.09m,6.18m,6.05m,0.41m,2.44m,06th Nov 15
680,208,Counter-Strike: Source,PC,Valve Software,VU Games,9.3,N/A,0.08m,N/A,0.07m,N/A,0.01m,16th Nov 04
681,209,Backyard Sports,Series,Humongous Entertainment,Humongous Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 97
682,210,Barbie,Series,Imagineering,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
683,211,Battlefield 3,All,EA DICE,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
684,212,Burnout,Series,Criterion Games,Acclaim Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Nov 01
685,213,Famista,Series,Namco,Namco,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Dec 86
686,214,Gex,Series,Crystal Dynamics,BMG Interactive Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Apr 95
687,215,Just Cause,Series,Avalanche Studios,Eidos Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Sep 06
688,216,Need for Speed: Underground,All,EA Black Box,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
689,217,Red Dead Redemption,All,Rockstar San Diego,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
690,218,Sonic the Hedgehog,GEN,Sonic Team,Sega,N/A,N/A,4.34m,3.03m,0.91m,0.26m,0.13m,23rd Jun 91
691,219,SoulCalibur,Series,Project Soul,Namco,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Dec 96
692,220,The Elder Scrolls Online,All,ZeniMax Online Studios,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
693,221,Gran Turismo 3: A-Spec,PS2,Polyphony Digital,Sony Computer Entertainment,9.3,N/A,14.98m,6.85m,5.09m,1.87m,1.16m,09th Jul 01
694,222,Brain Age 2: More Training in Minutes a Day,DS,Nintendo SDD,Nintendo,8.0,N/A,15.29m,3.43m,5.36m,5.32m,1.18m,20th Aug 07
695,223,Call of Duty: Modern Warfare 3,X360,Infinity Ward,Activision,8.7,N/A,14.82m,9.07m,4.29m,0.13m,1.33m,08th Nov 11
696,224,Call of Duty: Black Ops,X360,Treyarch,Activision,8.8,N/A,14.74m,9.76m,3.73m,0.11m,1.14m,09th Nov 10
697,225,Pokémon Yellow: Special Pikachu Edition,GB,Game Freak,Nintendo,8.7,N/A,14.64m,5.89m,5.04m,3.12m,0.59m,19th Oct 99
698,226,FIFA 13,All,EA Canada,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
699,227,Grand Theft Auto III,All,Rockstar North,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
700,228,Halo 3    Read the review,X360,Bungie Studios,Microsoft Game Studios,9.6,9.5,12.13m,7.97m,2.81m,0.13m,1.21m,25th Sep 07
701,229,Momotaro Dentetsu,Series,Hudson Soft,Hudson Soft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Dec 88
702,230,Pokémon Omega Ruby/Pokémon Alpha Sapphire,3DS,Game Freak,Nintendo,N/A,N/A,12.73m,4.78m,3.98m,3.15m,0.82m,21st Nov 14
703,231,Everybody's Golf,Series,Camelot Software,Sony Computer Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Apr 98
704,232,Dead Island,Series,Techland,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
705,233,Dead Rising,Series,Capcom,Capcom,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Aug 06
706,234,Mafia,Series,Illusion Softworks,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
707,235,NBA 2K20,All,Visual Concepts,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
708,236,Star Wars Battlefront (2015),All,EA DICE,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
709,237,Yakuza,Series,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Sep 06
710,238,Yo-kai Watch,Series,Level 5,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Nov 15
711,239,Portal,All,Valve,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
712,240,Red Dead Redemption 2    Read the review,PS4,Rockstar Games,Rockstar Games,9.8,N/A,13.94m,5.26m,6.21m,0.21m,2.26m,26th Oct 18
713,241,Metroid,Series,Nintendo,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Aug 87
714,242,Call of Duty: Black Ops II,X360,Treyarch,Activision,N/A,N/A,13.86m,8.27m,4.32m,0.07m,1.20m,13th Nov 12
715,243,Super Mario Party    Read the review,NS,"Nd Cube Co., Ltd.",Nintendo,7.3,N/A,4.97m,2.12m,1.64m,0.85m,0.36m,05th Oct 18
716,244,Call of Duty: Black Ops II,PS3,Treyarch,Activision,N/A,N/A,13.80m,4.99m,5.88m,0.65m,2.28m,13th Nov 12
717,245,Cyberpunk 2077,All,CD Projekt Red Studio,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
718,246,Call of Duty: Modern Warfare 2    Read the review,X360,Infinity Ward,Activision,9.5,9.0,13.53m,8.54m,3.63m,0.08m,1.28m,10th Nov 09
719,247,Guild Wars,Series,ArenaNet,NCSoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Apr 05
720,248,Call of Duty: WWII    Read the review,PS4,Sledgehammer Games,Activision,8.0,N/A,13.40m,4.67m,6.21m,0.40m,2.12m,03rd Nov 17
721,249,New Super Mario Bros. 2,3DS,Nintendo,Nintendo,7.5,N/A,11.33m,3.95m,4.07m,2.59m,0.72m,19th Aug 12
722,250,Call of Duty: Modern Warfare 3,PS3,Infinity Ward,Activision,8.8,N/A,13.35m,5.54m,5.78m,0.49m,1.54m,08th Nov 11
723,251,Super Smash Bros. Brawl    Read the review,Wii,Project Sora,Nintendo,9.2,9.7,12.91m,6.64m,2.57m,2.67m,1.03m,09th Mar 08
724,252,Grand Theft Auto III,PS2,DMA Design,Rockstar Games,9.5,N/A,13.10m,6.99m,4.51m,0.30m,1.30m,23rd Oct 01
725,253,Persona,Series,Atlus,Atlus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Nov 96
726,254,Portal 2,PC,Valve Software,Valve,9.7,N/A,0.75m,0.33m,0.33m,N/A,0.10m,19th Apr 11
727,255,Paper Mario,Series,Intelligent Systems,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Feb 01
728,256,ARMA,Series,Bohemia Interactive,505 Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th May 07
729,257,Call of Duty 4: Modern Warfare,All,Infinity Ward,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
730,258,Minecraft,X360,Mojang,Microsoft Studios,N/A,N/A,9.82m,5.96m,2.94m,0.02m,0.90m,04th Jun 13
731,259,"Pokémon: Let's Go, Pikachu/Eevee",NS,Game Freak,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Nov 18
732,260,Scribblenauts,Series,5th Cell,Warner Bros. Interactive Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Sep 09
733,261,Animal Crossing: New Leaf,3DS,Nintendo EAD,Nintendo,8.6,N/A,10.90m,2.46m,3.06m,4.90m,0.48m,09th Jun 13
734,262,Super Mario Galaxy    Read the review,Wii,Nintendo EAD Tokyo,Nintendo,9.7,9.6,11.40m,6.06m,3.38m,1.20m,0.76m,12th Nov 07
735,263,Super Mario 3D Land,3DS,Nintendo EAD Tokyo,Nintendo,8.9,N/A,11.56m,5.10m,3.46m,2.15m,0.85m,13th Nov 11
736,264,Pokémon Heart Gold / Soul Silver Version    Read the review,DS,Game Freak,Nintendo,8.6,N/A,11.78m,4.34m,2.72m,3.96m,0.76m,14th Mar 10
737,265,Call of Duty: Black Ops,PS3,Treyarch,Activision,8.7,N/A,12.67m,6.01m,4.40m,0.48m,1.78m,09th Nov 10
738,266,Grand Theft Auto V,PC,Rockstar North,Rockstar Games,N/A,N/A,1.33m,0.48m,0.76m,N/A,0.10m,14th Apr 15
739,267,Final Fantasy VII,All,Square,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
740,268,Fable,Series,Big Blue Box,Microsoft Game Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Sep 04
741,269,Batman: Arkham City,All,Rocksteady Studios,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
742,270,Myst,Series,"Cyan, Inc.",Broderbund,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Sep 93
743,271,The Witcher 3: Wild Hunt,PS4,CD Projekt Red Studio,Warner Bros. Interactive Entertainment,N/A,N/A,5.39m,1.48m,2.82m,0.28m,0.81m,19th May 15
744,272,Metro,Series,4a-games,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
745,273,Mario & Luigi,Series,AlphaDream,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Nov 03
746,274,Wario,Series,Nintendo,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Mar 94
747,275,Resident Evil 5,All,Capcom,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
748,276,Assassin's Creed III,All,Ubisoft Montreal,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
749,277,Bomberman,Series,Hudson Soft,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
750,278,Borderlands 3,All,Gearbox Software,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
751,279,Cooking Mama,Series,Cooking Mama Limited,Majesco Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Sep 06
752,280,Diablo III    Read the review,PC,Blizzard Entertainment,Blizzard Entertainment,9.0,N/A,5.26m,2.50m,2.23m,N/A,0.53m,15th May 12
753,281,Half-Life 2,PC,Valve Software,VU Games,9.7,N/A,2.37m,2.28m,0.02m,0.08m,N/A,16th Nov 04
754,282,Jak and Daxter,Series,Naughty Dog,Sony Computer Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03rd Dec 01
755,283,Left 4 Dead,Series,Valve,Valve,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Nov 08
756,284,NBA 2K19,All,Visual Concepts,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
757,285,Pokémon FireRed / LeafGreen Version,GBA,Game Freak,Nintendo,8.3,N/A,10.49m,4.34m,2.65m,3.15m,0.35m,07th Sep 04
758,286,SOCOM,Series,Zipper Interactive,Sony Computer Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Aug 02
759,287,World of Warcraft,PC,Blizzard Entertainment,Blizzard Entertainment,9.2,8.0,6.35m,0.12m,6.24m,N/A,N/A,23rd Nov 04
760,288,Gran Turismo 5,PS3,Polyphony Digital,Sony Computer Entertainment,8.3,N/A,10.75m,2.96m,4.87m,0.81m,2.10m,24th Nov 10
761,289,Super Mario 64,N64,Nintendo EAD,Nintendo,9.7,9.2,11.89m,6.91m,2.85m,1.91m,0.23m,26th Sep 96
762,290,Splatoon 2,NS,Nintendo EPD,Nintendo,8.2,N/A,7.04m,1.90m,1.80m,3.01m,0.34m,21st Jul 17
763,291,FIFA 18,PS4,EA Vancouver,EA Sports,8.3,N/A,11.80m,1.27m,8.64m,0.15m,1.73m,29th Sep 17
764,292,The Last of Us Remastered,PS4,Naughty Dog,Sony Computer Entertainment,9.5,N/A,6.77m,2.70m,2.86m,0.11m,1.10m,29th Jul 14
765,293,Gran Turismo 4,PS2,Polyphony Digital,Sony Computer Entertainment,8.7,N/A,11.66m,3.01m,0.01m,1.10m,7.53m,22nd Feb 05
766,294,Animal Crossing: Wild World,DS,Nintendo EAD,Nintendo,8.5,N/A,12.14m,2.50m,3.46m,5.33m,0.86m,05th Dec 05
767,295,The Room,Series,Fireproof Games,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
768,296,Max Payne,Series,Remedy Entertainment,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
769,297,Dragon Age,Series,BioWare,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
770,298,Super Mario Land 2: 6 Golden Coins,GB,Nintendo R&D1,Nintendo,9.0,N/A,11.18m,6.16m,2.04m,2.69m,0.29m,02nd Nov 92
771,299,Wii Party,Series,NDcube,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03rd Oct 10
772,300,Grand Theft Auto IV    Read the review,X360,Rockstar North,Rockstar Games,10.0,N/A,11.09m,6.80m,3.11m,0.14m,1.04m,29th Apr 08
773,301,Super Mario 64 DS,DS,Nintendo EAD,Nintendo,8.6,N/A,1.26m,0.01m,0.00m,1.25m,N/A,20th Nov 04
774,302,Dragon Ball Xenoverse,Series,Dimps Corporation,Bandai Namco Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Feb 15
775,303,Assassin's Creed IV: Black Flag,All,Ubisoft Montreal,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
776,304,BioShock Infinite,All,Irrational Games,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
777,305,Call of Duty: World at War,All,Treyarch,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
778,306,Dance Dance Revolution,Series,Konami,Konami,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Sep 98
779,307,Fall Guys: Ultimate Knockout,PC,Mediatonic,Devolver Digital,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Aug 20
780,308,God of War (2018)    Read the review,PS4,SIE Santa Monica Studio,Sony Interactive Entertainment,9.7,10.0,6.15m,2.83m,2.17m,0.13m,1.02m,20th Apr 18
781,309,Mortal Kombat X,All,NetherRealm Studios,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
782,310,Need for Speed: Underground 2,All,EA Black Box,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
783,311,Sniper: Ghost Warrior,Series,CI Games,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
784,312,StarCraft,PC,Blizzard Entertainment,Blizzard Entertainment,8.7,N/A,0.05m,0.00m,0.04m,N/A,0.01m,01st Apr 98
785,313,Tomb Raider (2013),All,Crystal Dynamics,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
786,314,FIFA 17,PS4,EA Canada,Electronic Arts,8.9,N/A,10.94m,1.26m,7.95m,0.12m,1.61m,27th Sep 16
787,315,Gran Turismo,PS,Polyphony Digital,Sony Computer Entertainment,9.5,N/A,10.95m,4.02m,3.87m,2.54m,0.52m,30th Apr 98
788,316,Call of Duty: Modern Warfare 2    Read the review,PS3,Infinity Ward,Activision,9.5,N/A,10.61m,4.99m,3.66m,0.38m,1.59m,10th Nov 09
789,317,Resident Evil 4,All,Capcom,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
790,318,Grand Theft Auto IV    Read the review,PS3,Rockstar North,Rockstar Games,10.0,9.0,10.57m,4.79m,3.73m,0.44m,1.62m,29th Apr 08
791,319,Super Mario All-Stars,SNES,Nintendo EAD,Nintendo,N/A,9.5,10.55m,5.99m,2.15m,2.12m,0.29m,01st Aug 93
792,320,Rocket League,Series,Psyonix,Psyonix,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th Jul 15
793,321,Rocket League,All,Psyonix,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
794,322,Call of Duty: Ghosts,X360,Infinity Ward,Activision,6.9,N/A,10.41m,6.76m,2.64m,0.04m,0.98m,05th Nov 13
795,323,Tomodachi,Series,Nintendo,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Jun 14
796,324,Star Fox,Series,Nintendo,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Mar 93
797,325,Just Dance 3,Wii,Ubisoft Paris,Ubisoft,7.5,N/A,10.14m,5.95m,3.13m,N/A,1.06m,07th Oct 11
798,326,Call of Duty: Ghosts,PS3,Infinity Ward,Activision,7.5,N/A,10.13m,4.11m,4.01m,0.39m,1.62m,05th Nov 13
799,327,SaGa,Series,Square,Sunsoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Sep 90
800,328,Resident Evil 6,All,Capcom,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
801,329,Assassin's Creed Odyssey,All,Ubisoft Quebec,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
802,330,Assassin's Creed Origins,All,Ubisoft Montreal,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
803,331,Assassin's Creed Unity,All,Ubisoft Montreal,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
804,332,Broken Sword,Series,Revolution Software,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
805,333,Buzz!,Series,Relentless Software,Sony Computer Entertainment Europe,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Oct 05
806,334,Crash Bandicoot N. Sane Trilogy,All,Vicarious Visions,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
807,335,Dark Souls III,All,From Software,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
808,336,Far Cry 3,All,Ubisoft Montreal,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
809,337,Far Cry 4,All,Ubisoft Montreal,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
810,338,Far Cry 5,All,Ubisoft,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
811,339,FIFA 10,All,EA Canada,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
812,340,FIFA 12,All,EA Canada,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
813,341,Horizon,Series,Guerrilla Games,Sony Interactive Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Feb 17
814,342,Horizon: Zero Dawn,PS4,Guerrilla Games,Sony Interactive Entertainment,9.1,8.0,5.82m,2.20m,2.43m,0.28m,0.92m,28th Feb 17
815,343,Killing Floor,Series,Tripwire Interactive,Tripwire Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th May 09
816,344,Mario & Sonic at the Olympic Games,All,Sega Sports R&D,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
817,345,MX vs. ATV,Series,Rainbow Studios,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
818,346,NBA 2K18,All,Visual Concepts,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
819,347,Nobunaga's Ambition,Series,Koei,KOEI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Mar 83
820,348,Pitfall,Series,Activision,Activision,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Apr 82
